user_id,doi
1001,10.1007/s13278-019-0578-6
1002,10.1007/978-3-319-93940-7_13
1003,10.1007/978-3-319-94105-9_7
1004,10.3389/fgene.2015.00265
1005,10.1186/s40535-017-0037-2
1006,10.1186/s40537-019-0243-y
1007,10.1038/s41598-021-85041-8
1008,10.1007/s11192-017-2318-x
1009,10.1007/s11192-017-2561-1
1010,10.1371/journal.pone.0240523
1011,10.3389/fgene.2018.00446
1012,10.1145/2487575.2487666
1013,10.1145/2487575.2487704
1014,10.1145/2492517.2492518
1015,10.1145/2492517.2492545
1016,10.1145/2556195.2556212
1017,10.1145/2556288.2557203
1018,10.3389/fgene.2019.00381
1019,10.1145/2588555.2612179
1020,10.1371/journal.pone.0029358
1021,10.1145/2649387.2649446
1022,10.1186/s40649-015-0020-9
1023,10.1186/s40649-018-0059-5
1024,10.1145/3078897.3080534
1025,10.1145/3127404.3127412
1026,10.1145/3167132.3167147
1027,10.1145/3183584.3183621
1028,10.1007/978-3-030-62005-9_29
1029,10.1145/3323503.3349556
1030,10.1007/s10844-011-0175-2
1031,10.1007/s10844-014-0315-6
1032,10.1145/3423067
1033,10.1007/978-3-7091-1346-2_13
1034,10.1007/978-3-7091-1346-2_16
1035,10.1007/978-3-7091-1797-2_1
1036,10.1007/978-3-7091-1797-2_6
1037,10.3390/cells10020402
1038,10.1007/978-1-4939-7131-2_218
1039,10.1145/3361739
1040,10.1145/3365109.3368793
1041,10.1007/s11227-017-1976-z
1042,10.1007/s11227-019-02978-4
1043,10.1155/2021/5354170
1044,10.1007/978-3-319-13359-1_21
1045,10.1007/s42486-021-00070-6
1046,10.1111/desc.12934
1047,10.3390/sym12050843
1048,10.1016/j.jksuci.2021.07.006
1049,10.1007/s10462-018-9657-8
1050,10.1080/03081079.2020.1863394
1051,10.1140/epjb/s10051-021-00122-x
1052,10.14778/3389133.3389142
1053,10.1142/s0217984920501432
1054,10.1093/bib/bbaa205
1055,10.1007/s10618-020-00716-6
1056,10.1007/978-3-319-96247-4_23
1057,10.1007/s11042-019-08494-0
1058,10.1007/s41019-019-00110-3
1059,10.1145/2501654.2501657
1060,10.1007/s41066-019-00207-0
1061,10.1007/s41095-019-0157-9
1062,10.1142/s0129183120501557
1063,10.1093/nar/gky510
1064,10.1007/978-981-15-5148-2_16
1065,10.1155/2021/3717733
1066,10.14778/2794367.2794370
1067,10.14778/3007263.3007270
1068,10.1089/big.2019.0143
1069,10.1007/978-3-030-73216-5_4
1070,10.1007/978-3-030-74251-5_26
1071,10.1016/j.eswa.2021.115038
1072,10.1016/j.eswa.2021.115377
1073,10.1145/3405758.3405762
1074,10.1111/j.1538-4632.2011.00830.x
1075,10.1109/icmcce48743.2019.00175
1076,10.5897/sre2015.6354
1077,10.3390/a15090312
1078,10.1109/access.2020.2985726
1079,10.1145/3502871.3502879
1080,10.1109/smartiot.2019.00053
1081,10.3390/math10060970
1082,10.1109/access.2019.2956149
1083,10.1109/access.2018.2883638
1084,10.1109/icceai55464.2022.00053
1085,10.1007/978-3-030-93176-6_25
1086,10.1109/isncc.2018.8531055
1087,10.1109/tcss.2018.2879494
1088,10.1109/access.2022.3161553
1089,10.1109/bigcom.2019.00038
1090,10.1109/access.2021.3083971
1091,10.1109/cscwd49262.2021.9437855
1092,10.1109/cscwd49262.2021.9437744
1093,10.1109/pacificvis52677.2021.00028
1094,10.1527/tjsai.25.16
1095,10.1527/tjsai.30.84
1096,10.7465/jkdi.2015.26.4.827
1097,10.1017/nws.2015.23
1098,10.1017/nws.2016.20
1099,10.1017/nws.2017.32
1100,10.1007/978-81-322-2734-2_9
1101,10.1016/j.ins.2019.12.085
1102,10.1016/j.ins.2012.08.001
1103,10.1016/j.ins.2016.07.024
1104,10.1016/j.ins.2017.01.026
1105,10.1016/j.ins.2016.03.028
1106,10.1016/j.ins.2018.03.036
1107,10.1016/j.ins.2018.11.054
1108,10.1016/j.ins.2017.08.056
1109,10.1016/j.ins.2019.01.028
1110,10.1016/j.ins.2018.07.003
1111,10.1016/j.ins.2019.01.011
1112,10.1016/j.ins.2015.05.008
1113,10.1016/j.ins.2016.10.014
1114,10.1016/j.ins.2017.09.022
1115,10.1016/j.ins.2018.06.015
1116,10.1016/j.ins.2019.04.018
1117,10.1016/j.ins.2020.01.001
1118,10.1016/j.ipm.2019.06.002
1119,10.1016/j.ins.2017.09.063
1120,10.1016/j.ins.2018.01.008
1121,10.1016/j.ins.2018.12.009
1122,10.1016/j.ins.2019.10.076
1123,10.1007/978-3-319-15168-7_14
1124,10.3938/jkps.75.436
1125,10.1016/j.isci.2020.101354
1126,10.1016/j.isci.2019.100748
1127,10.1007/978-1-4471-4048-1_3
1128,10.1007/978-1-4471-4048-1_4
1129,10.1007/978-3-319-16354-3_53
1130,10.1016/b978-1-78548-157-4.50011-x
1131,10.1016/j.jbef.2020.100418
1132,10.1007/978-3-319-19048-8_28
1133,10.1007/978-3-319-19548-3_18
1134,10.1007/978-3-319-19644-2_16
1135,10.4018/978-1-5225-2498-4.ch001
1136,10.4018/978-1-5225-2814-2.ch012
1137,10.1016/j.csl.2020.101075
1138,10.4018/978-1-5225-6023-4.ch013
1139,10.1016/j.jcss.2013.03.012
1140,10.4018/978-1-5225-7635-8.ch001
1141,10.1007/978-3-319-20367-6_15
1142,10.1007/978-3-319-20472-7_35
1143,10.1016/j.amc.2020.125601
1144,10.1016/j.amepre.2020.04.015
1145,10.1103/physreve.79.066107
1146,10.1103/physreve.80.016109
1147,10.1103/physreve.80.026129
1148,10.1103/physreve.81.026105
1149,10.1103/physreve.81.046114
1150,10.1007/978-3-319-21786-4_10
1151,10.1103/physreve.83.036103
1152,10.1103/physreve.83.066120
1153,10.1103/physreve.84.016114
1154,10.1103/physreve.84.026110
1155,10.1103/physreve.86.016107
1156,10.1103/physreve.86.016111
1157,10.1103/physreve.86.066106
1158,10.4028/www.scientific.net/amm.333-335.1777
1159,10.4028/www.scientific.net/amm.462-463.458
1160,10.1103/physreve.89.042809
1161,10.1103/physreve.90.012806
1162,10.1103/physreve.91.012801
1163,10.4028/www.scientific.net/amm.590.756
1164,10.1103/physreve.92.032801
1165,10.4028/www.scientific.net/amm.644-650.3295
1166,10.1103/physreve.93.022301
1167,10.1016/j.vaccine.2018.05.040
1168,10.4028/www.scientific.net/amm.740.881
1169,10.1016/j.jhydrol.2016.11.056
1170,10.4028/www.scientific.net/amr.1049-1050.1566
1171,10.1103/physreve.96.052311
1172,10.1103/physreve.96.052313
1173,10.1103/physreve.98.032309
1174,10.1007/978-3-319-23835-7_1
1175,10.1016/j.applanim.2019.01.006
1176,10.1103/physreve.99.042301
1177,10.1007/978-3-319-24069-5_13
1178,10.1371/journal.pone.0110088
1179,10.1016/j.jksuci.2020.08.013
1180,10.1371/journal.pone.0112612
1181,10.1016/j.jksuci.2020.10.014
1182,10.4028/www.scientific.net/amr.694-697.1301
1183,10.1007/978-3-319-25252-0_33
1184,10.1016/j.jnca.2018.02.011
1185,10.1016/j.jnca.2018.07.015
1186,10.1016/j.asoc.2017.08.050
1187,10.1080/10618600.2018.1505633
1188,10.1016/j.asoc.2017.11.014
1189,10.1016/j.asoc.2018.11.003
1190,10.1016/j.asoc.2016.01.036
1191,10.1016/j.asoc.2019.105574
1192,10.1371/journal.pone.0126845
1193,10.1007/978-3-319-25751-8_79
1194,10.1016/j.jocs.2017.10.009
1195,10.1007/978-3-319-26181-2_33
1196,10.1016/j.jocs.2018.01.004
1197,10.1007/978-1-4614-0754-6_6
1198,10.1007/978-3-319-26989-4_10
1199,10.1007/978-3-319-27000-5_4
1200,10.1016/j.jocs.2012.03.006
1201,10.1016/j.jocs.2016.03.017
1202,10.1016/j.jocs.2017.07.002
1203,10.1016/j.jpdc.2020.09.004
1204,10.1007/978-3-319-27261-0_3
1205,10.1016/j.jpdc.2016.02.003
1206,10.1016/j.jpdc.2017.05.009
1207,10.1016/j.jpdc.2014.09.012
1208,10.1016/j.eswa.2013.03.004
1209,10.1016/j.eswa.2017.10.058
1210,10.1016/j.eswa.2019.113115
1211,10.1016/j.eswa.2020.114322
1212,10.1016/j.bdr.2017.10.003
1213,10.1007/978-3-319-28361-6_9
1214,10.1007/s00354-014-0406-5
1215,10.1016/j.jss.2015.06.015
1216,10.1371/journal.pone.0153384
1217,10.1371/journal.pone.0154404
1218,10.1080/18756891.2013.773175
1219,10.1371/journal.pone.0155320
1220,10.1371/journal.pone.0156576
1221,10.1016/j.biosystems.2016.04.008
1222,10.1016/j.knosys.2014.07.015
1223,10.1016/j.knosys.2017.11.035
1224,10.1016/j.knosys.2019.06.030
1225,10.1016/j.knosys.2020.105626
1226,10.1007/978-3-319-30505-9_4
1227,10.1016/j.knosys.2018.08.033
1228,10.1007/978-3-319-30816-6_4
1229,10.1371/journal.pone.0157988
1230,10.1016/j.knosys.2014.11.010
1231,10.1016/j.knosys.2016.08.006
1232,10.1016/j.knosys.2016.09.015
1233,10.1016/j.knosys.2017.12.007
1234,10.1371/journal.pone.0158247
1235,10.1016/j.knosys.2020.105678
1236,10.1016/j.knosys.2020.105935
1237,10.1371/journal.pone.0159161
1238,10.1016/j.knosys.2015.08.015
1239,10.1016/j.knosys.2016.09.029
1240,10.1016/j.knosys.2020.106363
1241,10.1016/j.knosys.2018.03.002
1242,10.1016/j.knosys.2020.106256
1243,10.1002/sam.10133
1244,10.1371/journal.pone.0169355
1245,10.1007/978-1-4614-6729-8_6
1246,10.1016/j.cam.2019.06.022
1247,10.1007/978-3-319-33609-1_32
1248,10.1080/13614568.2013.873488
1249,10.1007/978-1-4614-7163-9_218-1
1250,10.1007/978-1-4614-7163-9_224-1
1251,10.1371/journal.pone.0178006
1252,10.1080/13658816.2014.964247
1253,10.1177/0047287517706262
1254,10.1007/978-3-319-39601-9_38
1255,10.1007/978-3-319-39937-9_31
1256,10.1371/journal.pone.0187603
1257,10.1371/journal.pone.0188655
1258,10.1371/journal.pone.0188702
1259,10.1016/j.mlwa.2020.100019
1260,10.1080/24725854.2018.1555383
1261,10.1371/journal.pone.0195993
1262,10.1371/journal.pone.0200090
1263,10.1007/978-3-319-42291-6_56
1264,10.1007/978-3-319-42345-6_7
1265,10.1371/journal.pone.0205284
1266,10.1016/j.cie.2018.07.031
1267,10.1016/j.cities.2016.08.008
1268,10.1007/978-3-319-44350-8_17
1269,10.1007/978-3-319-44421-5_21
1270,10.1007/978-3-319-44482-6_12
1271,10.1016/j.ins.2014.02.040
1272,10.1016/j.ins.2015.07.046
1273,10.7763/jacn.2013.v1.19
1274,10.1007/978-3-030-93413-2_13
1275,10.1093/g3journal/jkab437
1276,10.1007/978-3-030-93409-5_26
1277,10.1101/2021.12.28.474346
1278,10.1016/j.cjche.2018.08.027
1279,10.1007/978-981-15-7834-2_57
1280,10.1007/s00477-020-01916-8
1281,10.1007/s11227-020-03510-9
1282,10.1007/s12161-020-01955-5
1283,10.1007/s12652-020-02681-w
1284,10.1007/s42979-020-00391-w
1285,10.1007/s42979-020-00389-4
1286,10.1016/j.comcom.2016.11.008
1287,10.1016/j.comnet.2015.10.018
1288,10.1016/j.comnet.2016.06.002
1289,10.1016/j.compenvurbsys.2013.03.002
1290,10.1016/j.cosrev.2020.100247
1291,10.1016/j.cosrev.2020.100313
1292,10.1016/j.csbj.2019.11.010
1293,10.1016/j.dam.2013.09.017
1294,10.1016/j.datak.2012.09.002
1295,10.1016/j.datak.2019.101777
1296,10.1016/j.datak.2017.12.003
1297,10.1016/j.datak.2018.07.009
1298,10.1016/j.dss.2017.02.010
1299,10.1016/j.ecoinf.2020.101168
1300,10.1016/j.ecolmodel.2013.12.014
