user_id,doi
1,10.1109/rivf.2016.7800264
2,10.1109/icisce.2017.188
3,10.1109/35021bigcomp.2015.7072830
4,10.1109/icitcs.2014.7021707
5,10.1109/icitech.2017.8079941
6,10.1007/s40314-015-0260-1
7,10.1155/2015/109671
8,10.1109/icme.2014.6890193
9,10.1109/icme.2016.7552974
10,10.1109/icmew.2014.6890710
11,10.1016/j.osnem.2017.10.003
12,10.1155/2015/245075
13,10.1109/icmla.2013.40
14,10.1007/s10844-021-00668-3
15,10.1109/sbac-pad.2015.22
16,10.1007/978-3-030-87571-8_4
17,10.1109/icmlc.2015.7340609
18,10.1109/scc.2016.101
19,10.1155/2015/461362
20,10.1109/icnc.2011.6022234
21,10.1109/icngis.2016.7854070
22,10.1109/icnp.2013.6733594
23,10.1111/coin.12031
24,10.1111/coin.12082
25,10.1111/coin.12087
26,10.1111/coin.12178
27,10.3389/fninf.2016.00045
28,10.1016/j.parco.2019.102545
29,10.1109/sibgrapi.2012.13
30,10.1109/icoin.2011.5723190
31,10.1109/icoin.2018.8343169
32,10.3390/molecules23102633
33,10.1016/j.parco.2015.02.005
34,10.1016/j.patrec.2015.11.008
35,10.1109/sitis.2013.80
36,10.1109/sitis.2014.93
37,10.1109/sitis.2015.22
38,10.1109/sitis.2016.122
39,10.1109/siu.2014.6830335
40,10.1007/978-94-017-9205-9_8
41,10.3390/molecules24050854
42,10.1109/skg.2016.009
43,10.1109/smap.2016.7753375
44,10.1109/smartgridcomm.2015.7436282
45,10.1007/s40595-014-0025-6
46,10.1109/smc.2015.239
47,10.1016/j.patrec.2015.02.005
48,10.1109/icpp.2013.27
49,10.1109/smc.2017.8122595
50,10.1109/icpr.2010.801
51,10.1109/snpd.2016.7515870
52,10.1109/socialcom.2013.37
53,10.1109/socialmedia.2017.8057361
54,10.1155/2016/1873504
55,10.1109/soli.2015.7367608
56,10.1109/access.2017.2706018
57,10.1109/access.2017.2714018
58,10.1109/access.2017.2740962
59,10.1111/deci.12326
60,10.1109/access.2017.2769484
61,10.1126/sciadv.1601895
62,10.1007/978-981-10-0080-5_9
63,10.1137/15m1026183
64,10.1109/access.2018.2838568
65,10.1109/access.2018.2841321
66,10.1007/s00027-021-00828-1
67,10.1016/j.physa.2011.09.028
68,10.1016/j.physa.2012.09.012
69,10.1016/j.physa.2012.11.003
70,10.1016/j.physa.2013.03.014
71,10.1016/j.physa.2016.11.029
72,10.1016/j.physa.2016.11.066
73,10.1016/j.physa.2017.01.018
74,10.1109/icsess.2016.7883024
75,10.1109/icsess.2016.7883061
76,10.1016/j.physa.2017.11.006
77,10.1016/j.physa.2018.12.023
78,10.1016/j.physa.2019.121070
79,10.1016/j.physa.2019.121328
80,10.1016/j.physa.2019.121552
81,10.1016/j.physa.2011.03.036
82,10.1016/j.physa.2020.124137
83,10.1007/s40815-016-0245-2
84,10.1016/j.physa.2012.09.023
85,10.1007/978-981-10-1536-6_91
86,10.1016/j.physa.2015.02.004
87,10.1016/j.physa.2009.12.019
88,10.1016/j.physa.2010.03.006
89,10.1016/j.physa.2015.12.073
90,10.1016/j.physa.2016.01.025
91,10.1016/j.physa.2011.12.019
92,10.1016/j.physa.2012.07.007
93,10.1016/j.physa.2016.05.063
94,10.1016/j.physa.2016.08.012
95,10.1016/j.physa.2014.05.073
96,10.1016/j.physa.2015.03.048
97,10.1016/j.physa.2017.07.028
98,10.1016/j.physa.2017.08.090
99,10.1016/j.physa.2015.05.101
100,10.1016/j.physa.2016.01.020
101,10.1016/j.physa.2016.11.098
102,10.1016/j.physa.2016.12.047
103,10.1016/j.physa.2017.01.030
104,10.1073/pnas.1617052114
105,10.1016/j.physa.2017.11.089
106,10.1016/j.physa.2017.12.060
107,10.1016/j.physa.2017.12.095
108,10.1016/j.physa.2008.04.024
109,10.1016/j.physa.2019.04.269
110,10.1016/j.physa.2018.12.024
111,10.1016/j.physa.2011.09.040
112,10.1016/j.physa.2019.122751
113,10.1016/j.physa.2019.121084
