user_id,citing
2072,10.1016/j.physa.2021.126377
2073,10.1016/j.physa.2021.126378
2074,10.1145/2638551
2075,10.2139/ssrn.2686127
2076,10.1007/978-3-642-36973-5_46
2077,10.1145/2663716.2663728
2078,10.1101/545681
2079,10.1016/j.asoc.2021.107838
2080,10.1007/978-3-030-10928-8_1
2081,10.1007/978-3-030-10928-8_10
2082,10.1007/978-3-030-10928-8_20
2083,10.1101/2021.08.24.457368
2084,10.1016/j.jksuci.2021.08.016
2085,10.1101/569244
2086,10.1038/s41539-019-0054-0
2087,10.1016/j.tmp.2019.100607
2088,10.1007/978-3-642-37189-9_3
2089,10.1038/s41540-018-0052-5
2090,10.1016/j.tmp.2020.100779
2091,10.1038/s41540-018-0067-y
2092,10.1038/s41540-019-0090-7
2093,10.1007/978-3-642-37210-0_40
2094,10.1007/978-3-642-37210-0_45
2095,10.1007/978-3-030-11027-7_2
2096,10.1101/573071
2097,10.1155/2021/8859225
2098,10.1145/2666539.2666571
2099,10.1016/j.tourman.2015.01.031
2100,10.1145/2668067.2668079
2101,10.1117/12.2082124
2102,10.1016/j.tourman.2019.03.009
2103,10.1016/j.tourman.2019.104028
2104,10.1101/577411
2105,10.1007/978-3-642-37401-2_28
2106,10.1007/978-3-642-37422-7_14
2107,10.1145/2676727.2676732
2108,10.1007/978-3-642-37450-0_14
2109,10.1007/978-3-030-11286-8_2
2110,10.1007/978-3-030-11286-8_3
2111,10.1101/579920
2112,10.1007/978-3-642-37487-6_6
2113,10.1073/pnas.1415883112
2114,10.1101/581678
2115,10.2139/ssrn.2735500
2116,10.1007/978-3-642-37781-5_9
2117,10.1089/neu.2020.7450
2118,10.1145/2700057
2119,10.1145/2700171.2804449
2120,10.1145/2700404
2121,10.1145/2701126.2701200
2122,10.2139/ssrn.2743222
2123,10.2139/ssrn.2744519
2124,10.1103/physrevlett.127.098103
2125,10.1145/2723576.2723584
2126,10.1145/2723576.2723626
2127,10.1145/2733373.2806352
2128,10.1080/00018732.2011.572452
2129,10.1145/2736277.2741081
2130,10.1101/527325
2131,10.23919/acc.2017.7963402
2132,10.1101/599423
2133,10.1101/530378
2134,10.1117/12.2216900
2135,10.1117/12.2217264
2136,10.1088/1741-2552/ac20e7
2137,10.3389/fpsyg.2021.662409
2138,10.3758/s13428-018-1090-z
2139,10.1101/543207
2140,10.1101/543231
2141,10.3758/s13428-018-1177-6
2142,10.2139/ssrn.2796851
2143,10.1101/547570
2144,10.1101/615179
2145,10.1038/s41562-017-0290-3
2146,10.1038/s41562-018-0420-6
2147,10.1038/s41562-018-0503-4
2148,10.1101/549725
2149,10.1098/rsos.210072
2150,10.1101/618215
2151,10.1007/978-3-030-12453-3_1
2152,10.1007/978-3-030-12453-3_93
2153,10.1101/554899
2154,10.23919/date.2019.8715024
2155,10.1101/556845
2156,10.1103/physreve.104.024316
2157,10.1016/j.trci.2018.08.006
2158,10.1145/3465336.3475111
2159,10.1145/3465336.3475110
2160,10.1038/s41565-019-0493-z
2161,10.1101/632216
2162,10.1038/s41567-018-0072-5
2163,10.2139/ssrn.2841444
2164,10.1101/639237
2165,10.1101/2021.08.24.457460
2166,10.1016/j.physa.2021.126370
2167,10.23919/ifipnetworking.2018.8696543
2168,10.23919/inm.2017.7987415
2169,10.1101/648097
2170,10.1101/648196
2171,10.1007/978-3-030-13690-1_2
2172,10.1007/978-3-030-13709-0_17
2173,10.1101/649079
2174,10.23919/mipro.2019.8757081
2175,10.3389/fimmu.2021.709173
2176,10.1101/652834
2177,10.23919/picmet.2017.8125293
2178,10.23919/picmet.2017.8125441
2179,10.1002/ece3.7987
2180,10.18632/aging.203452
2181,10.2139/ssrn.2881923
2182,10.2139/ssrn.2882172
2183,10.2139/ssrn.2883148
2184,10.1101/657726
2185,10.1101/659367
2186,10.1101/661728
2187,10.1162/coli_a_00354
2188,10.1007/978-3-030-14160-8_19
2189,10.1007/978-3-030-14177-6_4
2190,10.1101/664250
2191,10.1101/2021.08.23.457305
2192,10.1101/666271
2193,10.1007/s11280-021-00936-w
2194,10.1101/669853
2195,10.1002/ajp.22728
2196,10.1007/978-3-030-14680-1_32
2197,10.1101/672071
2198,10.1016/j.eswa.2021.115773
2199,10.1057/s41270-021-00133-8
2200,10.1101/2021.08.20.457151
2201,10.1101/677385
2202,10.1007/978-3-642-38466-0_33
2203,10.1101/681726
2204,10.2139/ssrn.2937843
2205,10.1101/683854
2206,10.2139/ssrn.2943163
2207,10.1101/685487
2208,10.1101/686048
2209,10.1101/686659
2210,10.3390/su11195508
2211,10.1101/687574
2212,10.1162/jocn_a_00533
2213,10.1101/689547
2214,10.1101/691907
2215,10.3390/su11215931
2216,10.1162/jocn_a_00911
2217,10.2139/ssrn.2962348
2218,10.1162/jocn_a_01007
2219,10.1007/978-3-642-38768-5_78
2220,10.3390/su11216053
2221,10.1162/jocn_a_01026
2222,10.1162/jocn_a_01060
2223,10.1162/jocn_a_01142
2224,10.1117/12.2293877
2225,10.1117/12.2293888
2226,10.1162/leon_a_01279
2227,10.1117/12.2302918
2228,10.1101/701680
2229,10.1101/703157
2230,10.3390/su11246958
2231,10.1007/s41109-021-00406-2
2232,10.1016/j.artint.2021.103580
2233,10.1007/978-3-642-39071-5_14
2234,10.3389/frai.2021.668163
2235,10.1162/neco_a_00936
2236,10.1007/978-3-642-39149-1_4
2237,10.1038/s41586-018-0206-z
2238,10.1002/ajpa.23755
2239,10.1162/neco_a_01205
2240,10.1162/netn_a_00002
2241,10.1162/netn_a_00006
2242,10.1101/711762
2243,10.1162/netn_a_00021
2244,10.1162/netn_a_00022
2245,10.1162/netn_a_00025
2246,10.1162/netn_a_00040
2247,10.1162/netn_a_00051
2248,10.1162/netn_a_00075
2249,10.1162/netn_a_00083
2250,10.1162/netn_a_00085
2251,10.1101/713412
2252,10.1101/716001
2253,10.1101/719088
2254,10.1038/s41586-019-1195-2
2255,10.23919/jsc.2021.0008
2256,10.1038/s41587-021-00989-2
2257,10.1101/2021.08.21.457240
2258,10.1101/721688
2259,10.3389/fgene.2021.681206
2260,10.1101/724310
2261,10.11627/jkise.2018.41.3.129
2262,10.1038/s41588-018-0207-8
2263,10.2139/ssrn.3041850
2264,10.1007/978-3-642-39479-9_8
2265,10.2478/jdis-2021-0032
2266,10.1145/3468264.3468571
2267,10.1515/pdtc-2020-0030
2268,10.1128/mbio.02776-19
2269,10.2139/ssrn.3049748
2270,10.2139/ssrn.3053632
2271,10.1038/s41590-018-0272-2
2272,10.1128/mcb.00518-19
2273,10.1101/737577
2274,10.1080/00472778.2021.1955125
2275,10.1101/739011
2276,10.1101/739185
2277,10.3390/ijgi5110216
2278,10.1101/742270
2279,10.3390/pharmaceutics13081297
2280,10.3390/ijgi7020067
2281,10.3390/ijgi7030084
2282,10.1007/978-3-642-39829-2_1
2283,10.1038/s41592-019-0509-5
2284,10.3390/ijgi7040159
2285,10.1038/s41593-018-0188-z
2286,10.2139/ssrn.3075019
2287,10.1038/s41593-018-0241-y
2288,10.3390/ijgi7120481
2289,10.1101/747162
2290,10.1101/2021.08.17.456552
2291,10.1101/750919
2292,10.1007/978-3-642-40020-9_18
2293,10.1007/978-3-642-40047-6_77
2294,10.1038/s41596-018-0065-y
2295,10.1101/754622
2296,10.1101/755041
2297,10.1101/756064
2298,10.1101/756635
2299,10.1101/759696
2300,10.1016/j.jclepro.2021.128657
2301,10.1038/s41540-019-0112-5
2302,10.1007/978-1-0716-1390-0_8
2303,10.1007/978-3-030-15719-7_9
2304,10.2139/ssrn.3143064
2305,10.1101/786285
2306,10.1002/cem.3370
2307,10.1007/978-3-030-16145-3_37
2308,10.1007/978-3-030-16184-2_50
2309,10.1007/978-3-030-16205-4_18
2310,10.1007/978-3-030-16272-6_6
2311,10.1007/978-3-030-16503-1_5
2312,10.2139/ssrn.3188456
2313,10.1007/978-3-030-16660-1_57
2314,10.1007/978-981-16-3398-0_6
2315,10.3389/fnagi.2021.694254
2316,10.1101/gr.247049.118
2317,10.1007/978-3-030-17090-5_4
2318,10.1007/978-981-16-3398-0_5
2319,10.1038/s41467-021-25279-y
2320,10.1140/epjb/s10051-021-00180-1
2321,10.1515/lingty-2021-2088
2322,10.1145/3470482.3479640
2323,10.2196/30529
2324,10.3390/su131910727
2325,10.1007/s10668-021-01808-z
2326,10.1007/s41109-021-00415-1
2327,10.1007/978-3-030-86692-1_17
2328,10.1017/dmp.2021.167
2329,10.3390/ijms17060862
2330,10.1007/s10660-019-09395-y
2331,10.3354/esr00976
2332,10.1186/s13015-021-00196-3
2333,10.1002/cti2.1335
2334,10.1155/2021/8325302
2335,10.1007/978-3-030-85462-1_2
2336,10.1111/ejn.15423
2337,10.1371/journal.pone.0255450
2338,10.1097/md.0000000000025909
2339,10.3917/res.188.0159
2340,10.3917/res.214.0171
2341,10.1007/978-3-658-34682-9_2
2342,10.1007/s10115-019-01422-6
2343,10.3389/fpsyg.2019.02197
2344,10.1145/3447548.3467260
2345,10.3389/fimmu.2021.693142
2346,10.3389/fpsyg.2019.02876
2347,10.1007/s10822-019-00228-6
2348,10.1093/nsr/nwab148
2349,10.1016/j.poetic.2021.101598
2350,10.1145/3447548.3467091
2351,10.2196/28800
2352,10.1101/2021.08.11.456036
2353,10.1101/2021.08.11.456014
2354,10.1126/science.abd1449
2355,10.1080/00343404.2021.1955098
2356,10.1007/978-3-030-23925-1_9
2357,10.3390/ijgi10080543
2358,10.3390/fi11120250
2359,10.1007/s10618-021-00779-z
2360,10.1371/journal.pone.0254744
2361,10.1007/s12652-021-03374-8
2362,10.1101/2021.08.09.21261287
2363,10.1101/2020.02.18.955245
2364,10.1101/2020.02.18.955393
2365,10.1093/cybsec/tyy008
2366,10.1209/0295-5075/134/58002
2367,10.1101/2020.02.25.960302
2368,10.1038/s41586-019-1644-y
2369,10.1101/2020.02.26.961037
2370,10.1038/s41586-019-1716-z
2371,10.1101/2020.02.26.966325
2372,10.1101/2020.02.26.966390
2373,10.1101/2020.02.26.967133
2374,10.1038/s41586-019-1876-x
2375,10.1038/s41586-019-1885-9
2376,10.1101/2020.02.28.966598
2377,10.1016/j.scs.2021.103241
2378,10.1101/2020.02.28.970202
2379,10.1101/2020.02.28.970491
2380,10.1101/2020.02.29.970558
2381,10.1101/2020.03.02.973263
2382,10.1101/2020.03.03.974220
2383,10.1101/2020.03.04.972166
2384,10.1016/j.cell.2021.07.017
2385,10.1101/2020.03.05.978585
2386,10.1101/2020.03.05.979526
2387,10.1101/2020.03.09.984195
2388,10.1101/2020.03.10.985697
2389,10.1007/978-3-030-84532-2_39
2390,10.1101/2021.08.08.453314
2391,10.1007/978-3-030-84532-2_43
2392,10.1016/j.apsoil.2021.104184
2393,10.1007/978-3-030-84186-7_21
2394,10.1042/etls20210131
2395,10.52547/jist.9.35.183
2396,10.1038/s41467-021-24591-x
2397,10.1016/j.jneumeth.2021.109313
2398,10.1101/2021.08.05.21261484
2399,10.1007/s13042-021-01400-x
2400,10.1007/978-3-030-84529-2_35
2401,10.1016/j.iot.2021.100439
2402,10.1371/journal.pone.0255718
2403,10.1038/s41598-021-93921-2
2404,10.3390/su13168766
2405,10.1007/s40558-020-00170-6
2406,10.7554/elife.47996
2407,10.3390/ijms20133121
2408,10.1007/978-3-030-82153-1_15
2409,10.7554/elife.67490
2410,10.1007/978-3-030-82147-0_28
2411,10.1021/acs.jpcb.1c03523
2412,10.1016/j.trc.2021.103323
2413,10.1016/j.envint.2021.106810
2414,10.1016/j.anbehav.2021.08.008
2415,10.15252/embr.202152389
2416,10.3390/buildings11100435
2417,10.3390/info10030092
2418,10.3390/info10060212
2419,10.1101/2021.09.23.461546
2420,10.3390/info9090218
2421,10.3390/info9110276
2422,10.1007/s11306-021-01841-z
2423,10.1155/2021/9968905
2424,10.1093/bib/bbab345
2425,10.1101/2021.08.02.454825
2426,10.1126/sciadv.aav1478
2427,10.1007/s41109-018-0059-2
2428,10.1007/s41109-019-0192-6
2429,10.1007/s41109-019-0203-7
2430,10.1007/s41109-019-0210-8
2431,10.1007/s41109-019-0223-3
2432,10.1007/s41109-019-0226-0
2433,10.1007/s41109-019-0232-2
2434,10.1007/s41109-019-0237-x
2435,10.1007/s41109-019-0238-9
2436,10.1007/s41109-019-0241-1
2437,10.1007/s41109-019-0245-x
2438,10.1007/s41109-019-0248-7
2439,10.1007/s41109-020-00255-5
2440,10.1007/s41109-020-0251-z
2441,10.1016/j.dsp.2021.103192
2442,10.1093/nar/gkab680
2443,10.1093/gigascience/giy083
2444,10.1590/2238-38752019v931
2445,10.1242/dev.185595
2446,10.1002/widm.1431
2447,10.3389/frma.2021.742311
2448,10.3389/fphy.2021.702064
2449,10.1007/978-3-030-81484-7_8
2450,10.1145/3460418.3479363
2451,10.1007/s12652-019-01623-5
2452,10.1007/s12652-020-01681-0
2453,10.1101/2021.09.21.461277
2454,10.1016/j.resourpol.2021.102353
2455,10.1101/2021.09.21.461257
2456,10.1590/1982-25532020141565
2457,10.1089/wound.2021.0036
2458,10.1088/2634-4386/ac156f
2459,10.1145/3460418.3480412
2460,10.1016/j.physa.2021.126442
2461,10.1145/3458744.3473362
2462,10.1101/2021.09.15.21262637
2463,10.1177/14738716211044829
2464,10.1007/978-981-13-1921-1_4
2465,10.1089/brain.2021.0054
2466,10.1186/s40900-019-0173-z
2467,10.1162/netn_a_00202
2468,10.2139/ssrn.3852100
2469,10.1038/s41598-021-97741-2
2470,10.1016/j.mbs.2021.108713
2471,10.1155/2019/6946189
2472,10.1096/fj.202002713rr
2473,10.1101/408278
2474,10.1142/s0129183121501369
2475,10.1142/s0129183121501230
2476,10.1162/glep_a_00604
2477,10.1093/comnet/cnab006
2478,10.3389/fnmol.2019.00316
2479,10.3389/fnmol.2020.00013
2480,10.3389/fgene.2019.01022
2481,10.3389/fgene.2019.01120
2482,10.1093/nar/gkab823
2483,10.21240/mpaed/jb16/2021.01.13.x
2484,10.1126/science.abd7331
2485,10.1038/s41416-019-0614-3
2486,10.1080/00167428.2019.1702428
2487,10.1145/3295500.3356206
2488,10.1145/3148044.3148045
2489,10.3390/ijerph17031009
2490,10.1097/aln.0b013e3182a8ec8c
2491,10.1007/978-3-319-44778-0_23
2492,10.1007/978-3-319-44781-0_26
2493,10.1145/2739482.2768472
2494,10.1145/2740070.2626326
2495,10.1145/2740908.2744715
2496,10.1007/s00429-017-1539-3
2497,10.1145/2742854.2742865
2498,10.1145/2756406.2756919
2499,10.1007/s00429-019-01867-z
