user_id,citing
8501,10.1101/2021.12.18.473290
8502,10.1016/j.ecolind.2021.107346
8503,10.3389/fphar.2021.709856
8504,10.1016/j.ress.2021.108146
8505,10.31497/zrzyxb.20210714
8506,10.1007/s11280-021-00875-6
8507,10.1080/00207543.2019.1668073
8508,10.1093/nar/gkab1132
8509,10.3389/fnagi.2020.607445
8510,10.3389/fnagi.2021.625175
8511,10.1038/s41596-021-00556-8
8512,10.1038/s41597-021-00797-y
8513,10.3233/jifs-211821
8514,10.3390/su12114596
8515,10.3390/su12114756
8516,10.1371/journal.pone.0248764
8517,10.3390/su13010089
8518,10.1007/s10489-021-02278-6
8519,10.3390/w13020131
8520,10.34219/2078-8320-2020-11-3-31-35
8521,10.1093/texcom/tgab023
8522,10.1016/j.socnet.2021.01.001
8523,10.1016/j.celrep.2021.109875
8524,10.3390/math9212666
8525,10.1101/2021.01.13.21249725
8526,10.1101/2021.01.15.21249242
8527,10.1101/2021.01.18.21250050
8528,10.1101/2021.01.18.427084
8529,10.1111/tesg.12478
8530,10.1038/s41598-021-00361-z
8531,10.1172/jci.insight.151035
8532,10.1515/cog-2021-0020
8533,10.1038/s41598-021-88662-1
8534,10.1038/s41598-021-88810-7
8535,10.1111/caim.12453
8536,10.1002/cphc.202100599
8537,10.1214/20-aoas1339
8538,10.1214/20-ejs1744
8539,10.1007/978-3-030-79150-6_22
8540,10.1007/978-3-030-79157-5_32
8541,10.1108/pr-04-2020-0247
8542,10.1093/comnet/cnaa047
8543,10.1007/s41109-021-00418-y
8544,10.1101/2021.10.13.460524
8545,10.1186/s40649-021-00101-3
8546,10.3390/nu13061991
8547,10.1016/j.ssresearch.2021.102657
8548,10.1016/j.wpi.2021.102058
8549,10.1007/s11004-021-09951-z
8550,10.3906/biy-2005-115
8551,10.1101/2021.06.21.449237
8552,10.1101/2021.06.21.449348
8553,10.1101/2021.06.28.448342
8554,10.1101/2021.06.29.450440
8555,10.4000/cybergeo.35506
8556,10.1007/s10928-021-09785-6
8557,10.1007/s10899-021-10079-2
8558,10.1002/hbm.25337
8559,10.1002/hbm.25332
8560,10.1007/978-3-030-88480-2_23
8561,10.1371/journal.pbio.3001410
8562,10.15201/hungeobull.70.2.3
8563,10.1016/j.neuroimage.2021.118626
8564,10.1101/2021.03.26.437231
8565,10.1101/2021.04.03.438329
8566,10.1101/2021.04.07.21255061
8567,10.1098/rsif.2020.1040
8568,10.1016/j.joi.2021.101175
8569,10.35575/rvucn.n64a10
8570,10.4271/2020-01-5239
8571,10.1016/j.csbj.2021.06.052
8572,10.1016/j.techfore.2021.121012
8573,10.1038/s41586-021-03993-3
8574,10.2166/ws.2021.061
8575,10.1007/s13278-021-00801-8
8576,10.1038/s41467-021-21549-x
8577,10.1038/s41467-021-21583-9
8578,10.1038/s41467-021-22915-5
8579,10.1038/s41467-021-23509-x
8580,10.1016/j.crmeth.2021.100056
8581,10.1088/1742-6596/1971/1/012089
8582,10.3389/fphys.2021.678507
8583,10.1080/09585192.2021.1914129
8584,10.1101/2021.01.24.427089
8585,10.1016/j.neunet.2021.07.012
8586,10.3390/genes12020311
8587,10.3390/genes12040570
8588,10.1016/j.neucom.2021.01.059
8589,10.1016/j.neucom.2021.05.058
8590,10.1016/j.ifacol.2021.06.115
8591,10.1038/s41586-020-03169-5
8592,10.1038/s41586-021-03621-0
8593,10.1038/s41587-021-00875-x
8594,10.3390/bdcc5010011
8595,10.3390/bdcc5010014
8596,10.1155/2021/5565434
8597,10.1155/2021/5582341
8598,10.1145/3441501.3441508
8599,10.1145/3442381.3450024
8600,10.1145/3442381.3450036
8601,10.1145/3442381.3450055
8602,10.1145/3442442.3452354
8603,10.3389/fncom.2021.687075
8604,10.2200/s01063ed1v01y202012aim048
8605,10.1007/s11135-021-01127-5
8606,10.1016/j.scs.2021.102916
8607,10.1016/j.jbusres.2021.03.061
8608,10.1101/2021.05.11.443152
8609,10.1101/2021.05.12.443929
8610,10.1002/poi3.258
8611,10.1101/2021.05.17.444382
8612,10.1007/s13369-021-05514-w
8613,10.1515/strm-2015-0006
8614,10.1016/j.neunet.2021.04.015
8615,10.1007/978-1-0716-0947-7_22
8616,10.3390/ijms22094371
8617,10.1007/s11077-021-09422-6
8618,10.1007/s11365-021-00783-1
8619,10.1016/j.patcog.2021.107919
8620,10.1016/j.patcog.2021.107933
8621,10.1088/1367-2630/ac2fbd
8622,10.1145/3446621
8623,10.1109/tcyb.2019.2932996
8624,10.1109/vts-apwcs.2019.8851651
8625,10.1103/physrevx.10.021047
8626,10.1038/s41592-020-0825-9
8627,10.1186/s13059-020-02128-7
8628,10.1186/s13059-020-02132-x
8629,10.1145/3410404.3414258
8630,10.1101/2020.08.02.233569
8631,10.1101/2020.08.05.238360
8632,10.1101/2020.08.06.237941
8633,10.1101/2020.08.07.241794
8634,10.1109/icde53745.2022.00063
8635,10.1101/2020.08.11.245928
8636,10.1109/icde53745.2022.00090
8637,10.1101/2020.08.12.247585
8638,10.1080/09692290.2020.1826341
8639,10.1101/2021.01.26.428210
8640,10.1101/2021.02.07.430135
8641,10.1145/3540250.3549104
8642,10.1038/s41593-021-00821-9
8643,10.12688/wellcomeopenres.18433.1
8644,10.1073/pnas.2011927117
8645,10.1101/2021.07.29.454384
8646,10.1145/3269206.3269314
8647,10.1145/3274452
8648,10.1101/2020.09.10.291518
8649,10.1101/2020.09.14.296871
8650,10.3390/biom11020177
8651,10.3389/fgene.2021.649440
8652,10.3390/socsci10030084
8653,10.1186/s12866-021-02115-3
8654,10.1101/2020.05.06.081695
8655,10.1101/2020.05.09.084897
8656,10.1093/bioinformatics/btac541
8657,10.1109/cscloud-edgecom54986.2022.00033
8658,10.1016/j.tre.2022.102837
8659,10.1109/icde53745.2022.00194
8660,10.1109/icde53745.2022.00174
8661,10.1103/revmodphys.94.031002
8662,10.1109/sp40001.2021.00061
8663,10.1109/access.2019.2963694
8664,10.1109/csci46756.2018.00212
8665,10.1109/latincom48065.2019.8937936
8666,10.1109/csci46756.2018.00218
8667,10.1007/s13278-020-00641-y
8668,10.1038/s41598-022-14366-9
8669,10.1177/00222437221110460
8670,10.1038/s41598-022-14218-6
8671,10.1088/1742-6596/1601/3/032006
8672,10.3233/idt-200059
8673,10.1161/circulationaha.119.041433
8674,10.1007/978-1-0716-1311-5_22
8675,10.1093/rof/rfaa007
8676,10.1108/ijwis-06-2019-0030
8677,10.3389/fgene.2020.00491
8678,10.1101/2020.04.29.066464
8679,10.1101/2020.04.29.067587
8680,10.1101/2020.05.01.073445
8681,10.1101/2020.05.02.074344
8682,10.1101/2020.05.05.067777
8683,10.23919/acc.2018.8431002
8684,10.23919/acc.2018.8431643
8685,10.1007/978-3-030-60470-7_4
8686,10.1007/978-3-030-60636-7_37
8687,10.1109/isbi52829.2022.9761557
8688,10.1007/978-3-030-60975-7_19
8689,10.1007/978-3-030-60975-7_6
8690,10.1007/978-3-030-61255-9_16
8691,10.1007/978-3-030-61255-9_32
8692,10.1007/978-3-030-61380-8_39
8693,10.1016/j.scs.2021.103508
8694,10.1101/2022.09.28.509646
8695,10.1101/2021.03.26.437190
8696,10.1101/2021.03.26.437194
8697,10.1101/2021.04.13.21255395
8698,10.1016/j.future.2021.01.027
8699,10.1080/09537325.2021.1934437
8700,10.1016/j.future.2021.06.056
8701,10.3390/e23050621
8702,10.1101/2021.10.29.466448
8703,10.1016/j.worlddev.2021.105411
8704,10.1017/nws.2020.31
8705,10.1002/cti2.1296
8706,10.1103/physreve.101.052301
8707,10.1103/physreve.101.052306
8708,10.1103/physreve.101.052311
8709,10.1088/1361-651x/ab7f8c
8710,10.1145/2240116.2240118
8711,10.36253/978-88-5518-304-8.22
8712,10.1103/physrevresearch.2.023100
8713,10.1038/s41598-020-65633-6
8714,10.1140/epjb/e2020-100075-1
8715,10.1016/j.techfore.2021.121369
8716,10.1007/978-3-030-81026-9_4
8717,10.1590/1413-82712020250104
8718,10.1177/01708406211040216
8719,10.1109/conit51480.2021.9498401
8720,10.1109/tcss.2021.3093038
