user_id,citing
6501,10.1109/icmla.2019.00047
6502,10.1109/jsyst.2018.2835642
6503,10.1109/rasse53195.2021.9686847
6504,10.1093/brain/awac022
6505,10.1109/iciea.2018.8397902
6506,10.1016/j.mlwa.2022.100326
6507,10.1101/2022.03.30.486387
6508,10.1109/iscmi47871.2019.9004380
6509,10.1093/bioadv/vbac011
6510,10.1109/icatcct44854.2018.9001978
6511,10.1109/tkde.2018.2852958
6512,10.1007/978-981-19-6052-9_82
6513,10.1162/netn_a_00255
6514,10.1109/confluence51648.2021.9377088
6515,10.3390/urbansci6010012
6516,10.1016/j.scs.2022.103942
6517,10.4018/ijossp.287614
6518,10.1016/j.tre.2022.102656
6519,10.1007/s11517-022-02505-3
6520,10.1101/2022.06.26.497672
6521,10.1146/annurev-biodatasci-122220-101119
6522,10.1109/tcss.2021.3063820
6523,10.1109/access.2021.3066340
6524,10.1109/access.2020.3037015
6525,10.1109/bigdata50022.2020.9378095
6526,10.1109/bigdata50022.2020.9378123
6527,10.1109/bigdata50022.2020.9378225
6528,10.1109/bigdata50022.2020.9377898
6529,10.1016/j.jbc.2022.102254
6530,10.3138/cjccj.2022-0004
6531,10.1109/bigdata50022.2020.9377810
6532,10.1016/j.econlet.2022.110827
6533,10.1007/s12525-022-00537-z
6534,10.3389/fgene.2021.707117
6535,10.1016/j.resourpol.2022.102783
6536,10.7498/aps.67.20172490
6537,10.1007/s13369-022-06747-z
6538,10.1101/gr.275224.121
6539,10.1109/icdm50108.2020.00172
6540,10.1109/icdm50108.2020.00070
6541,10.1109/icdm50108.2020.00184
6542,10.7498/aps.69.20192000
6543,10.1109/tnse.2018.2815686
6544,10.1109/gcaiot51063.2020.9345900
6545,10.1109/icdm50108.2020.00053
6546,10.1109/lwc.2018.2816649
6547,10.1039/c2mb25287b
6548,10.1126/sciadv.abm8466
6549,10.1113/jp283040
6550,10.1007/s41109-022-00501-y
6551,10.1371/journal.pone.0273610
6552,10.1109/iccc51575.2020.9345038
6553,10.1109/ist50524.2020.9345844
6554,10.1109/iccc51575.2020.9345305
6555,10.1016/j.media.2022.102480
6556,10.3390/ijerph19042167
6557,10.1016/j.physa.2022.127063
6558,10.1007/s11222-022-10082-6
6559,10.1016/j.eswa.2022.118092
6560,10.1016/j.socnet.2022.06.003
6561,10.7554/elife.66922
6562,10.1016/j.eswa.2022.117000
6563,10.1016/j.cosrev.2022.100500
6564,10.23919/jsc.2020.0004
6565,10.1016/j.envsci.2022.03.018
6566,10.1007/s00439-022-02439-8
6567,10.1140/epjds/s13688-022-00328-8
6568,10.1145/3522691
6569,10.1038/s41593-022-01041-5
6570,10.1038/s41598-022-17717-8
6571,10.1016/j.neunet.2022.08.008
6572,10.1109/saner53432.2022.00080
6573,10.1007/978-981-19-3610-4_11
6574,10.1186/s12913-022-07807-8
6575,10.1007/s11263-022-01639-z
6576,10.1016/j.neuroscience.2022.07.013
6577,10.1101/2022.08.04.502751
6578,10.1007/s11071-022-07413-7
6579,10.1109/access.2022.3192860
6580,10.1007/s13278-022-00863-2
6581,10.1108/md-07-2021-0930
6582,10.1108/jima-07-2021-0229
6583,10.1038/s41562-021-01267-6
6584,10.1109/ijcnn.2018.8489362
6585,10.1109/ijcnn.2018.8489059
6586,10.1109/ijcnn.2018.8489644
6587,10.1016/j.enpol.2022.113178
6588,10.1109/tvt.2018.2875547
6589,10.1109/wetice.2018.00034
6590,10.1109/infocom.2018.8486024
6591,10.1109/infocom.2018.8486003
6592,10.1007/s41109-022-00459-x
6593,10.1109/infocom.2018.8485916
6594,10.1109/access.2018.2877235
6595,10.1109/s.a.i.ence50533.2020.9303216
6596,10.1016/j.isci.2022.105123
6597,10.1016/j.molmet.2022.101595
6598,10.1109/access.2020.3048187
6599,10.1101/2022.04.07.487447
6600,10.1049/syb2.12043
6601,10.1109/bigmm.2018.8499455
6602,10.1145/3523227.3551478
6603,10.3390/s22041402
6604,10.1109/asonam.2018.8508543
6605,10.1109/asonam.2018.8508297
6606,10.1109/asonam.2018.8508598
6607,10.1109/asonam.2018.8508665
6608,10.1109/asonam.2018.8508252
6609,10.1109/asonam.2018.8508287
6610,10.1109/asonam.2018.8508688
6611,10.1109/asonam.2018.8508328
6612,10.1109/asonam.2018.8508730
6613,10.1109/asonam.2018.8508246
6614,10.1101/2022.08.07.502881
6615,10.1109/tnse.2020.3049068
6616,10.1073/pnas.2006436118
6617,10.1109/ssci47803.2020.9308190
6618,10.1007/s41109-021-00439-7
6619,10.12677/gser.2022.111014
6620,10.3390/math10183308
6621,10.21307/connections-2017-005
6622,10.1007/s12539-022-00536-w
6623,10.4102/lit.v43i1.1804
6624,10.4018/joeuc.300764
6625,10.1038/s41597-022-01219-3
6626,10.1109/tfuzz.2020.2980502
6627,10.23919/picmet.2018.8481777
6628,10.1086/701037
6629,10.1109/access.2020.2980304
6630,10.1086/699697
6631,10.3389/fmed.2022.903188
6632,10.1007/978-3-031-08333-4_38
6633,10.1038/s41467-022-32097-3
6634,10.3390/foods11182798
6635,10.1109/access.2020.2981649
6636,10.1016/j.gpb.2022.05.007
6637,10.1109/cyber.2018.8688056
6638,10.1101/2022.04.11.487907
6639,10.1109/access.2019.2911664
6640,10.1109/icassp.2019.8683854
6641,10.1109/icsess47205.2019.9040820
6642,10.1109/access.2020.2982227
6643,10.1109/tkde.2019.2911943
6644,10.1109/vast.2017.8585665
6645,10.1101/2022.06.03.494221
6646,10.3389/fgene.2022.820361
6647,10.1093/bioinformatics/btac478
6648,10.3390/rs14174144
6649,10.1109/iadcc.2018.8692102
6650,10.1109/isi.2018.8587339
6651,10.1109/access.2019.2911567
6652,10.1109/itme.2018.00205
6653,10.1109/escience.2018.00069
6654,10.1109/tkde.2019.2911585
6655,10.1101/2022.02.11.480077
6656,10.1109/iadcc.2018.8692108
6657,10.1038/s41467-022-28396-4
6658,10.1109/icdm.2018.00188
6659,10.1101/2022.04.05.22273167
6660,10.1038/s41598-022-18495-z
6661,10.1101/2022.06.16.496482
6662,10.1109/access.2020.3011947
6663,10.1109/tits.2019.2910548
6664,10.1109/tkde.2019.2911516
6665,10.1109/access.2019.2912804
6666,10.1109/access.2019.2912628
6667,10.1016/j.jhazmat.2022.128459
6668,10.1109/ipdpsw50202.2020.00181
6669,10.1109/tkde.2020.3012608
6670,10.1109/tsp.2018.2871383
6671,10.1101/2022.05.26.493603
6672,10.1109/tsipn.2020.3012286
6673,10.1109/tnse.2018.2871726
6674,10.3390/su14031860
6675,10.1109/octa49274.2020.9151729
6676,10.1109/tcyb.2017.2772880
6677,10.1109/access.2020.3013241
6678,10.1145/3523227.3551473
6679,10.3389/fphy.2021.795641
6680,10.1101/2022.06.16.22272431
6681,10.1109/dsmp.2018.8478505
6682,10.1016/j.ins.2022.04.028
6683,10.1101/2022.02.07.479293
6684,10.1109/access.2022.3170476
6685,10.3390/e24091274
6686,10.1073/pnas.2118210119
6687,10.1080/23745118.2022.2058754
6688,10.3389/fimmu.2022.865232
6689,10.1016/j.respol.2022.104486
6690,10.1038/s43588-022-00251-y
6691,10.1140/epjds/s13688-022-00336-8
6692,10.1016/j.energy.2022.123939
6693,10.1038/s41593-022-01073-x
6694,10.1128/aem.02522-21
6695,10.1111/1755-0998.13704
6696,10.1109/sami48414.2020.9108736
6697,10.1109/eisic49498.2019.9108898
6698,10.3917/rfs.573.0417
6699,10.1038/s41598-022-18472-6
6700,10.1016/j.jid.2021.06.010
6701,10.1109/tkde.2019.2937298
6702,10.1109/tbdata.2019.2940450
6703,10.1109/tkde.2019.2940189
6704,10.1109/hpcc-dss-smartcity-dependsys53884.2021.00295
6705,10.1109/access.2019.2942853
6706,10.1007/978-3-030-90639-9_22
6707,10.1186/s13073-021-01000-y
6708,10.1101/2022.09.22.509094
6709,10.1007/s12665-022-10252-9
6710,10.1109/it-ela52201.2021.9773702
6711,10.5209/esmp.75946
6712,10.1186/s13059-022-02622-0
6713,10.1109/micro.2018.00072
6714,10.1016/j.eswa.2022.117452
6715,10.1101/2022.05.01.22274445
6716,10.1109/ictai.2018.00068
6717,10.1007/978-3-031-17834-4_15
6718,10.3390/app12178405
6719,10.1021/acs.est.2c01040
6720,10.1109/tbdata.2017.2672672
6721,10.1162/qss_a_00193
6722,10.1038/s41598-022-11987-y
6723,10.1145/3559712.3559715
6724,10.1145/3477495.3531730
6725,10.1016/j.physa.2022.127103
6726,10.1109/access.2019.2910327
6727,10.1007/978-3-031-06764-8_41
6728,10.1038/s41380-022-01525-7
6729,10.1109/iccairo.2018.00030
6730,10.1109/besc.2018.8697251
6731,10.1177/14614448221099900
6732,10.1145/3477495.3531792
6733,10.1080/23270012.2022.2072779
6734,10.1108/ejim-05-2021-0237
6735,10.1109/tkde.2019.2914201
6736,10.7554/elife.71361
6737,10.1109/iscas.2019.8702605
6738,10.1109/icsccc.2018.8703215
6739,10.1109/skg.2018.00017
6740,10.1109/skg.2018.00015
6741,10.1145/3514221.3526137
6742,10.1186/s12859-022-04697-9
6743,10.1080/10410236.2022.2054102
6744,10.1145/3514221.3520254
6745,10.1101/2022.04.27.489712
6746,10.1101/2022.04.28.489887
6747,10.1109/bigdataservice52369.2021.00012
6748,10.1101/2022.06.08.495316
6749,10.1177/10870547221085505
6750,10.1557/s43577-022-00282-w
6751,10.1109/dsaa53316.2021.9564187
6752,10.1177/08902070221084862
6753,10.2478/njms-2022-0004
6754,10.1109/tcbb.2021.3120937
6755,10.1002/aic.17826
6756,10.1007/s10489-021-02957-4
6757,10.1016/j.apenergy.2022.118578
6758,10.1101/2022.02.04.479191
6759,10.1080/13504851.2022.2035665
6760,10.1109/ice/itmc52061.2021.9570214
6761,10.1016/j.epsr.2022.107830
6762,10.3390/fi14050147
6763,10.1109/access.2021.3124909
6764,10.1109/camsap45676.2019.9022474
6765,10.1109/icca49400.2020.9022826
6766,10.1111/mec.16536
6767,10.1093/bioadv/vbac036
6768,10.1109/nana.2019.00025
6769,10.1101/2022.02.01.478756
6770,10.1101/2022.02.02.478822
6771,10.1109/jbhi.2017.2783049
6772,10.1007/978-3-031-06685-6_5
6773,10.3389/fpsyg.2022.903760
6774,10.1109/pdcat46702.2019.00102
6775,10.3389/fgene.2022.828479
6776,10.1109/ict-dm47966.2019.9032979
6777,10.1109/hst47167.2019.9032999
6778,10.1016/j.neuroimage.2022.119323
6779,10.1101/2022.04.14.488259
6780,10.1109/tcyb.2020.2975530
6781,10.3390/knowledge2020017
6782,10.1109/gc46384.2019.00019
6783,10.1109/ijcnn52387.2021.9534233
6784,10.1109/tnse.2021.3067665
6785,10.1109/access.2021.3115258
6786,10.1109/tdsc.2021.3068307
6787,10.1142/s0129626421420020
6788,10.1109/asonam49781.2020.9381482
6789,10.1109/asonam49781.2020.9381328
6790,10.1109/asonam49781.2020.9381466
6791,10.1109/asonam49781.2020.9381296
6792,10.1109/asonam49781.2020.9381372
6793,10.1109/asonam49781.2020.9381418
6794,10.1109/asonam49781.2020.9381448
6795,10.1109/asonam49781.2020.9381313
6796,10.1109/asonam49781.2020.9381461
6797,10.1109/asonam49781.2020.9381347
6798,10.1109/asonam49781.2020.9381332
6799,10.1109/asonam49781.2020.9381417
6800,10.1109/compsac51774.2021.00157
6801,10.1109/compsac51774.2021.00115
6802,10.1109/comnetsat53002.2021.9530776
6803,10.1109/eurosp51992.2021.00035
6804,10.1007/978-3-030-90633-7_82
6805,10.1007/s11628-022-00481-0
6806,10.3389/fcell.2022.845118
6807,10.1109/icufn49451.2021.9528662
6808,10.1109/access.2019.2960574
6809,10.1109/tai.2021.3068322
