user_id,doi
501,10.3390/e21010095
502,10.1007/978-3-642-35668-1_18
503,10.1007/978-3-642-35795-4_38
504,10.1007/978-3-642-35843-2_7
505,10.1109/hpcc-smartcity-dss.2016.0012
506,10.1109/hpcc-smartcity-dss.2017.19
507,10.1109/ucc.2014.146
508,10.1109/uic-atc.2017.8397526
509,10.3390/electronics8010023
510,10.1109/hpec.2014.7040973
511,10.1109/mass.2014.77
512,10.1109/mcas.2010.937883
513,10.2139/ssrn.2268165
514,10.1016/j.swevo.2018.11.006
515,10.1016/j.swevo.2019.100629
516,10.1109/mcsi.2014.17
517,10.1109/mec.2013.6885374
518,10.1109/icacci.2015.7275617
519,10.1109/icaci.2012.6463189
520,10.1101/322271
521,10.1038/s41467-017-01189-w
522,10.1038/s41467-017-01825-5
523,10.1016/j.tcs.2014.11.026
524,10.1016/j.tcs.2020.09.036
525,10.1016/j.techfore.2013.07.004
526,10.1007/s10844-021-00654-9
527,10.1109/icassp.2013.6638196
528,10.5465/amj.2018.0048
529,10.3390/fi10100093
530,10.1109/mobserv.2015.42
531,10.1109/icawst.2013.6765503
532,10.1109/icawst.2015.7314035
533,10.1109/icbda.2017.8078744
534,10.1109/icc.2012.6364063
535,10.1007/978-3-030-05090-0_40
536,10.1109/icc.2014.6883963
537,10.1109/icc.2015.7248492
538,10.1109/icc.2016.7511156
539,10.1007/978-3-030-05411-3_14
540,10.1007/978-3-030-05411-3_15
541,10.1007/978-3-030-05411-3_19
542,10.1007/978-3-030-05411-3_21
543,10.1111/coin.12273
544,10.1007/978-3-030-85665-6_11
545,10.2139/ssrn.2635905
546,10.1007/978-3-030-06010-7_6
547,10.1145/2517088
548,10.1007/978-3-030-06222-4_9
549,10.1117/12.2050802
550,10.1145/2629511
551,10.1145/2661829.2661831
552,10.1007/978-3-030-10767-3_5
553,10.1016/j.asoc.2021.107838
554,10.1016/j.jksuci.2021.08.016
555,10.1038/s41540-018-0052-5
556,10.1007/978-3-642-37382-4_9
557,10.1145/2675133.2675163
558,10.1007/978-3-642-37450-0_25
559,10.1007/978-3-030-11286-8_3
560,10.1117/12.2177342
561,10.1145/2684197
562,10.1007/978-3-642-37832-4_23
563,10.1145/2736277.2741676
564,10.1101/620666
565,10.1371/journal.pone.0255717
566,10.1007/978-3-642-38466-0_33
567,10.2139/ssrn.2937843
568,10.1101/696252
569,10.1117/12.2302918
570,10.1162/neco_a_00673
571,10.1145/3284103.3284111
572,10.1007/978-3-642-40140-4_13
573,10.1007/978-3-030-15093-8_27
574,10.1163/1568539x-00003508
575,10.1007/978-981-16-3398-0_6
576,10.1016/j.eswa.2021.115956
577,10.1101/2021.08.16.456539
578,10.1007/s10660-019-09395-y
579,10.3354/esr00976
580,10.1140/epjs/s11734-021-00269-9
581,10.1097/md.0000000000025909
582,10.1016/j.jjimei.2021.100030
583,10.1007/s12652-021-03374-8
584,10.1101/2020.02.26.966432
585,10.1016/j.ins.2021.08.031
586,10.1101/2020.03.05.978585
587,10.1038/s41598-021-93921-2
588,10.1007/978-981-32-9585-8_13
589,10.3390/info7010017
590,10.1007/s41109-019-0210-8
591,10.1007/s41109-019-0232-2
592,10.1007/s41109-019-0238-9
593,10.1007/s41109-019-0241-1
594,10.1007/978-3-030-81484-7_8
595,10.1002/int.22673
596,10.1145/3460418.3480412
597,10.1155/2019/6946189
598,10.1142/s0129183121501369
599,10.1142/s0129183121501230
600,10.1101/2021.03.03.433745
601,10.1145/3295500.3356206
602,10.1145/2971648.2971652
603,10.1145/2740908.2744715
604,10.1007/s00607-020-00836-3
605,10.1145/2807591.2807668
606,10.1145/2808797.2808825
607,10.1145/2808797.2808826
608,10.1145/2808797.2808866
609,10.1145/2808797.2808903
610,10.1145/2808797.2808923
611,10.1371/journal.pone.0214868
612,10.1007/s10479-017-2553-9
613,10.1145/2818185
614,10.1007/s10479-019-03372-2
615,10.1145/2851613.2851809
616,10.1145/2872427.2882972
617,10.1145/2872518.2890514
618,10.1007/978-3-030-37309-2_9
619,10.1145/2882903.2882938
620,10.1145/2882903.2899386
621,10.3389/fbioe.2019.00306
622,10.1145/2925995.2926011
623,10.1145/2939672.2939862
624,10.1155/2020/9017239
625,10.1145/2980523.2980527
626,10.1080/02533839.2015.1047800
627,10.1145/2994620.2994624
628,10.1145/2998476.2998486
629,10.1145/3007748.3018285
630,10.1007/978-3-030-18576-3_31
631,10.1007/978-3-030-18579-4_37
632,10.1287/isre.2019.0899
633,10.1177/0165551515592599
634,10.1145/3035918.3035943
635,10.1007/978-3-030-19759-9_2
636,10.1145/3078714.3078738
637,10.1007/s10489-017-0948-6
638,10.1007/978-3-319-45559-4_13
639,10.1007/s10489-018-1321-0
640,10.1007/s10489-018-1386-9
641,10.1145/3089871.3089879
642,10.1007/978-3-030-20257-6_35
643,10.1155/2021/9986895
644,10.1007/978-3-319-45817-5_10
645,10.1111/itor.12854
646,10.1145/3106426.3106477
647,10.1145/3110025.3110052
648,10.1145/3110025.3110053
649,10.1145/3110025.3110125
650,10.1145/3110025.3116193
651,10.1145/3132847.3132960
652,10.1145/3136273.3136297
653,10.1142/s0129183119501043
654,10.1142/s0129183120500710
655,10.1103/physreve.102.042304
656,10.23940/ijpe.21.01.p6.6073
657,10.1145/3171592.3171600
658,10.1145/3178876.3186177
659,10.2166/hydro.2015.146
660,10.1145/3184558.3191564
661,10.1145/3193077.3193086
662,10.1145/3206157.3206167
663,10.1145/3209542.3209549
664,10.1145/2851496
665,10.1145/3232116.3232137
666,10.1145/3233547.3233703
667,10.1007/978-3-030-24318-0_66
668,10.1145/3270101.3270109
669,10.1080/24751839.2020.1829387
670,10.1145/3274662
671,10.1007/978-3-319-46675-0_19
672,10.1145/3291045
673,10.1145/3292500.3330882
674,10.1145/3292500.3330893
675,10.1007/978-3-319-47121-1_13
