user_id,doi
1601,10.1109/cluster.2018.00056
1602,10.1109/icmcce.2018.00139
1603,10.1109/tkde.2019.2938173
1604,10.1109/icse.2019.00085
1605,10.1109/icsai53574.2021.9664202
1606,10.1109/snams52053.2020.9336578
1607,10.1109/tcss.2021.3054115
1608,10.1109/tcbb.2020.3038815
1609,10.1007/s00357-022-09416-w
1610,10.1109/sibgrapi51738.2020.00034
1611,10.1109/icee50131.2020.9260792
1612,10.1016/j.knosys.2022.109495
1613,10.1103/physrevresearch.4.043117
1614,10.3390/math10203805
1615,10.1007/s00607-022-01131-z
1616,10.1101/2020.09.15.298612
1617,10.1145/3511808.3557309
1618,10.1109/jsen.2021.3129200
1619,10.1109/icict48043.2020.9112563
1620,10.1109/jstsp.2020.3001516
1621,10.1109/iccss48103.2019.9115455
1622,10.1109/tpds.2020.3002150
1623,10.1109/tpds.2020.3001645
1624,10.1109/comsnets51098.2021.9352856
1625,10.1107/s2059798320001679
1626,10.1109/tkde.2018.2866424
1627,10.1109/access.2020.3018941
1628,10.1145/3485447.3512016
1629,10.1093/pnasnexus/pgac207
1630,10.1109/jsyst.2021.3065378
1631,10.1007/s41060-022-00314-3
1632,10.1109/bibm.2018.8621559
1633,10.1109/hpcc/smartcity/dss.2018.00077
1634,10.1109/idap.2018.8620850
1635,10.1109/access.2019.2899582
1636,10.1007/978-1-0716-0904-0_4
1637,10.1109/tcsii.2021.3063303
1638,10.1109/icecce52056.2021.9514069
1639,10.1080/13662716.2021.2007758
1640,10.1155/2022/1172186
1641,10.1016/j.mlwa.2021.100086
1642,10.1016/j.ins.2022.03.012
1643,10.1016/j.eswa.2022.117822
1644,10.1155/2022/2072950
1645,10.1007/978-3-030-91434-9_23
1646,10.1007/s11276-022-03073-y
1647,10.1111/coin.12561
1648,10.1109/tcss.2018.2831694
1649,10.1109/access.2020.3041472
1650,10.1109/jas.2022.105455
1651,10.1109/icdis.2018.00040
1652,10.1109/icdis.2018.00016
1653,10.1109/icbda.2018.8367727
1654,10.1109/icccnt49239.2020.9225271
1655,10.1109/bicits51482.2021.9509873
1656,10.1109/itaic.2019.8785854
1657,10.3389/fpls.2021.668623
1658,10.1109/icecct52121.2021.9616716
1659,10.1109/cscwd.2019.8791908
1660,10.1109/ic2e.2019.00-11
1661,10.1109/ice.2019.8792632
1662,10.1109/lsp.2020.3044259
1663,10.1109/icccbda.2017.7951954
1664,10.1109/access.2020.3005573
1665,10.1109/access.2020.3005195
1666,10.1109/access.2020.3006029
1667,10.1109/tsmc.2020.3003019
1668,10.1109/iske54062.2021.9755358
1669,10.1109/iske54062.2021.9755324
1670,10.1109/access.2022.3168714
1671,10.1109/icpics50287.2020.9202038
1672,10.1002/asmb.2618
1673,10.1109/icds53782.2021.9626716
1674,10.1016/j.ins.2022.11.101
1675,10.1007/s13369-021-05682-9
1676,10.1016/j.amc.2021.126435
1677,10.1007/978-3-030-83620-7_16
1678,10.1007/s40314-022-01835-0
1679,10.1007/978-981-19-8350-4_8
1680,10.1002/int.22759
1681,10.1080/20964471.2021.1899578
1682,10.1007/s00477-020-01952-4
1683,10.3390/app10144835
1684,10.1142/s0217984921501645
1685,10.3389/fphy.2021.681798
1686,10.1016/j.patrec.2021.06.024
1687,10.3390/e22121383
1688,10.3390/e23010015
1689,10.7717/peerj.10594
1690,10.1007/978-3-030-89166-4_7
1691,10.1155/2021/8848566
1692,10.7717/peerj-cs.439
1693,10.7717/peerj-cs.600
1694,10.2196/preprints.26692
1695,10.1007/s13278-021-00798-0
1696,10.14778/3476249.3476282
1697,10.1007/s10489-020-02052-0
1698,10.1007/s10489-021-02287-5
1699,10.1007/978-981-16-1295-4_37
1700,10.1007/s10489-021-02779-4
1701,10.3390/computers10050062
1702,10.1186/s40649-021-00101-3
1703,10.1101/2021.10.08.463718
1704,10.1080/2474736x.2021.1932532
1705,10.23919/ccc52363.2021.9550096
1706,10.1007/s13278-021-00804-5
1707,10.1101/2021.01.25.428115
1708,10.1145/3461339
1709,10.1140/epjds/s13688-021-00289-4
1710,10.1109/icde53745.2022.00090
1711,10.1109/icde53745.2022.00220
1712,10.7717/peerj.8966
1713,10.1109/icde53745.2022.00242
1714,10.1109/latincom48065.2019.8937936
1715,10.1007/s13278-020-00641-y
1716,10.1088/1742-6596/1601/3/032006
1717,10.1108/ijwis-06-2019-0030
1718,10.1007/978-3-030-60245-1_43
1719,10.1007/978-3-030-61244-3_11
1720,10.1007/978-3-030-61380-8_22
1721,10.3389/fphy.2020.574770
1722,10.3390/e23050497
1723,10.14778/3447689.3447708
1724,10.1145/3047009
1725,10.1145/2775108
1726,10.1109/jsen.2021.3102488
1727,10.1109/conit51480.2021.9498401
1728,10.1109/jsen.2021.3102683
1729,10.1109/tcss.2021.3093038
1730,10.1007/978-981-16-2102-4_67
1731,10.1108/ijwis-01-2017-0006
1732,10.1145/3571808
1733,10.1145/3223048
1734,10.3390/e22040425
1735,10.1145/3394486.3403045
1736,10.1145/3397191
1737,10.1145/3373760
1738,10.1145/3379347
1739,10.1080/24751839.2021.1987076
1740,10.1109/cec45853.2021.9504842
1741,10.1109/cec45853.2021.9504766
1742,10.1109/ispa-bdcloud-socialcom-sustaincom51426.2020.00228
1743,10.1109/tmm.2019.2891417
1744,10.1109/wi.2018.0-102
1745,10.1109/jiot.2019.2893625
1746,10.1111/exsy.12921
1747,10.1109/sp40001.2021.9796062
1748,10.1093/bib/bbac229
1749,10.1049/trit.2019.0040
1750,10.1145/3366424.3382673
1751,10.1109/iri.2019.00055
1752,10.1109/icnisc.2017.00056
1753,10.1142/s0217984921500366
1754,10.1109/tsmc.2021.3070902
1755,10.1109/tsmc.2017.2726547
1756,10.1109/tifs.2018.2806891
1757,10.1109/access.2018.2884447
1758,10.1109/icacci.2018.8554789
1759,10.1109/snams.2018.8554525
1760,10.1145/2953883
1761,10.1109/tcss.2019.2956957
1762,10.1109/ddp.2019.00014
1763,10.1007/s10489-021-02266-w
1764,10.1145/3484730
1765,10.1155/2021/1772407
1766,10.1017/s1351324922000274
1767,10.1016/j.oceaneng.2021.108648
1768,10.1109/icde51399.2021.00290
1769,10.1142/s1793830921501457
1770,10.1109/csci.2017.150
1771,10.1109/access.2018.2873675
1772,10.1109/infocomtech.2017.8340627
1773,10.1109/ciss50987.2021.9400314
1774,10.1109/tsmc.2021.3066545
1775,10.1145/2898362
1776,10.1002/int.22384
1777,10.1016/j.is.2022.102092
1778,10.1155/2021/5582341
1779,10.1007/978-3-319-99626-4_28
1780,10.1155/2022/1047898
1781,10.1109/icpads47876.2019.00121
1782,10.1109/tcss.2019.2963247
1783,10.1016/j.net.2020.01.033
1784,10.1016/j.neucom.2014.04.087
1785,10.3390/jcm8050664
1786,10.1016/j.neucom.2016.11.053
1787,10.1109/icccbda.2018.8386549
1788,10.1109/icccn.2017.8038442
1789,10.1016/j.neucom.2014.04.074
1790,10.1016/j.neucom.2014.04.084
1791,10.1016/j.neucom.2015.11.091
1792,10.1016/j.neucom.2015.11.125
1793,10.1016/j.neucom.2015.04.093
1794,10.1016/j.neucom.2015.09.070
1795,10.1016/j.neucom.2015.10.142
1796,10.1016/j.neucom.2016.01.109
1797,10.1016/j.neucom.2018.03.065
1798,10.1016/j.neucom.2019.01.009
1799,10.1016/j.neucom.2019.06.020
