user_doi,doi
3174,10.1080/14498596.2020.1791271
3175,10.1007/s12204-019-2041-2
3176,10.1177/1748006x17751516
3177,10.1007/978-981-13-8406-6_20
3178,10.1007/978-3-319-58895-7_26
3179,10.1007/978-3-319-58895-7_29
3180,10.1007/978-3-211-93971-0_26
3181,10.1007/978-3-319-59081-3_53
3182,10.1016/j.ijinfomgt.2020.102307
3183,10.1007/978-3-319-00035-0_36
3184,10.1007/978-3-319-00035-0_7
3185,10.1007/978-3-319-00110-4_2
3186,10.1145/3340964.3340966
3187,10.1007/978-3-319-00372-6_7
3188,10.1201/b11429-22
3189,10.1007/978-3-319-00395-5_96
3190,10.5018/economics-ejournal.ja.2013-17
3191,10.1007/978-3-319-59480-4_42
3192,10.1007/978-3-319-59536-8_36
3193,10.1002/cae.22212
3194,10.1007/s11432-011-4319-3
3195,10.1007/s11432-011-4407-4
3196,10.5028/jatm.v11.1033
3197,10.1007/s00607-014-0401-1
3198,10.1007/s00607-014-0433-6
3199,10.1007/s00607-015-0453-x
3200,10.1007/s11432-013-4930-6
3201,10.1007/s00607-018-0684-8
3202,10.1007/s00607-019-00705-8
3203,10.1007/s11432-014-5067-y
3204,10.1007/s11432-015-0899-6
3205,10.1201/b11644-18
3206,10.1101/509653
3207,10.1007/s10980-006-9015-0
3208,10.1101/519660
3209,10.5334/jcaa.37
3210,10.1007/978-3-319-60000-0_2
3211,10.1007/978-3-319-60000-0_3
3212,10.1007/978-3-319-60000-0_5
3213,10.1007/s11280-020-00788-w
3214,10.1201/b12043-21
3215,10.1007/s10980-013-9980-z
3216,10.1145/2992785
3217,10.1145/2996197
3218,10.1007/s10980-016-0445-z
3219,10.1007/s10980-017-0557-0
3220,10.1016/j.isci.2021.102365
3221,10.1088/1741-2552/ab9064
3222,10.1007/s11434-007-0454-z
3223,10.1038/s41559-020-01312-z
3224,10.1007/978-3-319-60717-7_4
3225,10.1007/s11434-010-4086-3
3226,10.1002/bse.2813
3227,10.1007/s11434-011-4756-9
3228,10.1007/s10586-017-0743-5
3229,10.1007/s11434-012-5142-y
3230,10.1007/s10586-017-0963-8
3231,10.1007/s10586-017-1610-0
3232,10.1007/s10586-018-2402-x
3233,10.1007/978-981-15-4569-6_4
3234,10.1080/03088839.2013.782442
3235,10.1007/s10586-018-2580-6
3236,10.1080/03088839.2014.960022
3237,10.1201/b13101-9
3238,10.1007/s10587-013-0044-y
3239,10.1007/s10587-016-0298-2
3240,10.1007/s10994-010-5214-7
3241,10.1007/s10588-019-09294-5
3242,10.1007/s10994-015-5539-3
3243,10.1088/1674-1056/17/5/028
3244,10.1088/1674-1056/18/2/022
3245,10.3390/su12083337
3246,10.1088/1674-1056/19/2/020501
3247,10.18178/lnit.3.1.1-7
3248,10.1063/1.5130523
3249,10.1088/1674-1056/20/1/018902
3250,10.1088/1674-1056/20/4/040511
3251,10.1103/physreve.102.052306
3252,10.1088/1674-1056/20/9/098901
3253,10.1088/1674-1056/21/2/028904
3254,10.1007/s11467-008-0027-x
3255,10.1088/1674-1056/22/10/108903
3256,10.1137/19m1279812
3257,10.1137/19m1288772
3258,10.1007/s11467-017-0657-y
3259,10.1088/1674-1056/22/5/058903
3260,10.1093/jigpal/jzx043
3261,10.1080/1369118x.2020.1803946
3262,10.1088/1674-1056/23/11/118903
3263,10.1002/cpe.6141
3264,10.1093/bioinformatics/btab047
3265,10.1088/1674-1056/23/9/098902
3266,10.1007/978-3-319-72150-7_47
3267,10.1007/978-3-540-30577-4_14
3268,10.1007/978-3-540-30577-4_20
3269,10.1088/1674-1056/25/6/068901
3270,10.1007/978-3-319-61542-4_20
3271,10.1088/1674-1056/26/12/128901
3272,10.1186/s12889-019-6797-y
3273,10.1088/1674-1056/27/10/100504
3274,10.1111/gec3.12502
3275,10.1128/msphere.00162-21
3276,10.1101/2020.10.07.330027
3277,10.1007/s11042-020-09993-1
3278,10.1101/2020.10.08.331017
3279,10.1007/978-3-030-58150-3_47
3280,10.1029/2020jc016416
3281,10.1007/978-3-030-58799-4_48
3282,10.1007/978-3-030-58799-4_74
3283,10.1101/2020.10.17.20214312
3284,10.1007/s10614-016-9625-9
3285,10.1177/0885412221999415
3286,10.1007/s10614-017-9731-3
3287,10.3389/fnhum.2020.00346
3288,10.1002/widm.1393
3289,10.1080/00273171.2017.1391682
3290,10.1080/00273171.2019.1640103
3291,10.1527/tjsai.b-h42
3292,10.3390/a14060162
3293,10.1108/mrr-05-2020-0258
3294,10.1007/978-3-319-63537-8_9
3295,10.1007/s10618-009-0140-7
3296,10.1007/s10618-011-0224-z
3297,10.1007/s10618-012-0255-0
3298,10.1007/s10618-012-0260-3
3299,10.1007/s10618-012-0263-0
3300,10.1007/s10618-013-0335-9
3301,10.1007/s10618-014-0365-y
3302,10.1007/s10618-015-0405-2
3303,10.1007/s10618-017-0517-y
3304,10.1007/s10618-017-0525-y
3305,10.1007/s10618-017-0528-8
3306,10.1007/s10619-014-7170-x
3307,10.1111/bdi.12870
3308,10.1145/3035967
3309,10.1371/journal.pone.0233879
3310,10.1007/978-3-319-64000-6_2
3311,10.1007/978-3-319-64167-6_3
3312,10.1145/3372923.3404788
3313,10.1145/3372923.3404799
3314,10.1177/1948550617733519
3315,10.1007/978-3-319-64468-4_7
3316,10.1007/978-981-15-3707-3_26
3317,10.1007/978-3-662-53443-4_10
3318,10.1101/2020.01.28.922757
3319,10.1101/2020.01.28.923730
3320,10.1088/1742-5468/2004/10/p10012
3321,10.1088/1742-5468/2005/02/p02001
3322,10.1088/1742-5468/2005/09/p09008
3323,10.1088/1742-5468/2006/08/p08007
3324,10.1088/1742-5468/2006/09/p09014
3325,10.1088/1742-5468/2006/11/p11010
3326,10.1088/1742-5468/2007/01/p01014
3327,10.1088/1742-5468/2007/06/p06016
3328,10.1088/1742-5468/2007/08/l08001
3329,10.1088/1742-5468/2007/08/p08014
3330,10.1088/1742-5468/2007/09/p09020
3331,10.1088/1742-5468/2008/05/p05001
3332,10.1088/1742-5468/2008/08/p08007
3333,10.1088/1742-5468/2008/10/p10008
3334,10.1093/isq/sqab037
3335,10.1088/1742-5468/2009/03/p03024
3336,10.1101/2020.02.06.935783
3337,10.1088/1742-5468/2009/07/p07042
3338,10.1088/1742-5468/2009/07/p07043
3339,10.1088/1742-5468/2009/08/l08004
3340,10.1088/1742-5468/2009/10/p10018
3341,10.1088/1742-5468/2009/11/p11013
3342,10.1088/1742-5468/2010/03/p03013
3343,10.1088/1742-5468/2010/04/p04024
3344,10.1088/1742-5468/2010/04/p04028
3345,10.1088/1742-5468/2010/08/p08012
3346,10.1088/1742-5468/2010/10/p10020
3347,10.1088/1742-5468/2010/12/p12030
3348,10.1088/1742-5468/2011/02/p02017
3349,10.1088/1742-5468/2011/05/p05012
3350,10.1088/1742-5468/2011/05/p05031
3351,10.1088/1742-5468/2011/08/p08009
3352,10.1088/1742-5468/2012/02/p02012
3353,10.1088/1742-5468/2012/04/p04011
3354,10.1088/1742-5468/2012/09/p09008
3355,10.1088/1742-5468/2012/10/p10015
3356,10.1088/1742-5468/2012/11/p11018
3357,10.1088/1742-5468/2012/12/p12021
3358,10.1088/1742-5468/2013/06/p06010
3359,10.1088/1742-5468/2013/09/p09013
3360,10.1101/2020.02.14.948885
3361,10.1088/1742-5468/2014/03/p03013
3362,10.1088/1742-5468/2014/03/p03021
3363,10.1016/j.compbiomed.2021.104557
3364,10.1088/1742-5468/2014/11/p11035
3365,10.1088/1742-5468/2015/01/p01001
3366,10.1007/978-3-319-65551-2_50
3367,10.1088/1742-5468/2015/03/p03009
3368,10.1088/1742-5468/2015/05/p05017
3369,10.1088/1742-5468/2015/10/p10004
3370,10.1088/1742-5468/2015/11/p11006
3371,10.1088/1742-5468/2016/03/033403
3372,10.1088/1742-5468/2016/03/033405
3373,10.1088/1742-5468/2016/05/053301
3374,10.1088/1742-5468/2016/08/083202
3375,10.1088/1742-5468/2016/09/093403
3376,10.1088/1742-5468/2017/1/013401
3377,10.1088/1742-5468/aa64f9
3378,10.1088/1742-5468/aa6581
3379,10.1088/1742-5468/aa6b2c
3380,10.1088/1742-5468/aa819c
3381,10.1088/1742-5468/aa85ba
3382,10.1088/1742-5468/aabfc8
3383,10.1007/978-3-030-59051-2_25
3384,10.1088/1742-5468/ab00eb
3385,10.1088/1742-5468/ab16c5
3386,10.1007/978-3-319-65993-0_7
3387,10.1007/978-3-319-66158-2_31
3388,10.1007/978-3-319-66263-3_5
3389,10.1007/978-3-030-34407-8_2
3390,10.1098/rsif.2020.0608
3391,10.1088/1742-6596/1069/1/012051
3392,10.1088/1742-6596/1069/1/012123
3393,10.1088/1742-6596/1069/1/012124
3394,10.1007/s00607-021-00966-2
3395,10.1007/978-3-319-01264-3_2
3396,10.1007/978-3-030-34980-6_29
3397,10.1007/978-3-030-34986-8_16
3398,10.1007/978-3-319-66808-6_4
3399,10.1007/978-3-319-66854-3_19
3400,10.1007/978-3-319-67180-2_20
3401,10.1007/978-3-319-67217-5_6
3402,10.1186/s12918-017-0493-2
3403,10.1890/08-0174.1
3404,10.1145/2854158
3405,10.1002/aic.16965
3406,10.1177/2056305117691545
3407,10.1177/2056305118760807
3408,10.1007/978-3-319-67810-8_6
3409,10.1177/0894439319858679
3410,10.1007/s11192-020-03555-w
3411,10.1007/s11625-021-01005-x
3412,10.1007/s11192-020-03602-6
3413,10.1007/s00442-021-04953-4
3414,10.1007/s11036-017-0811-3
3415,10.1080/00343404.2011.622745
3416,10.1007/s11036-017-0883-0
3417,10.1101/2020.04.03.023887
3418,10.1007/978-981-15-9700-8_1
3419,10.1007/978-981-15-9700-8_3
3420,10.1016/j.ins.2021.05.027
3421,10.1016/j.ins.2021.06.090
3422,10.1007/978-3-319-68282-2_7
3423,10.1007/s11042-010-0605-0
3424,10.1038/s41467-020-19567-2
3425,10.1890/13-0977.1
3426,10.1890/13-1424.1
3427,10.1007/978-3-319-68612-7_48
3428,10.1890/13-2229.1
3429,10.3389/fpsyg.2021.647348
3430,10.1145/3332932
3431,10.1007/s11042-015-2976-8
3432,10.1371/journal.pone.0224383
3433,10.3233/his-190260
3434,10.1201/b17370-9
3435,10.1890/15-0934
3436,10.1201/b17409-15
3437,10.1201/b17409-17
3438,10.1890/15-1735.1
3439,10.3233/ida-160824
3440,10.3233/ida-173414
3441,10.3233/ida-173561
3442,10.1101/2020.08.18.253427
3443,10.1007/s12351-011-0115-5
3444,10.1007/978-3-319-69005-6_31
3445,10.3233/ifs-151974
3446,10.1080/00343404.2014.923093
3447,10.1088/1742-6596/170/1/012033
3448,10.1007/s00778-017-0482-5
3449,10.1111/jcpp.13685
3450,10.1007/s00778-018-0498-5
3451,10.1007/s00778-019-00541-4
3452,10.1007/s00778-019-00556-x
3453,10.1007/s00779-013-0656-0
3454,10.1007/s10657-018-9591-x
3455,10.1007/s11042-018-6061-y
3456,10.1101/2020.08.23.263541
3457,10.1007/s00779-016-0983-z
3458,10.1371/journal.pone.0223040
3459,10.1007/s00779-019-01208-1
3460,10.1201/b17645-12
3461,10.17093/alphanumeric.688660
3462,10.1101/2020.08.26.268359
3463,10.1186/s12936-016-1315-5
3464,10.1007/s11042-018-7125-8
3465,10.1088/1742-6596/221/1/012012
3466,10.1088/1742-6596/221/1/012013
3467,10.1007/s11590-013-0621-x
3468,10.1007/s11590-014-0818-7
3469,10.1016/j.swevo.2021.100885
3470,10.1007/s11042-019-7472-0
3471,10.1080/13683500.2021.1874890
3472,10.1007/978-3-030-77091-4_7
3473,10.1038/s41598-020-75741-y
3474,10.1152/ajpendo.00670.2006
3475,10.3233/jad-170449
3476,10.1007/978-3-030-77246-8_19
3477,10.1088/1742-6596/297/1/012002
3478,10.1145/3377811.3380376
3479,10.3390/v12090931
3480,10.1088/1742-6596/304/1/012051
3481,10.1007/s10660-016-9233-8
3482,10.1007/s11047-014-9444-7
3483,10.1007/s11047-015-9529-y
3484,10.1007/978-3-319-70093-9_10
3485,10.1177/2321022214522742
3486,10.1142/s0217984920504084
3487,10.1142/s0217984920504345
3488,10.3233/jifs-161613
3489,10.3233/jifs-169171
3490,10.3233/jifs-169214
3491,10.3233/jifs-169242
3492,10.1007/978-981-15-4944-1_2
3493,10.1007/978-981-15-4944-1_7
3494,10.1007/978-981-15-4944-1_9
3495,10.1088/1742-6596/410/1/012103
3496,10.1007/978-981-15-4944-1_6
3497,10.1093/bib/bbaa005
3498,10.3233/jifs-17682
3499,10.1155/2020/7096230
3500,10.3233/jifs-190276
