user_doi,doi
501,10.1016/j.physa.2016.07.020
502,10.1016/j.physa.2016.12.038
503,10.1007/978-981-10-2338-5_50
504,10.1016/j.physa.2017.06.002
505,10.1016/j.physa.2017.08.090
506,10.1016/j.physa.2017.09.075
507,10.1016/j.physa.2017.10.018
508,10.1038/ncomms11062
509,10.1016/j.physa.2017.11.077
510,10.1016/j.physa.2018.04.006
511,10.1016/j.physa.2018.05.049
512,10.1016/j.physa.2018.08.110
513,10.1016/j.physa.2018.09.086
514,10.1109/icsmc.2008.4811408
515,10.1016/j.physa.2018.12.024
516,10.1126/science.1217330
517,10.1016/j.physa.2019.123075
518,10.1016/j.physa.2006.08.059
519,10.1016/j.physa.2006.11.086
520,10.1016/j.physa.2007.05.031
521,10.1109/icsmc.2011.6084223
522,10.1007/978-981-10-2672-0_33
523,10.1016/j.physa.2008.07.019
524,10.1016/j.physa.2008.08.029
525,10.1108/s1477-407020160000011012
526,10.1016/j.physa.2008.12.014
527,10.1126/science.1227833
528,10.1016/j.physa.2009.06.034
529,10.1109/icsmc.2012.6378010
530,10.1016/j.physa.2009.07.030
531,10.1016/j.physa.2010.02.014
532,10.1016/j.physa.2010.03.006
533,10.1016/j.physa.2011.01.005
534,10.1016/j.physa.2011.07.057
535,10.1016/j.physa.2011.08.043
536,10.1016/j.physa.2011.08.064
537,10.1016/j.physa.2012.05.006
538,10.1016/j.physa.2012.07.007
539,10.1016/j.physa.2013.03.029
540,10.1016/j.physa.2013.06.056
541,10.1016/j.physa.2013.07.063
542,10.1016/j.physa.2013.09.004
543,10.1016/j.physa.2013.12.003
544,10.1016/j.physa.2014.01.043
545,10.1016/j.physa.2014.04.001
546,10.1109/icsp.2016.7878143
547,10.1111/nph.15366
548,10.1073/pnas.1706597114
549,10.1109/icspcc.2011.6061816
550,10.1109/icspcc.2011.6061817
551,10.1016/j.physa.2015.02.069
552,10.1016/j.physa.2015.03.043
553,10.1016/j.physa.2015.05.047
554,10.1016/j.physa.2015.06.015
555,10.1007/s40844-018-0111-z
556,10.1109/aiccsa.2016.7945696
557,10.1016/j.physa.2016.11.108
558,10.1109/aici.2010.265
559,10.1093/aje/kwv034
560,10.1016/j.physa.2017.05.006
561,10.1016/j.physa.2017.07.028
562,10.1016/j.physa.2017.08.025
563,10.1155/2016/9850927
564,10.1007/978-981-10-2993-6_5
565,10.1016/j.physa.2017.11.089
566,10.1109/icsps.2009.108
567,10.1016/j.physa.2018.01.002
568,10.1016/j.physa.2018.01.025
569,10.1016/j.physd.2006.09.029
570,10.1016/j.physa.2018.02.130
571,10.1007/978-3-030-58211-1_9
572,10.1016/j.physa.2018.03.033
573,10.1016/j.physa.2018.04.036
574,10.1016/j.physd.2009.03.015
575,10.1093/nar/gkm119
576,10.1155/2017/1278932
577,10.1109/icsse.2012.6257194
578,10.1073/pnas.1712928114
579,10.1108/s1521-613620190000024006
580,10.1073/pnas.1713019115
581,10.1016/j.physa.2019.121765
582,10.1109/aim.2013.6584141
583,10.1155/2017/1496104
584,10.1016/j.physa.2020.125420
585,10.1016/j.physa.2020.125486
586,10.1007/978-981-10-3274-5_18
587,10.1007/978-981-10-3322-3_3
588,10.1109/icsssm.2015.7170331
589,10.1109/aimsec.2011.6011445
590,10.1142/s0218213020500025
591,10.1007/978-981-10-3614-9_5
592,10.1109/aina.2013.47
593,10.1016/j.physd.2006.09.009
594,10.1016/j.physd.2007.04.008
595,10.1109/aina.2018.00072
596,10.1016/j.physleta.2005.09.081
597,10.1109/aisp.2012.6313748
598,10.1109/aisp.2015.7123536
599,10.1109/allerton.2009.5394890
600,10.1016/j.physleta.2009.02.063
601,10.1016/j.physleta.2010.05.072
602,10.1109/ictai.2008.103
603,10.1002/dac.2702
604,10.1109/allerton.2015.7447159
605,10.1109/ictai.2009.58
606,10.1111/ecog.02596
607,10.1109/ictai.2010.23
608,10.1109/ictai.2011.140
609,10.1109/ictai.2011.83
610,10.1109/ictai.2012.61
611,10.1109/ictai.2013.26
612,10.1109/ictai.2014.60
613,10.1109/ictai.2014.77
614,10.1109/ictai.2015.69
615,10.1111/ecog.03443
616,10.1109/ictai.2016.0092
617,10.1109/ictai.2016.0095
618,10.1093/imamat/hxz028
619,10.1002/int.21594
620,10.1007/s11227-019-03018-x
621,10.1007/s11227-019-03056-5
622,10.1109/anthology.2013.6784798
623,10.1111/nyas.13656
624,10.1093/nar/gkr1103
625,10.3390/info11010053
626,10.1155/2017/3530723
627,10.1007/978-3-030-59955-3_5
628,10.1016/j.physleta.2012.08.038
629,10.1016/j.physleta.2019.01.022
630,10.1016/j.physleta.2019.05.005
631,10.1145/3377170.3377240
632,10.1155/2017/4143638
633,10.1007/s41019-017-0034-4
634,10.1016/j.physd.2006.09.008
635,10.1016/j.physleta.2020.127099
636,10.1145/3378537
637,10.1016/j.physleta.2014.08.026
638,10.1016/j.physleta.2017.06.018
639,10.1016/j.physleta.2018.05.044
640,10.1007/s41060-016-0017-y
641,10.1007/s41060-017-0089-3
642,10.1109/icufn.2009.5174304
643,10.1111/een.12229
644,10.1038/ncomms12031
645,10.1155/2017/4940827
646,10.1007/978-981-10-5230-9_52
647,10.1109/icvgip.2008.103
648,10.1007/s41066-019-00195-1
649,10.1016/j.physleta.2009.02.004
650,10.1007/978-0-387-44641-7_61
651,10.1093/nar/gkt439
652,10.1155/2017/5632374
653,10.1007/s41109-016-0001-4
654,10.1007/s41109-016-0007-y
655,10.1109/icwr.2017.7959298
656,10.1007/s41109-016-0020-1
657,10.1007/s41109-017-0023-6
658,10.1007/s41109-017-0053-0
659,10.1007/s41109-018-0063-6
660,10.1007/s41109-018-0069-0
661,10.1007/s41109-018-0096-x
662,10.1007/s41109-018-0102-3
663,10.1007/s41109-019-0113-8
664,10.1007/s41109-019-0114-7
665,10.1007/s41109-019-0117-4
666,10.1007/s41109-019-0125-4
667,10.1007/s41109-019-0126-3
668,10.1007/s41109-019-0128-1
669,10.1007/s41109-019-0137-0
670,10.1109/icws.2013.14
671,10.1007/s41109-019-0155-y
672,10.1007/s41109-019-0165-9
673,10.1016/j.physleta.2014.09.004
674,10.1016/j.physrep.2016.09.002
675,10.1109/idaacs.2013.6662690
676,10.1016/j.physrep.2019.04.001
677,10.1109/apnoms.2017.8094127
678,10.1111/oik.01668
679,10.1109/idap.2017.8090293
680,10.1108/tg-03-2018-0022
681,10.1073/pnas.1802976116
682,10.1007/978-981-10-5544-7_12
683,10.1038/ncomms13812
684,10.1016/j.physrep.2013.08.002
685,10.3389/fphy.2015.00061
686,10.3389/fphy.2015.00075
687,10.1016/j.physrep.2014.07.001
688,10.1109/tasl.2007.909282
689,10.1016/j.physrep.2016.06.007
690,10.1111/oik.04166
691,10.1016/j.physrep.2016.10.006
692,10.1007/978-3-030-63007-2_19
693,10.1007/978-3-030-63095-9_11
694,10.1016/j.physrep.2019.12.004
695,10.1016/j.physrep.2020.05.004
696,10.1007/978-981-10-5780-9_6
697,10.1155/2017/6937194
698,10.1017/mor.2019.34
699,10.1007/978-3-642-42042-9_13
700,10.1016/j.physrep.2008.09.002
701,10.1016/j.physrep.2009.11.002
702,10.1093/nar/gkw1148
703,10.1109/tbcas.2013.2288155
704,10.1126/science.aal4122
705,10.1007/s11769-021-1237-1
706,10.1109/apsec.2011.33
707,10.1016/j.physrep.2015.10.008
708,10.1007/978-3-030-64843-5_16
709,10.1109/tbdata.2016.2625307
710,10.1038/ncomms1847
711,10.1007/978-3-030-65310-1_34
712,10.1007/978-3-030-65347-7_10
713,10.1126/science.aan8075
714,10.1007/978-3-030-65347-7_4
715,10.1007/978-3-030-65347-7_5
716,10.1007/978-3-030-65347-7_9
717,10.1155/2017/8362741
718,10.1109/apwc-on-cse.2016.038
719,10.1109/apweb.2010.73
720,10.1111/ejn.13392
721,10.1007/978-981-10-6602-3_12
722,10.1155/2017/8986360
723,10.1002/smj.2455
724,10.1038/ncomms3454
725,10.1080/07448481.2021.1973480
726,10.1007/978-981-10-6805-8_23
727,10.1109/ascc.2015.7244816
728,10.1109/ieem.2009.5372933
729,10.1109/ieem.2009.5372979
730,10.1007/s41870-018-0190-4
731,10.1111/ejn.14535
732,10.1109/ieem.2009.5373422
733,10.1109/ieem.2010.5674621
734,10.1109/ieem.2011.6118158
735,10.1109/ieem.2013.6962588
736,10.1109/ieem.2016.7797910
737,10.1007/978-981-10-7218-5_31
738,10.1109/asonam.2009.14
739,10.1109/asonam.2009.15
740,10.1109/asonam.2009.23
741,10.1109/asonam.2009.26
742,10.1109/asonam.2009.35
743,10.1109/asonam.2009.45
744,10.1109/asonam.2009.53
745,10.1109/asonam.2009.74
746,10.1109/asonam.2009.81
747,10.1109/asonam.2010.15
748,10.1109/asonam.2010.23
749,10.1109/asonam.2010.32
750,10.1109/asonam.2010.53
751,10.1109/asonam.2010.58
752,10.1109/asonam.2010.70
753,10.1109/asonam.2010.74
754,10.1109/asonam.2010.77
755,10.1109/asonam.2010.78
756,10.1109/asonam.2011.45
757,10.1109/asonam.2011.53
758,10.1109/asonam.2011.71
759,10.1109/asonam.2011.77
760,10.1109/asonam.2012.105
761,10.1109/asonam.2012.106
762,10.1109/asonam.2012.11
763,10.1109/asonam.2012.119
764,10.1109/asonam.2012.12
765,10.1109/asonam.2012.202
766,10.1109/asonam.2012.215
767,10.1109/asonam.2012.33
768,10.1109/asonam.2012.47
769,10.1109/asonam.2012.48
770,10.1109/asonam.2012.49
771,10.1109/asonam.2012.52
772,10.1109/asonam.2012.90
773,10.1109/asonam.2014.6921555
774,10.1109/asonam.2014.6921567
775,10.1109/asonam.2014.6921568
776,10.1109/asonam.2014.6921569
777,10.1109/asonam.2014.6921580
778,10.1109/asonam.2014.6921582
779,10.1109/asonam.2014.6921583
780,10.1109/asonam.2014.6921584
781,10.1109/asonam.2014.6921612
782,10.1109/asonam.2014.6921636
783,10.1109/asonam.2014.6921645
784,10.1109/asonam.2014.6921679
785,10.1109/asonam.2014.6921686
786,10.1109/asonam.2016.7752244
787,10.1109/asonam.2016.7752323
