user_doi,doi
6001,10.1016/j.heliyon.2022.e10721
6002,10.15407/bv2020.06.007
6003,10.1111/gean.12278
6004,10.1002/rsa.21080
6005,10.1002/ecy.3686
6006,10.1109/wcica.2012.6357897
6007,10.1109/wcica.2012.6359439
6008,10.1109/jcice56791.2022.00021
6009,10.1109/access.2018.2885120
6010,10.1109/wcica.2016.7578762
6011,10.1007/s12275-022-2363-x
6012,10.3390/urbansci6010012
6013,10.1007/s00607-022-01121-1
6014,10.1109/icbdaa.2018.8629706
6015,10.1109/icetas.2018.8629148
6016,10.1007/978-981-19-4676-9_46
6017,10.1145/2593702.2593715
6018,10.1109/tcss.2018.2887240
6019,10.1109/access.2019.2897586
6020,10.1080/19331681.2022.2056278
6021,10.7498/aps.60.118901
6022,10.7498/aps.62.140101
6023,10.7498/aps.61.148902
6024,10.1109/wetice.2014.99
6025,10.1109/wetsom.2013.6619331
6026,10.7498/aps.63.068902
6027,10.1109/whispers.2014.8077557
6028,10.1109/wi-iat.2009.346
6029,10.1109/wi-iat.2009.40
6030,10.1109/wi-iat.2010.189
6031,10.1109/wi-iat.2010.226
6032,10.1109/wi-iat.2010.288
6033,10.1109/wi-iat.2010.48
6034,10.1109/wi-iat.2011.97
6035,10.1109/wi-iat.2012.270
6036,10.1109/wi-iat.2012.51
6037,10.1109/wi-iat.2012.97
6038,10.1109/wi-iat.2014.129
6039,10.7498/aps.60.058901
6040,10.1109/wi-iat.2014.14
6041,10.1109/wi-iatw.2007.102
6042,10.1109/wi-iatw.2007.99
6043,10.1007/978-3-030-67073-3_13
6044,10.1109/wi.2007.74
6045,10.1038/s41583-022-00601-9
6046,10.1109/wicom.2007.1571
6047,10.1109/wicom.2007.1651
6048,10.1109/wicom.2007.952
6049,10.1109/wicom.2008.1280
6050,10.1109/wicom.2008.2639
6051,10.1063/1.2956982
6052,10.1109/wicom.2010.5601281
6053,10.1016/j.techfore.2022.121628
6054,10.1109/access.2020.3015752
6055,10.1109/wiiat.2008.102
6056,10.2174/2666255813999200831104857
6057,10.1109/wiiat.2008.24
6058,10.1109/wiiat.2008.250
6059,10.1109/wiiat.2008.269
6060,10.2964/jsik_2022_003
6061,10.1109/wincom.2016.7777228
6062,10.1109/wisa.2013.38
6063,10.1109/wisa.2013.58
6064,10.1109/wisa.2017.36
6065,10.1109/wism.2009.21
6066,10.1063/1.2988285
6067,10.1103/physrevfluids.7.054703
6068,10.1016/j.physa.2022.128219
6069,10.1109/wowmom.2006.107
6070,10.1109/wowmom.2010.5534915
6071,10.1109/wowmom.2012.6263683
6072,10.1109/wowmom.2013.6583393
6073,10.1109/wsc.2006.322948
6074,10.3390/genes13030480
6075,10.1109/tits.2021.3135648
6076,10.1109/yac.2017.7967381
6077,10.1063/1.3087314
6078,10.1080/00343404.2021.1925237
6079,10.1063/1.3129783
6080,10.1002/sim.9546
6081,10.1214/21-aoas1598
6082,10.1007/s10844-022-00740-6
6083,10.1145/3219819.3219852
6084,10.1007/s13278-022-00867-y
6085,10.1063/1.3184538
6086,10.17670/mped.2018.3.203
6087,10.1109/bigdataservice55688.2022.00017
6088,10.23919/fruct.2018.8588023
6089,10.1108/cr-11-2021-0165
6090,10.23919/picmet.2018.8481765
6091,10.3917/eg.471.0035
6092,10.1007/978-981-19-1256-6_16
6093,10.1007/s10207-022-00580-z
6094,10.1145/3487351.3492717
6095,10.1016/j.socnet.2022.02.008
6096,10.1016/j.physa.2022.127263
6097,10.1201/9781315120652-12
6098,10.1016/j.neuroimage.2022.119250
6099,10.1007/s11356-022-19816-5
6100,10.1109/access.2022.3199012
6101,10.1145/3555806
6102,10.1007/s11293-022-09743-8
6103,10.1016/j.seta.2021.101267
6104,10.1021/acs.jcim.0c01377
6105,10.3390/e24030365
6106,10.1016/j.physa.2022.127628
6107,10.1038/s41598-022-18649-z
6108,10.1890/09-1175.1
6109,10.1214/14-aos1208
6110,10.1214/14-aos1274
6111,10.1063/1.3357983
6112,10.1214/15-aoas834
6113,10.1214/15-aos1370
6114,10.1214/15-aos1360
6115,10.1214/16-aoas939
6116,10.1214/16-aos1447
6117,10.1214/16-ejs1163
6118,10.1214/17-aap1313
6119,10.1007/978-3-030-90639-9_22
6120,10.1101/2022.08.23.505048
6121,10.1007/s12665-022-10252-9
6122,10.1038/s41467-022-29793-5
6123,10.1063/1.3455183
6124,10.3390/sym14040833
6125,10.1016/j.uclim.2021.100909
6126,10.1021/acs.jcim.2c00240
6127,10.1002/ett.4518
6128,10.1063/1.3560932
6129,10.1080/00472778.2020.1844492
6130,10.1016/j.apenergy.2022.118578
6131,10.1080/13504851.2022.2035665
6132,10.1109/icmic.2017.8321708
6133,10.1109/access.2018.2822767
6134,10.1109/comsnets.2018.8328287
6135,10.1109/iciicii.2017.80
6136,10.1109/tnse.2018.2821598
6137,10.1007/s13369-021-05664-x
6138,10.1162/artl_a_00353
6139,10.1109/icra40945.2020.9197389
6140,10.1109/access.2020.3024580
6141,10.1063/1.3655371
6142,10.1088/1748-9326/abfb2b
6143,10.1063/1.3664403
6144,10.1063/1.3673789
6145,10.1108/scm-01-2021-0053
6146,10.1016/j.egypro.2011.12.551
6147,10.3390/bioengineering9020062
6148,10.3390/e24070894
6149,10.1080/19475683.2022.2026470
6150,10.1093/rof/rfac024
6151,10.1007/978-3-030-95903-6_10
6152,10.1111/jbl.12283
6153,10.1093/icesjms/fsab129
6154,10.1007/s12652-022-03774-4
6155,10.1007/978-3-030-95408-6_29
6156,10.1016/j.asoc.2022.108489
6157,10.1080/07391102.2021.1933594
6158,10.1155/2021/6646768
6159,10.1007/978-3-030-93904-5_93
6160,10.1063/1.4745854
6161,10.1093/schbul/sbac007
6162,10.46300/9103.2021.9.18
6163,10.1063/1.4767955
6164,10.1063/1.4771600
6165,10.1038/s41598-022-05129-7
6166,10.1002/9780470399279.ch5
6167,10.1002/9780470400531.eorms0222
6168,10.1063/1.4790830
6169,10.1063/1.4792267
6170,10.1142/s0217984921501645
6171,10.1142/s0217984921502729
6172,10.1101/2021.05.18.444742
6173,10.1016/j.pnpbp.2021.110256
6174,10.1186/s12866-021-02115-3
6175,10.3389/fphy.2021.665563
6176,10.3390/e23050497
6177,10.1016/j.patrec.2021.06.024
6178,10.1016/j.physa.2022.126931
6179,10.7717/peerj.10594
6180,10.1587/transcom.2020cqp0006
6181,10.1063/1.4816009
6182,10.3233/ida-215757
6183,10.1101/2021.07.20.452941
6184,10.1101/2021.07.29.453892
6185,10.3390/app11083697
6186,10.3390/biom11040546
6187,10.1016/j.ejor.2022.01.012
6188,10.1063/1.4886695
6189,10.1155/2022/8642443
6190,10.1007/s43538-021-00016-7
6191,10.1007/s10618-021-00809-w
6192,10.1063/1.4908014
6193,10.1063/1.4908231
6194,10.1101/2021.03.18.436040
6195,10.1007/s10489-021-02999-8
6196,10.3389/fphys.2021.801622
6197,10.2196/34548
6198,10.1145/3494563
6199,10.1007/s11634-021-00484-1
6200,10.1038/s41598-021-04037-6
6201,10.3390/a15010020
6202,10.1007/978-3-030-93179-7_7
6203,10.2147/prbm.s336740
6204,10.3917/arco.maire.2015.01.0247
6205,10.3934/fods.2021015
6206,10.1007/s42952-021-00112-w
6207,10.1007/s42979-021-00603-x
6208,10.1063/1.4952963
6209,10.1016/j.ecolind.2021.107346
6210,10.31497/zrzyxb.20201110
6211,10.1063/1.4978024
6212,10.1063/1.4979046
6213,10.1007/s10489-020-02052-0
6214,10.1007/s10489-021-02250-4
6215,10.1063/1.4990734
6216,10.1063/1.5002577
6217,10.1101/2021.01.20.427468
6218,10.3390/su13031356
6219,10.1063/1.5023719
6220,10.1038/s41598-021-88692-9
6221,10.1038/s41598-021-90498-8
6222,10.1063/1.5030894
6223,10.1214/19-sts702
6224,10.1093/comnet/cnaa047
6225,10.1089/big.2020.0133
6226,10.1063/1.5080481
6227,10.1177/19401612211015122
6228,10.1002/hbm.25337
6229,10.1101/2021.04.07.21254497
6230,10.1103/physreve.103.022316
6231,10.1002/9780470892107.ch37
6232,10.1088/1367-2630/ac0096
6233,10.1038/s41467-021-22112-4
6234,10.1068/a44136
6235,10.1068/b39042
6236,10.1002/jcc.21544
6237,10.1016/j.neunet.2021.07.012
6238,10.2140/moscow.2021.10.61
6239,10.1104/pp.109.145318
6240,10.3390/bdcc5010014
6241,10.3390/biology10010039
6242,10.1007/s11135-021-01127-5
6243,10.1101/2022.07.28.501869
6244,10.3390/ijerph19159311
6245,10.3390/brainsci12111575
6246,10.3390/jmse10081036
6247,10.1016/j.indmarman.2022.10.003
6248,10.1111/itor.13224
6249,10.1002/jmri.28318
6250,10.1038/s41467-022-34422-2
6251,10.4018/ijamc.306913
6252,10.3389/fmars.2022.943540
6253,10.1145/3563393
6254,10.3390/land11122111
6255,10.1016/j.jnca.2022.103492
6256,10.1155/2022/5158114
6257,10.1017/s0033291720005280
6258,10.23919/picmet53225.2022.9882636
6259,10.1007/s12038-022-00292-5
6260,10.3389/fphy.2022.858225
6261,10.1016/j.jad.2020.07.100
6262,10.1101/2022.11.13.516347
6263,10.1103/physreve.106.044306
6264,10.1109/aemcse55572.2022.00021
6265,10.1177/08862605221127222
6266,10.3390/environsciproc2022021069
6267,10.3182/20100913-2-fr-4014.00001
6268,10.1038/s41598-022-12327-w
6269,10.1016/j.neuroimage.2022.119476
6270,10.1007/s41870-022-01028-2
6271,10.1007/s11276-022-03056-z
6272,10.1016/j.jbusres.2022.06.060
6273,10.1002/jgt.22896
6274,10.1007/s11123-022-00643-2
6275,10.1186/s13195-022-01061-0
6276,10.2478/popets-2020-0066
6277,10.1177/20597991221077911
6278,10.1086/710751
6279,10.1111/tbed.14640
6280,10.1038/s41598-022-14631-x
6281,10.1038/s41598-022-14363-y
6282,10.1101/2022.11.15.516555
6283,10.1007/s00265-022-03265-8
6284,10.1162/netn_a_00261
6285,10.1016/j.irfa.2022.102442
6286,10.1038/s41598-022-23624-9
6287,10.3389/fnhum.2022.972375
6288,10.1086/708435
6289,10.1007/s11192-022-04564-7
6290,10.1002/cpe.7283
6291,10.1007/s40042-022-00590-z
6292,10.1049/gtd2.12591
6293,10.1109/csase48920.2020.9142102
6294,10.1007/978-3-031-16014-1_3
6295,10.1109/tcyb.2018.2860284
6296,10.4018/ijssmet.298677
6297,10.1177/09610006211036734
6298,10.7498/aps.70.20210453
6299,10.1016/j.physa.2022.127798
6300,10.1109/tbdata.2022.3152431
6301,10.1109/icalip.2018.8455714
6302,10.1038/s41591-022-01744-z
6303,10.1109/iscsic54682.2021.00047
6304,10.1109/ssp.2018.8450744
6305,10.1109/icodse53690.2021.9648474
6306,10.1109/icip.2018.8451237
6307,10.1109/cisp-bmei48845.2019.8965709
6308,10.1109/tcss.2020.3008860
6309,10.2139/ssrn.3245291
6310,10.1109/access.2020.2970105
6311,10.2139/ssrn.3249419
6312,10.1111/itor.13166
6313,10.2139/ssrn.3252247
6314,10.1111/jpim.12642
6315,10.1007/s40042-021-00352-3
6316,10.2139/ssrn.3305580
6317,10.1109/icdcs.2019.00048
6318,10.1038/s42005-022-00908-0
6319,10.1140/epjb/s10051-022-00368-z
6320,10.1109/access.2019.2951527
6321,10.1101/2022.09.08.507140
6322,10.1101/2022.06.28.498036
6323,10.1016/j.neucom.2022.06.090
6324,10.2139/ssrn.3333265
6325,10.7717/peerj.13602
6326,10.2139/ssrn.3374620
6327,10.1109/icc45855.2022.9838450
6328,10.1108/ijlm-07-2021-0360
6329,10.1007/978-981-19-2600-6_42
6330,10.1038/s41598-022-23995-z
6331,10.1109/tevc.2022.3144880
6332,10.21203/rs.3.rs-2142272/v1
6333,10.2139/ssrn.3425664
6334,10.3390/app12126218
6335,10.1007/s41109-022-00466-y
6336,10.1007/s10940-022-09549-6
6337,10.1038/s41598-021-03238-3
6338,10.1101/2022.07.14.500131
6339,10.1016/j.eswa.2022.119107
6340,10.1101/2021.12.13.472342
6341,10.1016/j.physa.2022.128220
6342,10.1002/aur.2840
6343,10.1038/s41598-022-16603-7
6344,10.1109/tcss.2019.2941988
6345,10.1109/ijcnn.2019.8852345
6346,10.1038/s41598-022-20142-6
6347,10.1109/access.2018.2859788
6348,10.1109/hpcc/smartcity/dss.2019.00376
6349,10.1109/qrs.2019.00037
6350,10.1093/jjfinec/nbab023
6351,10.1007/s13278-022-00947-z
6352,10.1109/access.2018.2860791
6353,10.1109/icdis.2019.00032
6354,10.1016/j.intfin.2022.101656
6355,10.1109/tcsi.2022.3187694
6356,10.1109/tsipn.2019.2942176
6357,10.1109/access.2019.2946080
6358,10.1109/jbhi.2018.2863202
6359,10.1063/5.0086795
6360,10.1109/tnsm.2019.2946428
6361,10.1007/s11121-022-01402-3
6362,10.1109/tcss.2021.3062711
6363,10.5194/hess-26-4823-2022
6364,10.1002/hbm.26103
6365,10.1103/physreve.105.054308
6366,10.1101/2022.04.11.487920
6367,10.1021/acs.jcim.2c00778
6368,10.1007/s41109-022-00465-z
6369,10.4018/978-1-7998-8343-2.ch007
6370,10.1007/978-981-19-4687-5_40
6371,10.1002/bbb.2441
6372,10.1016/j.neuroimage.2022.119291
6373,10.1007/s10844-022-00702-y
6374,10.1109/tsc.2020.3025318
6375,10.1109/tsmc.2018.2867497
6376,10.1145/3464298.3493403
6377,10.1109/icassp.2018.8461328
6378,10.1007/s00267-021-01564-w
6379,10.1016/j.dajour.2022.100065
6380,10.3389/fnhum.2022.859358
6381,10.1101/2022.11.10.516044
6382,10.1016/j.physa.2022.127692
6383,10.1093/comnet/cnac053
6384,10.1007/s11442-022-2062-x
6385,10.1080/10584609.2022.2141390
6386,10.1126/sciadv.abj3063
6387,10.1002/hbm.25897
6388,10.3389/fmicb.2022.1009919
6389,10.1109/bigcomp.2019.8679398
6390,10.1016/j.eswa.2022.117794
6391,10.1109/access.2019.2909051
6392,10.1109/fskd.2018.8687214
6393,10.1155/2022/7120662
6394,10.1007/978-3-031-21047-1_16
6395,10.1109/iccmc.2018.8487507
6396,10.1109/apwconcse.2017.00019
6397,10.1063/5.0109889
6398,10.1109/tnse.2018.2876452
6399,10.3390/ijgi11070360
6400,10.1109/icee.2018.8472453
6401,10.1016/j.irfa.2022.102458
6402,10.1007/s42952-022-00199-9
6403,10.2139/ssrn.3753156
6404,10.2139/ssrn.3755487
6405,10.3897/neobiota.47.32608
6406,10.7717/peerj-cs.815
6407,10.3390/sym14112264
6408,10.2139/ssrn.611181
6409,10.1109/ccci52664.2021.9583200
6410,10.1109/cicn51697.2021.9574691
6411,10.1109/cei52496.2021.9574539
6412,10.1109/icbk50248.2020.00036
6413,10.1137/19m1242252
6414,10.1016/j.cie.2022.108120
6415,10.1109/lsp.2020.3031759
6416,10.1109/access.2020.3032015
6417,10.1007/s41109-022-00498-4
6418,10.1109/csiec49655.2020.9237308
6419,10.1145/3529836.3529949
6420,10.1109/access.2020.3033997
6421,10.1061/jtepbs.0000712
6422,10.1007/s41109-022-00500-z
6423,10.1108/jkm-02-2022-0094
6424,10.1109/access.2018.2879648
6425,10.1109/cec.2018.8477840
6426,10.1109/synasc.2017.00042
6427,10.1109/cbd.2018.00036
6428,10.1109/embc.2018.8512428
6429,10.1007/s11042-022-13846-4
6430,10.1109/datacom53700.2021.00013
6431,10.3923/itj.2012.384.387
6432,10.1017/9781108780346.014
