user_doi,doi
2501,10.1162/netn_a_00025
2502,10.1162/netn_a_00075
2503,10.1007/s11423-021-10040-5
2504,10.1007/978-3-642-39265-8_35
2505,10.1101/724302
2506,10.3390/ijgi5120240
2507,10.1101/740084
2508,10.1007/978-3-642-39787-5_29
2509,10.3390/ijgi7020067
2510,10.1007/978-3-642-39829-2_1
2511,10.1038/s41592-019-0509-5
2512,10.3390/ijgi7040159
2513,10.1145/3469213.3472783
2514,10.3390/ijgi8100434
2515,10.1101/750919
2516,10.1007/978-3-642-40020-9_17
2517,10.1007/978-3-642-40020-9_18
2518,10.1007/978-3-642-40047-6_77
2519,10.1101/752964
2520,10.1101/756064
2521,10.1101/758490
2522,10.1101/759738
2523,10.1007/978-3-642-40285-2_35
2524,10.1007/978-3-642-40285-2_36
2525,10.1038/s41522-019-0112-7
2526,10.1103/physrevphyseducres.17.020110
2527,10.1210/clinem/dgab621
2528,10.1007/978-3-030-15742-5_36
2529,10.2139/ssrn.3142286
2530,10.1007/978-3-030-16205-4_18
2531,10.1007/978-981-16-3398-0_3
2532,10.1007/978-3-030-16663-2_13
2533,10.1007/978-3-030-16670-0_4
2534,10.1007/978-981-16-3398-0_7
2535,10.2139/ssrn.3199034
2536,10.1101/gr.240705.118
2537,10.1007/s42486-019-00016-z
2538,10.1007/s42486-019-00021-2
2539,10.1155/2021/9923514
2540,10.1098/rspb.2021.1291
2541,10.1103/physics.3.17
2542,10.1007/s41109-021-00415-1
2543,10.3390/ijms17060862
2544,10.3354/esr00976
2545,10.1155/2021/3994004
2546,10.1007/978-3-319-57072-3_28
2547,10.1007/s10796-021-10164-2
2548,10.1140/epjs/s11734-021-00269-9
2549,10.1097/md.0000000000025909
2550,10.1007/978-3-658-33480-2_11
2551,10.1145/3447548.3467091
2552,10.1101/2021.08.11.456036
2553,10.1103/physrevlett.127.078301
2554,10.1007/978-3-030-23816-2_57
2555,10.1038/s41598-021-95313-y
2556,10.1016/j.neucom.2021.08.014
2557,10.1093/cybsec/tyy008
2558,10.1101/2020.02.24.963512
2559,10.1101/2020.03.05.978585
2560,10.3390/ijms20010163
2561,10.1101/2021.08.08.453314
2562,10.1007/978-3-030-84532-2_11
2563,10.1111/tgis.12817
2564,10.1038/s41598-021-95516-3
2565,10.1371/journal.pone.0226190
2566,10.1007/978-3-030-84529-2_35
2567,10.1371/journal.pone.0255718
2568,10.3390/su13168905
2569,10.1038/s41598-021-93921-2
2570,10.1016/j.ins.2021.08.014
2571,10.1007/978-3-030-82153-1_15
2572,10.1007/978-3-030-82136-4_15
2573,10.7554/elife.67490
2574,10.1101/2021.08.03.454257
2575,10.1007/978-981-32-9585-8_13
2576,10.3390/info7010017
2577,10.1101/2021.09.21.21263916
2578,10.3390/info9090218
2579,10.1126/sciadv.aav1478
2580,10.1007/s41109-019-0192-6
2581,10.1007/s41109-019-0210-8
2582,10.1007/s41109-019-0216-2
2583,10.1007/s41109-019-0223-3
2584,10.1007/s41109-019-0232-2
2585,10.1007/s41109-020-00255-5
2586,10.1007/s41109-020-0252-y
2587,10.1093/gigascience/giz153
2588,10.1075/ts.19003.ash
2589,10.1007/978-3-030-81484-7_8
2590,10.1007/s12652-019-01535-4
2591,10.1002/int.22673
2592,10.1093/jamiaopen/ooz067
2593,10.1016/j.neucom.2021.07.047
2594,10.1016/j.ins.2021.07.072
2595,10.1145/3472713
2596,10.1089/brain.2021.0049
2597,10.1002/smj.3318
2598,10.1093/comnet/cnab022
2599,10.1162/netn_a_00202
2600,10.1155/2019/6946189
2601,10.1101/2021.03.03.433745
2602,10.1007/978-3-030-87869-6_55
2603,10.3389/fgene.2019.00932
2604,10.3389/fgene.2019.00953
2605,10.3389/fgene.2019.01120
2606,10.1142/s0219477521500401
2607,10.2139/ssrn.3729897
2608,10.1080/08870446.2019.1686150
2609,10.1080/03081060.2020.1735776
2610,10.1145/3291801.3291830
2611,10.1145/3295500.3356206
2612,10.1145/2971648.2971652
2613,10.1111/j.1365-2656.2010.01688.x
2614,10.1111/j.1468-0491.2012.01597.x
2615,10.1002/pro.2168
2616,10.1002/prot.20799
2617,10.1111/j.1469-8137.2011.03796.x
2618,10.1111/j.1745-9125.2010.00219.x
2619,10.1111/j.1748-7692.2009.00296.x
2620,10.1007/11427186_45
2621,10.1007/11569596_31
2622,10.1007/978-3-319-44778-0_23
2623,10.1007/978-3-319-44781-0_26
2624,10.1145/2739482.2764656
2625,10.1145/2740908.2741696
2626,10.1145/2740908.2744715
2627,10.1007/s00429-017-1539-3
2628,10.1145/2742854.2742865
2629,10.3390/ijerph17217744
2630,10.1145/2755573.2755580
2631,10.1145/2766462.2767798
2632,10.1214/17-bjps362
2633,10.1145/2783258.2783274
2634,10.1145/2783258.2783292
2635,10.1145/2783258.2783321
2636,10.1214/18-aos1800
2637,10.1214/18-aos1797
2638,10.1214/18-ejs1445
2639,10.1007/978-981-15-7760-4_7
2640,10.1145/2786451.2786466
2641,10.1145/2791405.2791472
2642,10.1007/978-981-15-8086-4_32
2643,10.1145/2797115.2797131
2644,10.1007/978-981-15-8101-4_28
2645,10.1145/2801081.2801122
2646,10.1007/978-981-15-8462-6_182
2647,10.1145/2806416.2806501
2648,10.1145/2806416.2806555
2649,10.1145/2806416.2806563
2650,10.1145/2806416.2806639
2651,10.1145/2808797.2808826
2652,10.1145/2808797.2808835
2653,10.1145/2808797.2808843
2654,10.1145/2808797.2808853
2655,10.1145/2808797.2808854
2656,10.1145/2808797.2808856
2657,10.1145/2808797.2808866
2658,10.1145/2808797.2808868
2659,10.1145/2808797.2809303
2660,10.1145/2808797.2809375
2661,10.1145/2808797.2809383
2662,10.1145/2808797.2809384
2663,10.1145/2809563.2809592
2664,10.1145/2812428.2812436
2665,10.1371/journal.pone.0214868
2666,10.1007/s10479-017-2553-9
2667,10.1080/03081060.2020.1805544
2668,10.1515/ausi-2017-0012
2669,10.1007/s10479-017-2665-2
2670,10.1007/s10479-018-2891-2
2671,10.1007/s10479-018-2956-2
2672,10.1177/1176934319872980
2673,10.1371/journal.pone.0215520
2674,10.1145/2835776.2835799
2675,10.4200/jjhg.65.3_264
2676,10.1007/s10479-019-03372-2
2677,10.1002/jlb.6mr1218-505r
2678,10.1371/journal.pbio.3001146
2679,10.1145/2851613.2851809
2680,10.1145/2851613.2851987
2681,10.1007/978-3-030-37309-2_9
2682,10.1145/2896387.2896449
2683,10.1007/978-3-030-37599-7_25
2684,10.1145/2908131.2908143
2685,10.1145/2908446.2908474
2686,10.1145/2908812.2908839
2687,10.1145/2908812.2908878
2688,10.1145/2908961.2909003
2689,10.23919/apnoms50412.2020.9236993
2690,10.1145/2910019.2910050
2691,10.1145/2911451.2911466
2692,10.1145/2914586.2914613
2693,10.1002/mma.6567
2694,10.1007/s10919-021-00360-8
2695,10.3389/fbioe.2020.00034
2696,10.1145/2939672.2939732
2697,10.1145/2939672.2939807
2698,10.1145/2953883
2699,10.1007/978-3-030-17402-6_15
2700,10.1145/2975167.2975177
2701,10.1371/journal.pone.0220061
2702,10.1155/2020/9017239
2703,10.1145/2980258.2982097
2704,10.1145/2982142.2982178
2705,10.1145/3067695.3075995
2706,10.1145/3071178.3071295
2707,10.1145/2983323.2983804
2708,10.1007/s10802-021-00770-8
2709,10.1371/journal.pone.0250056
2710,10.1007/978-3-030-17938-0_32
2711,10.1002/9781118906545.ch16
2712,10.1111/mec.15825
2713,10.1145/2994620.2994624
2714,10.1371/journal.pone.0220993
2715,10.1145/2998476.2998489
2716,10.1017/jfm.2021.35
2717,10.1145/3006299.3006323
2718,10.1145/3006299.3006342
2719,10.1145/3007748.3018285
2720,10.1016/j.tbs.2021.05.003
2721,10.1007/978-3-030-18590-9_12
2722,10.1021/acssuschemeng.1c00841
2723,10.1145/3017611.3017626
2724,10.1145/3019612.3019815
2725,10.1192/bjpo.bp.117.005058
2726,10.1145/3022227.3022282
2727,10.1145/3022227.3022304
2728,10.1080/03088839.2020.1841312
2729,10.1177/0165551516657717
2730,10.1177/0165551517698305
2731,10.1177/0165551518775304
2732,10.1007/978-3-030-19274-7_9
2733,10.1145/3038912.3052576
2734,10.1145/3041021.3051159
2735,10.1111/2041-210x.13569
2736,10.1145/3057148.3057150
2737,10.1145/3061639.3062227
2738,10.1145/3063955.3063980
2739,10.1007/978-3-030-19759-9_2
2740,10.1007/978-3-030-19823-7_42
2741,10.1007/s10115-021-01557-5
2742,10.1007/s10489-014-0526-0
2743,10.1007/s10489-016-0840-9
2744,10.1007/s10489-017-0934-z
2745,10.1007/s10489-018-1162-x
2746,10.1007/s10489-018-1297-9
2747,10.1007/s10489-018-1321-0
2748,10.1007/s10489-019-01541-1
2749,10.1007/978-3-319-45763-5_6
2750,10.1007/978-3-319-45817-5_37
2751,10.1007/978-3-319-45835-9_14
2752,10.1142/s2010495220500141
2753,10.1145/3110025.3110051
2754,10.1016/s1473-3099(16)30326-7
2755,10.1145/3110025.3110125
2756,10.1145/3110025.3110157
2757,10.1145/3110215
2758,10.1098/rsif.2019.0553
2759,10.1098/rsif.2019.0778
2760,10.1007/978-3-030-21140-0_7
2761,10.1145/3132847.3132902
2762,10.3389/fevo.2020.00130
2763,10.1145/3132847.3132960
2764,10.1145/3132847.3133026
2765,10.1145/3136273.3136297
2766,10.1142/s0129183119501043
2767,10.1142/s012918312050062x
2768,10.1142/s0129183120500710
2769,10.1007/978-3-319-46376-6_26
2770,10.1145/3140107.3140114
2771,10.1007/978-3-030-21451-7_10
2772,10.1007/s00440-014-0576-6
2773,10.1103/physreve.102.042304
2774,10.1061/(asce)wr.1943-5452.0001267
2775,10.1103/physreve.102.043109
2776,10.1007/978-3-319-46487-9_9
2777,10.3390/info11030135
