user_doi,doi
4001,10.1007/s10329-009-0153-2
4002,10.1007/s13278-013-0142-8
4003,10.1007/s13278-014-0169-5
4004,10.1007/s13278-014-0170-z
4005,10.1007/s13278-014-0171-y
4006,10.1007/s13278-014-0188-2
4007,10.1007/s13278-014-0197-1
4008,10.1007/s13278-014-0208-2
4009,10.1007/s13278-014-0216-2
4010,10.1007/s13278-014-0226-0
4011,10.1007/s13278-015-0254-4
4012,10.1007/s13278-015-0266-0
4013,10.1007/s13278-015-0267-z
4014,10.1007/s13278-015-0279-8
4015,10.1007/s13278-015-0283-z
4016,10.1007/s13278-015-0291-z
4017,10.1007/s13278-015-0299-4
4018,10.1007/s13278-016-0318-0
4019,10.1007/s13278-016-0325-1
4020,10.1007/s13278-016-0374-5
4021,10.1007/s13278-016-0386-1
4022,10.1007/s13278-016-0411-4
4023,10.1007/s13278-016-0419-9
4024,10.1155/2011/284909
4025,10.1007/s13278-017-0430-9
4026,10.1007/s13278-017-0469-7
4027,10.1007/s13278-018-0497-y
4028,10.1007/s13278-018-0502-5
4029,10.1007/s13278-018-0522-1
4030,10.1007/s13278-019-0551-4
4031,10.1007/s13278-019-0566-x
4032,10.3389/fevo.2019.00103
4033,10.1007/s11859-012-0812-9
4034,10.1007/s11859-016-1173-6
4035,10.1038/s41598-019-54514-2
4036,10.1101/2020.09.02.20186999
4037,10.1101/2020.09.02.276071
4038,10.1371/journal.pone.0023829
4039,10.1038/s41598-019-54708-8
4040,10.1038/s41598-019-54801-y
4041,10.1007/978-3-319-93940-7_13
4042,10.1371/journal.pone.0024195
4043,10.1007/s11192-007-1897-3
4044,10.3389/fgene.2014.00322
4045,10.1007/s11192-010-0158-z
4046,10.1007/s11192-010-0167-y
4047,10.1007/s11192-011-0439-1
4048,10.1007/s11192-011-0482-y
4049,10.1007/s11192-011-0531-6
4050,10.1007/s11192-012-0796-4
4051,10.1007/s11192-012-0881-8
4052,10.1007/s11192-012-0891-6
4053,10.1007/s11192-013-1166-6
4054,10.1371/journal.pone.0024678
4055,10.1007/s11192-014-1314-7
4056,10.1007/s11192-014-1347-y
4057,10.1007/s11192-014-1487-0
4058,10.1007/s11192-014-1498-x
4059,10.1111/grow.12401
4060,10.1007/s11192-015-1628-0
4061,10.1007/s11192-015-1749-5
4062,10.1186/s40535-017-0035-4
4063,10.1186/s40535-017-0037-2
4064,10.1007/s11192-015-1792-2
4065,10.1186/s40537-016-0060-5
4066,10.1186/s40537-017-0073-8
4067,10.1007/978-1-4419-9863-7_559
4068,10.1007/978-1-4419-9863-7_560
4069,10.1007/978-3-319-94289-6_18
4070,10.1007/978-1-4419-9863-7_656
4071,10.1186/s40537-019-0243-y
4072,10.1007/s11192-016-2107-y
4073,10.1007/s11192-016-2158-0
4074,10.1007/s11192-016-2226-5
4075,10.1007/s11192-017-2297-y
4076,10.1007/s11192-017-2300-7
4077,10.1038/s41598-021-85811-4
4078,10.1371/journal.pcbi.0030103
4079,10.1371/journal.pcbi.0030107
4080,10.1007/s11192-017-2472-1
4081,10.1007/s11192-017-2515-7
4082,10.1007/s11192-017-2550-4
4083,10.1371/journal.pcbi.0030198
4084,10.1007/s11192-017-2604-7
4085,10.1007/s11192-017-2617-2
4086,10.1007/s11192-017-2619-0
4087,10.1007/s11192-018-2648-3
4088,10.1007/s11192-018-2768-9
4089,10.1007/s11192-018-2834-3
4090,10.1080/08961530.2020.1818158
4091,10.1007/s11192-019-03235-4
4092,10.1186/1471-2407-10-604
4093,10.1371/journal.pone.0026324
4094,10.1128/msystems.00423-19
4095,10.1371/journal.pone.0240523
4096,10.3389/fgene.2018.00446
4097,10.1155/2011/787596
4098,10.1371/journal.pone.0027028
4099,10.1145/2487575.2487640
4100,10.1145/2487575.2487666
4101,10.1145/2487575.2488194
4102,10.1145/2492517.2492518
4103,10.1145/2492517.2492545
4104,10.1145/2492517.2492546
4105,10.1145/2492517.2492548
4106,10.1145/2492517.2492555
4107,10.1145/2492517.2492650
4108,10.1145/2492517.2500236
4109,10.1145/2492517.2500238
4110,10.1145/2492517.2500299
4111,10.1145/2493432.2494526
4112,10.3389/fgene.2018.00745
4113,10.1145/2506583.2506698
4114,10.1371/journal.pone.0028322
4115,10.1186/s40594-019-0172-5
4116,10.1145/2542182.2542193
4117,10.1145/2554850.2554999
4118,10.1145/2556288.2557203
4119,10.1145/2576768.2598275
4120,10.1145/2577080.2577097
4121,10.1145/2588555.2610495
4122,10.1145/2588555.2612179
4123,10.1145/2600428.2609579
4124,10.3390/foods10061168
4125,10.1145/2602044.2602066
4126,10.1145/2623330.2623626
4127,10.1145/2641580.2641627
4128,10.1371/journal.pone.0029638
4129,10.1007/978-3-7091-0294-7_11
4130,10.1007/978-3-7091-0294-7_3
4131,10.1145/2808797.2808825
4132,10.1155/2012/186353
4133,10.1002/sys.21518
4134,10.1002/sys.21519
4135,10.1371/journal.pone.0254057
4136,10.1145/2856767.2856782
4137,10.1080/1369183x.2020.1797476
4138,10.1186/s40649-014-0001-4
4139,10.1186/s40649-017-0043-5
4140,10.1186/s40649-018-0060-z
4141,10.1007/978-3-7091-0741-6_11
4142,10.1007/978-3-7091-0741-6_7
4143,10.1007/978-3-540-77018-3_14
4144,10.1007/978-3-319-11985-4_7
4145,10.1145/3068943.3068949
4146,10.1145/3078897.3080534
4147,10.1145/3127404.3127412
4148,10.1145/3133264.3133302
4149,10.1145/3149526.3149531
4150,10.1007/978-3-319-12188-8_7
4151,10.1145/3183584.3183621
4152,10.1177/1354816620909994
4153,10.1145/3196398.3196436
4154,10.1145/3196398.3196438
4155,10.2139/ssrn.3691331
4156,10.1093/cercor/bhx335
4157,10.1007/978-3-030-62005-9_16
4158,10.1007/978-3-030-62365-4_22
4159,10.1007/978-3-319-12637-1_36
4160,10.1089/brain.2011.0055
4161,10.1089/brain.2013.0151
4162,10.1089/brain.2013.0184
4163,10.1145/3297001.3297003
4164,10.1089/brain.2014.0286
4165,10.1089/brain.2016.0437
4166,10.1089/brain.2016.0468
4167,10.1063/5.0031500
4168,10.1089/brain.2017.0523
4169,10.1089/brain.2018.0587
4170,10.1145/3325112.3325260
4171,10.1089/brain.2019.0668
4172,10.1007/s10844-014-0315-6
4173,10.1007/s10844-017-0480-5
4174,10.1007/s10844-018-0522-7
4175,10.1007/978-3-540-77949-0_12
4176,10.1007/s10845-011-0600-y
4177,10.1007/978-3-540-78159-2_12
4178,10.1145/3395233
4179,10.1007/978-3-319-13191-7_4
4180,10.1007/s10845-017-1367-6
4181,10.1007/978-3-540-78733-4_3
4182,10.1007/978-3-540-78808-9_11
4183,10.1007/978-3-540-78808-9_8
4184,10.1145/3423067
4185,10.1371/journal.pone.0032210
4186,10.5762/kais.2015.16.9.6411
4187,10.1631/fitee.1900310
4188,10.1186/s40852-018-0083-6
4189,10.5762/kais.2016.17.9.68
4190,10.1093/bioinformatics/btaa172
4191,10.1093/bioinformatics/btaa236
4192,10.1007/978-3-540-79450-9_21
4193,10.1089/cmb.2009.0258
4194,10.1101/2021.04.23.441156
4195,10.1155/2012/632703
4196,10.1101/2021.05.04.21256605
4197,10.1007/s10851-012-0353-z
4198,10.1007/s10852-011-9163-3
4199,10.1007/978-1-4939-6613-4_7
4200,10.1007/s11222-013-9395-3
4201,10.1002/cpe.5537
4202,10.1080/0952813x.2018.1467498
4203,10.1007/978-3-7091-1346-2_13
4204,10.1007/978-3-7091-1346-2_14
4205,10.1007/978-3-7091-1346-2_16
4206,10.1007/978-3-7091-1346-2_23
4207,10.1007/s11222-018-9832-4
4208,10.1007/978-1-4939-6704-9_15-1
4209,10.1155/2012/732698
4210,10.23919/mipro.2018.8400175
4211,10.1177/1098214009340044
4212,10.1371/journal.pone.0035531
4213,10.1186/1471-2458-8-308
4214,10.3390/cells10020402
4215,10.1007/978-1-4939-7131-2_110151
4216,10.1007/978-1-4939-7131-2_110185
4217,10.1007/978-1-4939-7131-2_110182
4218,10.1007/978-1-4939-7131-2_110187
4219,10.1007/978-1-4939-7131-2_110194
4220,10.1007/978-1-4939-7131-2_110205
4221,10.1007/978-1-4939-7131-2_180
4222,10.1007/978-1-4939-7131-2_218
4223,10.1007/978-1-4939-7131-2_247
4224,10.1007/978-1-4939-7131-2_249
4225,10.1007/978-1-4939-7131-2_282
4226,10.1007/978-1-4939-7131-2_350
4227,10.1007/978-1-4939-7131-2_356
4228,10.1145/3361739
4229,10.1155/2020/6371694
4230,10.1155/2020/6612848
4231,10.1080/09537325.2019.1651262
4232,10.1007/s13369-015-1905-5
4233,10.3389/fimmu.2019.00056
4234,10.1155/2020/6695032
4235,10.1080/09540091.2019.1609418
4236,10.1002/jnr.24760
4237,10.1007/s11227-015-1546-1
4238,10.1007/s13369-017-2800-z
4239,10.1007/s11227-017-1976-z
4240,10.1007/s11227-017-2063-1
4241,10.1007/s11227-018-2500-9
4242,10.1007/s00163-020-00342-9
4243,10.1007/s11227-019-02765-1
4244,10.1007/s11227-019-02978-4
4245,10.1186/s42483-018-0010-6
4246,10.1371/journal.pone.0038704
4247,10.1371/journal.pone.0039052
4248,10.1371/journal.pone.0039475
4249,10.1155/2020/8876017
4250,10.1038/s41396-020-00882-x
4251,10.1007/978-3-319-13359-1_21
4252,10.1371/journal.pone.0233296
4253,10.2196/16372
4254,10.1080/09544828.2017.1325858
4255,10.1080/09544828.2017.1325859
4256,10.1007/978-3-319-14011-7_10
4257,10.1007/978-3-319-14039-1_12
4258,10.3389/fpsyt.2020.579339
4259,10.1063/5.0013029
4260,10.1007/s10452-012-9412-1
4261,10.1007/978-3-319-14717-8_8
4262,10.3233/aic-150687
4263,10.1145/3336191.3371800
4264,10.1007/s10458-009-9080-2
4265,10.1007/s10458-017-9364-x
4266,10.1002/ajpa.23462
4267,10.1007/s13592-018-0623-x
4268,10.1111/pirs.12617
4269,10.1016/j.artint.2021.103460
4270,10.1214/11-aos887
4271,10.1214/11-ejs622
4272,10.1214/12-aos1036
4273,10.1214/13-aos1138
4274,10.1214/13-ss103
4275,10.1214/14-aap1080
4276,10.1214/14-aoas760
4277,10.1007/s10462-012-9325-3
4278,10.1007/s10462-018-9657-8
4279,10.1097/j.pain.0000000000002104
4280,10.1007/s13675-015-0034-y
4281,10.1007/s10464-013-9609-z
4282,10.1007/s13721-019-0192-6
4283,10.1002/jtr.2343
4284,10.1080/13645579.2019.1704356
4285,10.1145/1984642.1984647
4286,10.1177/0959683620913924
4287,10.1007/s13740-019-00102-6
4288,10.1007/s42979-020-00151-w
4289,10.1007/s13171-021-00257-0
4290,10.1007/s13752-014-0175-x
4291,10.2174/1574893614666191017093504
4292,10.1142/s0217984920501432
4293,10.1162/dint_a_00057
4294,10.1007/978-981-13-9341-9_67
4295,10.15195/v6.a8
4296,10.15195/v6.a9
4297,10.1007/978-3-030-02511-3_9
4298,10.1007/978-3-319-95810-1_13
4299,10.1007/s10618-020-00714-8
4300,10.1007/s10618-020-00716-6
4301,10.1007/978-3-319-95855-2_7
4302,10.1007/978-3-319-95957-3_2
4303,10.1111/een.12898
4304,10.1029/2020gl090481
4305,10.1007/978-3-319-96133-0_18
4306,10.1007/978-3-319-96133-0_29
4307,10.1029/2020jb020269
4308,10.1007/978-3-319-96247-4_23
4309,10.1101/2020.07.02.184325
4310,10.1145/1882471.1882476
4311,10.1038/s41582-021-00529-1
4312,10.1007/978-3-319-96890-2_35
4313,10.1007/978-3-319-96890-2_7
4314,10.1007/978-3-319-96890-2_8
4315,10.1007/978-3-319-96890-2_9
4316,10.1007/978-3-030-36056-6_32
4317,10.1007/978-3-030-41018-6_90
4318,10.1177/0265532220927487
4319,10.1101/2020.04.14.040519
4320,10.1007/978-3-319-23525-7_40
4321,10.1038/s41598-020-78654-y
4322,10.1038/s41598-020-79786-x
4323,10.1101/2020.04.20.050021
4324,10.1038/s41598-020-80909-7
4325,10.1007/s10618-020-00681-0
4326,10.2478/amns.2020.1.00030
4327,10.1145/1326561.1326565
4328,10.1145/1326561.1326570
4329,10.1145/1227161.1227162
4330,10.1145/3437963.3441776
4331,10.1155/2020/3769307
4332,10.1073/pnas.1904470116
4333,10.1073/pnas.1906954117
4334,10.18276/pdp.2017.39-08
4335,10.3390/app10165689
4336,10.1038/s41598-020-74015-x
4337,10.1002/fut.22211
4338,10.1101/2020.06.02.129387
4339,10.1101/2020.06.05.135905
4340,10.2478/jdis-2018-0008
4341,10.1080/1941126x.2020.1790952
4342,10.1101/2020.06.12.148304
4343,10.1155/2021/5535881
4344,10.1021/acs.jctc.0c00280
4345,10.14778/1687627.1687709
4346,10.14778/2809974.2809980
4347,10.14778/2994509.2994538
4348,10.14778/3055330.3055337
4349,10.14778/3137765.3137800
4350,10.14778/3157794.3157795
4351,10.14778/3231751.3231755
4352,10.14778/3282495.3282497
4353,10.14778/3352063.3352084
4354,10.14778/3407790.3407812
4355,10.1089/big.2019.0143
4356,10.1209/0295-5075/132/58002
4357,10.1007/s11368-021-02912-3
4358,10.1007/978-3-030-74251-5_28
4359,10.1007/s11629-018-5360-0
4360,10.1007/s12539-020-00371-x
4361,10.1242/bio.056176
4362,10.1371/journal.pone.0235890
4363,10.3390/ijerph18073815
4364,10.12677/aam.2021.105168
4365,10.1016/j.eswa.2021.114655
4366,10.1016/j.eswa.2021.114709
4367,10.1016/j.eswa.2021.115038
4368,10.1142/s0129183120500941
4369,10.1073/pnas.1919139117
4370,10.1080/13572334.2021.1924434
4371,10.1088/2632-072x/ab9447
4372,10.1103/physrevresearch.3.013267
4373,10.1007/s10845-020-01629-3
4374,10.1098/rsos.201309
4375,10.1007/s11750-020-00563-0
4376,10.1007/s11066-020-09144-6
4377,10.1007/s11067-021-09547-4
4378,10.1021/acs.biochem.1c00139
4379,10.1111/j.1435-5957.2011.00370.x
4380,10.1097/ccm.0000000000001354
4381,10.1111/j.1538-4632.2011.00830.x
4382,10.1111/j.1539-6924.2011.01584.x
4383,10.1007/11618058_43
4384,10.1007/11758501_157
4385,10.1111/jbi.12015
4386,10.1111/jcpp.13044
4387,10.1007/11780496_30
4388,10.1007/11811305_45
4389,10.1007/11840541_45
4390,10.1111/j.1558-5646.2009.00684.x
4391,10.1111/j.1460-9568.2008.06487.x
4392,10.1111/j.1461-0248.2008.01167.x
4393,10.1111/j.1461-0248.2009.01321.x
4394,10.1111/j.1461-0248.2009.01327.x
4395,10.1002/ange.201803191
4396,10.1109/icicas48597.2019.00192
4397,10.1007/978-3-8349-6366-6_9
4398,10.1007/978-981-16-7330-6_51
4399,10.1109/icassp40776.2020.9053218
4400,10.1101/2020.11.27.401679
4401,10.1109/ei252483.2021.9713511
4402,10.1016/s0187-893x(18)30063-6
4403,10.1016/j.knosys.2022.108542
4404,10.1109/tetc.2019.2952765
4405,10.1109/ei252483.2021.9713449
4406,10.1109/icssit53264.2022.9716286
4407,10.3390/aerospace9030168
4408,10.1016/j.jocs.2022.101683
4409,10.1541/ieejeiss.136.1677
4410,10.1109/eecs.2018.00073
4411,10.1109/access.2019.2956149
4412,10.1093/comnet/cnac016
4413,10.6117/kmeps.2015.22.3.009
4414,10.1162/netn_a_00225
4415,10.1109/access.2018.2882798
4416,10.1002/anie.201803191
4417,10.1109/iccsp.2018.8524328
4418,10.1109/access.2018.2883638
4419,10.1109/access.2018.2883774
4420,10.1016/j.ins.2022.04.009
4421,10.1109/cbmi.2018.8516531
4422,10.1142/s0129183121501424
4423,10.1109/hpec.2018.8547534
4424,10.1109/isncc.2018.8531055
4425,10.1109/tia.2019.2954272
4426,10.1109/mcas.2019.2945211
4427,10.1029/2021wr031304
4428,10.1016/j.cognition.2022.105120
4429,10.1109/tcyb.2017.2720180
4430,10.1109/iccais52680.2021.9624512
4431,10.1109/sweds53855.2021.9638288
4432,10.1109/access.2021.3083971
4433,10.15252/msb.20188746
4434,10.1527/tjsai.22.48
4435,10.1527/tjsai.27.111
4436,10.1527/tjsai.30.84
4437,10.1527/tjsai.30.96
4438,10.1527/tjsai.a-mdf01
4439,10.1527/tjsai.wii-c
4440,10.1002/aris.2007.1440410119
4441,10.1109/icmse.2018.8744869
4442,10.1017/9781316275757
4443,10.1017/9781316275757.001
4444,10.1017/9781316275757.002
4445,10.1017/9781316275757.003
4446,10.1017/9781316275757.004
