user_doi,doi
6501,10.1007/s11769-022-1284-2
6502,10.1002/pro.4474
6503,10.1109/access.2020.3000948
6504,10.1109/icict48043.2020.9112563
6505,10.1007/s10614-022-10331-w
6506,10.1109/jstsp.2020.3001516
6507,10.1109/iccss48103.2019.9115455
6508,10.1109/comsnets51098.2021.9352856
6509,10.1038/s41598-020-58064-w
6510,10.1107/s2059798320001679
6511,10.1109/access.2018.2889312
6512,10.1007/978-3-030-37157-9_3
6513,10.1145/3366030.3366077
6514,10.1109/bigdata47090.2019.9006488
6515,10.1007/978-981-19-2350-0_82
6516,10.1101/2022.02.04.479087
6517,10.1007/978-981-15-2109-6_7
6518,10.1007/978-1-0716-1839-4_11
6519,10.1109/csr54599.2022.9850325
6520,10.1215/00182702-3687259
6521,10.3390/foods11070908
6522,10.1109/access.2020.3018460
6523,10.1109/tkde.2018.2866424
6524,10.1007/s11227-022-04731-w
6525,10.1109/access.2020.3018941
6526,10.1007/s11042-022-12409-x
6527,10.1093/scan/nsac020
6528,10.1109/bigdataservice49289.2020.00017
6529,10.3390/info11040199
6530,10.1109/tsc.2016.2599160
6531,10.1140/epjs/s11734-021-00154-5
6532,10.1080/10494820.2022.2057548
6533,10.1140/epjs/s11734-021-00163-4
6534,10.1140/epjs/s11734-021-00168-z
6535,10.1371/journal.pone.0273192
6536,10.1007/s12035-020-02008-y
6537,10.1109/jsyst.2018.2821137
6538,10.26599/ijcs.2022.9100004
6539,10.21203/rs.3.rs-1582127/v1
6540,10.3390/e24101373
6541,10.5772/intechopen.106009
6542,10.1155/2022/8003887
6543,10.1109/sdpc49476.2020.9353124
6544,10.1109/jsyst.2021.3065378
6545,10.1007/s41109-022-00477-9
6546,10.1093/sysbio/syaa019
6547,10.1093/comnet/cnab051
6548,10.1109/nana.2018.8648772
6549,10.1007/s41060-022-00314-3
6550,10.1016/j.tcs.2022.03.023
6551,10.1007/978-1-0716-1454-9_356
6552,10.1109/hpcc/smartcity/dss.2018.00067
6553,10.1016/j.ecocom.2022.101003
6554,10.1109/idap.2018.8620850
6555,10.1016/j.trpro.2022.02.068
6556,10.56824/vujs.2019nt18
6557,10.1109/access.2019.2899582
6558,10.31887/dcns.2013.15.3/osporns
6559,10.1109/isc2.2018.8656960
6560,10.1109/tsmc.2019.2899366
6561,10.1016/j.knosys.2022.108760
6562,10.1109/icacccn51052.2020.9362903
6563,10.1371/journal.pone.0264623
6564,10.1103/physrevresearch.4.043131
6565,10.1109/tcsii.2021.3063303
6566,10.1101/2022.05.14.491969
6567,10.1109/access.2021.3063317
6568,10.1017/dsd.2020.17
6569,10.1007/978-3-030-66840-2_3
6570,10.1007/978-3-030-67044-3_1
6571,10.1162/qss_a_00184
6572,10.1007/978-3-030-43722-0_21
6573,10.1109/cscwd54268.2022.9776261
6574,10.21307/joss-2019-026
6575,10.21307/joss-2019-022
6576,10.1109/tpwrs.2021.3107847
6577,10.1007/978-3-031-22064-7_12
6578,10.1002/hbm.25161
