user_doi,doi
7001,10.1016/j.neucom.2015.11.091
7002,10.1016/j.neucom.2016.03.078
7003,10.1016/j.neucom.2018.03.065
7004,10.1109/naps.2016.7747851
7005,10.1016/j.neucom.2017.09.013
7006,10.1109/naps.2017.8107306
7007,10.1007/978-3-540-85920-8_28
7008,10.1016/j.neucom.2019.01.009
7009,10.1109/nas.2015.7255197
7010,10.1109/nas.2016.7549410
7011,10.1016/j.neucom.2019.08.020
7012,10.1016/j.neucom.2020.04.067
7013,10.1109/nbis.2010.36
7014,10.1016/j.neucom.2020.07.125
7015,10.1007/978-3-540-87479-9_45
7016,10.1155/2013/204093
7017,10.1007/978-3-540-87700-4_107
7018,10.1016/j.neucom.2014.09.027
7019,10.1109/iccect.2012.192
7020,10.1109/ndt.2009.5272078
7021,10.1007/978-3-540-87833-9_2
7022,10.1007/978-3-540-87833-9_4
7023,10.1016/j.neucom.2017.05.029
7024,10.1111/joa.12212
7025,10.1016/j.neucom.2019.06.042
7026,10.1016/j.neucom.2019.10.018
7027,10.1016/j.neucom.2019.11.080
7028,10.1109/icciautom.2011.6183943
7029,10.1007/978-3-540-88067-7_13
7030,10.1109/iccic.2014.7238318
7031,10.1136/amiajnl-2011-000745
7032,10.1016/j.neunet.2019.05.018
7033,10.1016/j.neucom.2009.11.023
7034,10.1109/netcom.2009.31
7035,10.1016/j.neucom.2013.02.026
7036,10.1016/j.neucom.2014.03.054
7037,10.1016/j.neucom.2014.04.087
7038,10.1109/iccis.2015.7274573
7039,10.1109/iccit.2007.88
7040,10.1109/iccit.2009.189
7041,10.1016/j.neucom.2016.05.020
7042,10.1016/j.neucom.2016.06.030
7043,10.1155/2013/302573
7044,10.1016/j.neucom.2017.02.026
7045,10.1109/iccitechn.2015.7488046
7046,10.1016/j.neucom.2017.10.060
7047,10.1109/iccke.2013.6682855
7048,10.1016/j.neucom.2018.11.104
7049,10.1109/iccke.2015.7365864
7050,10.1016/j.neucom.2019.06.030
7051,10.1016/j.neucom.2020.06.002
7052,10.1016/j.neucom.2020.06.088
7053,10.1155/2013/323750
7054,10.1016/j.neucom.2020.10.033
7055,10.1007/978-0-85729-287-2_8
7056,10.1021/acs.jctc.0c00503
7057,10.1109/npc.2008.28
7058,10.1109/npc.2008.47
7059,10.1109/iccp.2010.5606467
7060,10.1155/2013/365410
7061,10.1109/iccp.2016.7737134
7062,10.1155/2013/368568
7063,10.1109/iccp.2017.8117011
7064,10.1007/978-0-85729-655-9_6
7065,10.1155/2013/385265
7066,10.1111/tops.12482
7067,10.1016/j.neuro.2017.06.001
7068,10.1016/j.neunet.2019.04.015
7069,10.1109/iccsa.2014.25
7070,10.1109/iccse.2011.6028682
7071,10.1109/iccse.2012.6295120
7072,10.1101/2020.01.20.912030
7073,10.1109/iccsit.2009.5234476
7074,10.1016/j.neuroimage.2013.02.067
7075,10.1109/iccsn.2011.6013770
7076,10.1109/iccsn.2015.7296184
7077,10.1109/iccsn.2015.7296189
