user_doi,doi
5501,10.1016/j.cnsns.2013.08.014
5502,10.1016/j.cnsns.2014.07.002
5503,10.1007/s13198-020-01048-w
5504,10.1007/s12652-020-02681-w
5505,10.1016/j.cnsns.2013.08.033
5506,10.1007/s13278-020-00709-9
5507,10.1007/s40201-020-00584-8
5508,10.1016/j.cnsns.2013.03.020
5509,10.1016/j.coche.2018.12.007
5510,10.1007/s42979-020-00389-4
5511,10.1007/s42979-020-00382-x
5512,10.1016/j.comcom.2010.05.006
5513,10.1016/j.comcom.2014.04.004
5514,10.1016/j.comcom.2016.12.011
5515,10.1016/j.comcom.2007.08.016
5516,10.1016/j.comcom.2013.03.006
5517,10.1016/j.comcom.2012.10.004
5518,10.1016/j.comnet.2012.09.011
5519,10.1016/j.comnet.2019.107070
5520,10.1016/j.compbiolchem.2020.107239
5521,10.1016/j.compbiolchem.2013.06.002
5522,10.1016/j.compchemeng.2016.03.014
5523,10.1016/j.compchemeng.2017.12.010
5524,10.1016/j.compbiomed.2016.05.017
5525,10.1016/j.compchemeng.2020.106810
5526,10.1016/j.compchemeng.2016.12.009
5527,10.1016/j.compenvurbsys.2019.101361
5528,10.1016/j.compenvurbsys.2015.07.006
5529,10.1016/j.compenvurbsys.2014.11.002
5530,10.1016/j.compenvurbsys.2017.08.004
5531,10.1016/j.cor.2017.04.013
5532,10.1016/j.cor.2016.01.009
5533,10.1016/j.cpc.2010.06.016
5534,10.1016/j.cor.2020.104921
5535,10.1016/j.cosrev.2020.100246
5536,10.1016/j.csda.2012.10.021
5537,10.1016/j.csda.2020.107163
5538,10.1016/j.csl.2010.05.005
5539,10.1016/j.cub.2017.04.051
5540,10.1016/j.cub.2013.03.015
5541,10.1016/j.dam.2013.09.017
5542,10.1016/j.datak.2011.11.004
5543,10.1016/j.datak.2012.09.002
5544,10.1016/j.datak.2015.05.001
5545,10.1016/j.datak.2019.101738
5546,10.1016/j.dam.2018.09.023
5547,10.1016/j.datak.2017.12.003
5548,10.1016/j.datak.2019.101777
5549,10.1016/j.dss.2015.09.004
5550,10.1016/j.dss.2017.02.010
5551,10.1016/j.dss.2011.01.011
5552,10.1016/j.ebiom.2017.11.028
5553,10.1016/j.dss.2012.08.010
5554,10.1016/j.ecocom.2019.100793
5555,10.1016/j.ecolind.2018.08.035
5556,10.1016/j.ecolind.2019.105866
5557,10.1016/j.ecolmodel.2008.12.011
5558,10.1016/j.ecolmodel.2013.10.002
5559,10.1016/j.edurev.2018.10.002
5560,10.1016/j.ecolmodel.2014.02.019
5561,10.1016/j.ecolmodel.2010.08.042
5562,10.1016/j.eiar.2014.03.003
5563,10.1016/j.econmod.2014.02.027
5564,10.1016/j.ejor.2015.04.002
5565,10.1016/j.ejor.2017.02.009
5566,10.1016/j.ejor.2016.10.033
5567,10.1016/j.ejor.2019.07.042
5568,10.1016/j.ejor.2010.08.012
5569,10.1016/j.ejor.2015.03.012
5570,10.1016/j.elerap.2012.01.002
5571,10.1016/j.endm.2013.07.063
5572,10.1016/j.eneco.2020.104997
5573,10.1016/j.engappai.2017.03.007
5574,10.1016/j.engappai.2019.103437
5575,10.1016/j.engappai.2019.08.003
5576,10.1016/j.envsci.2017.08.014
5577,10.1016/j.eswa.2009.12.088
5578,10.1016/j.eswa.2013.01.064
5579,10.1016/j.eswa.2014.11.029
5580,10.1016/j.eswa.2015.09.026
5581,10.1016/j.eswa.2016.11.011
5582,10.1016/j.eswa.2017.08.008
5583,10.1016/j.eswa.2017.10.058
5584,10.1016/j.eswa.2017.12.042
5585,10.1016/j.eswa.2019.113016
5586,10.1016/j.eswa.2020.113383
5587,10.1016/j.eswa.2020.114402
5588,10.1016/j.epidem.2016.01.001
5589,10.1016/j.eswa.2013.08.088
5590,10.1016/j.eswa.2014.03.024
5591,10.1016/j.eswa.2014.07.009
5592,10.1016/j.eswa.2016.01.019
5593,10.1016/j.eswa.2019.05.059
5594,10.1016/j.eswa.2019.113020
5595,10.1016/j.eswa.2020.114221
5596,10.1016/j.eswa.2020.114331
5597,10.1016/j.euroneuro.2016.09.368
5598,10.1016/j.eswa.2011.05.088
5599,10.1016/j.eswa.2014.05.014
5600,10.1016/j.eswa.2015.07.023
5601,10.1016/j.eswa.2019.112911
5602,10.1016/j.eswa.2017.02.012
5603,10.1016/j.eswa.2017.09.007
5604,10.1016/j.fishres.2018.04.008
5605,10.1016/j.fishres.2015.07.036
5606,10.1016/j.foodqual.2020.103870
5607,10.1016/b978-0-08-097086-8.43112-0
5608,10.1016/b978-0-08-045337-8.00308-9
5609,10.1016/j.future.2020.10.034
5610,10.1016/b978-0-08-102474-4.00023-6
5611,10.1016/j.future.2019.10.041
5612,10.1016/j.future.2020.10.004
5613,10.1016/j.future.2019.05.047
5614,10.1016/j.future.2014.06.005
5615,10.1016/j.future.2018.06.010
5616,10.1016/j.future.2019.05.061
5617,10.1016/b978-0-12-382229-1.00005-9
5618,10.1016/j.gene.2012.11.088
5619,10.1016/b978-0-12-381479-1.00015-0
5620,10.1016/j.gloenvcha.2015.04.003
5621,10.1016/b978-0-12-397025-1.00341-9
5622,10.1016/b978-0-12-405926-9.00007-1
5623,10.1016/b978-0-12-407908-3.00009-1
5624,10.1016/b978-0-12-382229-1.00007-2
5625,10.1016/b978-0-12-407908-3.00001-7
5626,10.1016/j.giq.2019.02.005
5627,10.1016/b978-0-12-417015-5.00004-9
5628,10.1016/j.habitatint.2015.06.016
5629,10.1016/b978-0-12-407908-3.10000-7
5630,10.1016/j.heliyon.2017.e00373
5631,10.1016/b978-0-12-407908-3.00011-x
5632,10.1016/b978-0-12-420002-9.00001-9
5633,10.1016/j.ieri.2014.09.098
5634,10.1016/j.ifacol.2017.08.1467
5635,10.1016/j.ijar.2019.08.005
5636,10.1016/j.ifacol.2019.12.193
5637,10.1016/j.ifacol.2016.07.922
5638,10.1016/j.ijdrr.2020.101870
5639,10.1016/b978-0-12-812665-3.00010-4
5640,10.1016/b978-0-12-809764-9.00013-5
5641,10.1016/b978-0-12-805353-9.00034-6
5642,10.1016/b978-0-12-819795-0.00007-4
5643,10.1016/b978-0-12-809633-8.90096-7
5644,10.1016/j.ijepes.2016.02.045
5645,10.1016/j.ijforecast.2013.11.001
5646,10.1016/b978-0-12-813838-0.00002-9
5647,10.1016/b978-0-12-819047-0.00015-9
5648,10.1016/b978-0-12-816055-8.00007-5
5649,10.1016/b978-0-12-819779-0.00003-4
5650,10.1016/b978-0-12-819350-1.00010-4
5651,10.1016/b978-0-12-818475-2.00019-2
5652,10.1016/j.ijinfomgt.2019.09.005
5653,10.1016/b978-0-12-819350-1.00014-1
5654,10.1016/j.ijpe.2014.07.025
5655,10.1016/b978-0-444-59520-1.50136-6
5656,10.1016/j.indmarman.2018.11.012
5657,10.1007/978-94-007-2792-2_34
5658,10.1007/978-94-007-2792-2_83
5659,10.1007/978-94-007-3858-4_2
5660,10.1007/978-94-007-5836-0_4
5661,10.1007/978-94-007-5857-5_80
5662,10.1186/s10194-021-01354-z
5663,10.1101/2021.12.08.471858
5664,10.1111/exsy.12921
5665,10.1016/j.engappai.2021.104573
5666,10.3280/fr2019-002004
5667,10.1016/j.patter.2021.100374
5668,10.1016/j.joi.2021.101226
5669,10.3390/risks9120224
5670,10.1086/693873
5671,10.3390/info12120501
5672,10.1007/978-3-030-91434-9_23
5673,10.24072/pcjournal.51
5674,10.1186/s40793-021-00392-z
5675,10.1126/scisignal.2000102
5676,10.1002/cpe.6669
5677,10.1093/comnet/cnab047
5678,10.1101/2021.12.22.21268269
5679,10.1007/978-3-030-89166-4_8
5680,10.20948/abrau-2021-2
5681,10.1007/s13278-021-00798-0
5682,10.1007/s11682-021-00574-w
5683,10.1007/978-981-16-7476-1_38
5684,10.1177/14738716211056036
5685,10.1073/pnas.2100482118
5686,10.1101/2021.10.21.465267
5687,10.1016/j.inffus.2021.10.002
5688,10.1186/s40649-021-00101-3
5689,10.1007/s11575-021-00454-x
5690,10.1016/j.procs.2021.08.093
5691,10.1101/2021.10.04.462969
