user_id,citing
3553,10.1007/978-3-030-59003-1_16
3554,10.1007/978-3-030-59003-1_17
3555,10.1007/978-3-030-59003-1_3
3556,10.1088/1742-5468/aabfc8
3557,10.1007/978-3-030-59019-2_13
3558,10.1007/978-3-030-59051-2_25
3559,10.1007/978-3-030-59065-9_1
3560,10.1088/1742-5468/aae02b
3561,10.1088/1742-5468/aaeb44
3562,10.1088/1742-5468/ab00eb
3563,10.1007/978-3-030-59212-7_14
3564,10.1088/1742-5468/ab16c5
3565,10.1007/978-3-030-59267-7_31
3566,10.1007/978-3-030-59354-4_13
3567,10.1007/978-3-030-59419-0_4
3568,10.1007/978-3-030-59612-5_18
3569,10.1007/978-3-319-66158-2_31
3570,10.1177/1461444820941183
3571,10.1007/978-3-319-66263-3_5
3572,10.1186/s12915-015-0125-5
3573,10.1007/978-3-030-34407-8_1
3574,10.1007/978-3-030-34407-8_2
3575,10.1098/rsif.2020.0608
3576,10.1088/1742-6596/1069/1/012123
3577,10.1088/1742-6596/1069/1/012124
3578,10.5209/clac.72653
3579,10.1007/978-981-15-5566-4_18
3580,10.1007/s00607-021-00948-4
3581,10.1088/1742-6596/1836/1/012031
3582,10.1007/s00607-021-00966-2
3583,10.1101/2020.12.07.20245415
3584,10.1007/978-3-030-34869-4_14
3585,10.1007/978-3-030-34971-4_21
3586,10.1007/978-3-319-66854-3_19
3587,10.1007/s12065-020-00391-y
3588,10.1016/j.entcom.2021.100410
3589,10.1111/psyp.13786
3590,10.1007/978-3-319-67077-5_36
3591,10.1007/978-3-319-67180-2_20
3592,10.1093/jamia/ocaa107
3593,10.1007/978-3-319-67217-5_5
3594,10.1007/978-3-319-67217-5_6
3595,10.1007/978-3-319-67256-4_28
3596,10.1007/978-3-319-67256-4_31
3597,10.1186/s12918-015-0173-z
3598,10.1177/2053951715598170
3599,10.1186/s12918-017-0412-6
3600,10.2751/jcac.20.104
3601,10.1177/2053951719835232
3602,10.1177/2053951719846634
3603,10.1186/s12918-018-0550-5
3604,10.1145/3239546
3605,10.1186/s12920-017-0259-0
3606,10.1177/2055207616642118
3607,10.1016/j.celrep.2021.108704
3608,10.1016/j.celrep.2021.109039
3609,10.1016/j.cels.2021.04.008
3610,10.1016/j.cels.2021.05.006
3611,10.1007/s11571-013-9251-3
3612,10.1016/j.cels.2021.05.012
3613,10.1177/2056305117693647
3614,10.1177/2056305117735752
3615,10.1177/2056305117748162
3616,10.1177/2056305118784780
3617,10.1177/2056305119865465
3618,10.1177/2056305119866008
3619,10.1177/2057047317691054
3620,10.1177/0894439315617262
3621,10.1177/0894439317721985
3622,10.1177/0894439319858679
3623,10.1101/2020.03.30.015925
3624,10.3233/jifs-189871
3625,10.1101/2020.03.31.018697
3626,10.1007/s11192-020-03527-0
3627,10.1007/s11192-020-03538-x
3628,10.1007/s11192-020-03576-5
3629,10.1007/s11192-020-03608-0
3630,10.1007/s00772-019-00572-9
3631,10.1101/2020.04.01.019851
3632,10.1007/s11036-012-0406-y
3633,10.1101/2020.04.01.020586
3634,10.1177/2059436419834124
3635,10.1101/2020.04.02.022525
3636,10.1101/2020.04.02.022566
3637,10.1007/s11036-018-0994-2
3638,10.1007/978-981-15-9700-8_1
3639,10.1007/978-3-319-68210-5_7
3640,10.1016/j.ins.2021.02.068
3641,10.1016/j.ins.2021.06.020
3642,10.1088/1742-6596/1168/3/032062
3643,10.1515/popets-2018-0033
3644,10.1016/j.comcom.2021.01.014
3645,10.1016/j.comcom.2021.03.012
3646,10.1016/j.comcom.2021.05.025
3647,10.1007/978-3-319-68321-8_30
3648,10.1890/12-1634.1
3649,10.1007/s11042-010-0605-0
3650,10.1007/978-3-319-68456-7_1
3651,10.1007/978-3-030-69403-6_3
3652,10.1890/13-0221.1
3653,10.1038/s41467-020-19894-4
3654,10.1007/978-3-319-68612-7_48
3655,10.3389/fpsyg.2021.626118
3656,10.3389/fpsyg.2021.647348
3657,10.1371/journal.pone.0224307
3658,10.1038/s41531-020-00144-9
3659,10.1038/s41540-020-00156-4
3660,10.1038/s41540-020-00158-2
3661,10.1007/978-3-319-68765-0_16
3662,10.1021/acs.jpca.0c11320
3663,10.1038/s41556-020-00607-4
3664,10.1890/15-0934
3665,10.1038/s41556-020-00617-2
3666,10.3233/ida-163156
3667,10.3233/ida-173561
3668,10.1101/2020.08.18.253427
3669,10.1007/s11042-017-4717-7
3670,10.1080/00343404.2014.923093
3671,10.1007/s11042-017-5175-y
3672,10.1890/es14-00201.1
3673,10.1101/2020.08.20.259697
3674,10.1007/s00778-018-0498-5
3675,10.1007/s11042-017-5404-4
3676,10.1111/gean.12224
3677,10.1007/s00779-013-0656-0
3678,10.1101/2020.08.24.252536
3679,10.1038/s41586-020-2922-4
3680,10.1038/s41586-020-2941-1
3681,10.1007/s00779-019-01208-1
3682,10.1038/s41587-020-0591-3
3683,10.1007/s00779-019-01276-3
3684,10.1038/s41596-020-00409-w
3685,10.1101/2020.08.26.268359
3686,10.1016/j.hcc.2021.100006
3687,10.1101/2020.08.27.270835
3688,10.1007/s11042-019-08046-6
3689,10.1007/s11042-019-08057-3
3690,10.1088/1742-6596/221/1/012012
3691,10.1088/1742-6596/221/1/012013
3692,10.1007/s11042-019-7304-2
3693,10.1007/s11590-014-0818-7
3694,10.1016/j.swevo.2021.100885
3695,10.1007/s11042-019-7472-0
3696,10.1080/03906701.2019.1641270
3697,10.1101/2020.09.01.267211
3698,10.1016/j.drugalcdep.2021.108509
3699,10.1101/2020.09.02.278804
3700,10.1101/2020.09.02.279349
3701,10.1186/s12936-019-2736-8
3702,10.1007/978-3-030-77246-8_19
3703,10.1186/s12936-019-2968-7
3704,10.1101/2020.09.04.282095
3705,10.1101/2020.09.04.283812
3706,10.3389/fphys.2020.00422
3707,10.1007/978-3-319-69710-9_12
3708,10.1038/s41598-020-76313-w
3709,10.1162/qss_a_00055
3710,10.3233/jad-180394
3711,10.1007/978-3-030-81854-8_1
3712,10.1007/978-3-030-81854-8_7
3713,10.1145/3358695.3360894
3714,10.1145/3358695.3361106
3715,10.1038/s41598-020-76916-3
3716,10.1038/s41598-020-76935-0
3717,10.1007/s11042-021-10880-6
3718,10.1007/s11047-015-9529-y
3719,10.1177/0899764018819869
3720,10.1007/978-3-319-70093-9_10
3721,10.3233/jcm-180846
3722,10.3233/jcs-160553
3723,10.1007/s00787-019-01283-y
3724,10.3390/systems8030023
3725,10.1007/978-3-319-70139-4_35
3726,10.1142/s0217984920504084
3727,10.3233/jifs-169214
3728,10.3233/jifs-169242
3729,10.1186/s12943-015-0475-1
3730,10.1007/978-981-15-4944-1_11
3731,10.1007/978-981-15-4944-1_9
3732,10.3233/jifs-17682
3733,10.1038/s41598-020-78574-x
3734,10.3233/jifs-179192
3735,10.1155/2020/7096230
3736,10.1177/2329496514524543
3737,10.1177/2329496517704859
3738,10.1080/09654313.2021.1914555
3739,10.1007/s00799-018-0243-0
3740,10.1145/3106426.3106467
3741,10.1145/3106426.3106479
3742,10.1145/3106426.3115589
3743,10.1145/3107411.3110409
3744,10.1145/3110025.3110052
3745,10.1145/3121050.3121091
3746,10.1088/1741-2552/ab79f5
3747,10.1002/aic.17205
3748,10.7554/elife.51254
3749,10.1108/itp-10-2020-0682
3750,10.1038/s42255-020-00318-y
3751,10.1002/cae.22328
3752,10.1007/978-3-030-44584-3_11
3753,10.1007/978-3-030-44584-3_17
3754,10.1007/978-3-030-44584-3_24
3755,10.1007/978-3-030-44584-3_41
3756,10.5817/cp2021-2-6
3757,10.1007/978-3-030-44711-3_19
3758,10.1080/07294360.2016.1160877
3759,10.1186/s12859-021-03966-3
3760,10.1186/s12859-021-04012-y
3761,10.1186/s12859-021-04075-x
3762,10.1186/s12859-021-04116-5
3763,10.1061/(asce)co.1943-7862.0001928
3764,10.1186/s12859-021-04213-5
3765,10.1186/s12859-021-04136-1
3766,10.1186/s12859-021-04279-1
3767,10.1111/deci.12470
3768,10.1007/978-3-319-70284-1_26
3769,10.1007/978-3-319-70284-1_32
3770,10.3233/nre-182428
3771,10.1007/978-3-030-45439-5_49
3772,10.1007/978-3-030-45697-9_53
3773,10.1007/s11606-019-04978-9
3774,10.1145/3313374
3775,10.1007/s11682-020-00346-y
3776,10.3233/web-170362
3777,10.3233/web-190416
3778,10.1177/2399808319870816
3779,10.5194/bg-13-3091-2016
3780,10.1007/s10664-016-9430-z
3781,10.1007/s10664-018-9657-y
3782,10.1007/s10664-019-09685-x
3783,10.1016/j.anbehav.2021.02.008
3784,10.1016/j.anbehav.2021.04.024
3785,10.7717/peerj.10815
3786,10.1007/978-3-319-71273-4_8
3787,10.1007/s11625-012-0185-1
3788,10.1007/s41109-020-00296-w
3789,10.1007/s41109-020-00300-3
3790,10.1007/s41109-020-00302-1
3791,10.1007/s41109-020-00312-z
3792,10.1007/s41109-020-00316-9
3793,10.1007/s41109-020-00317-8
3794,10.1007/s41109-020-00321-y
3795,10.1007/s11625-018-0643-5
3796,10.1007/s10734-020-00600-8
3797,10.1016/j.jfs.2020.100810
3798,10.1038/s41551-021-00757-2
3799,10.1038/s41556-021-00694-x
3800,10.1137/19m1270446
3801,10.5194/cp-13-1593-2017
3802,10.3390/su12062204
3803,10.1007/978-3-319-71970-2_10
3804,10.1145/3292500.3330689
3805,10.1145/3292500.3330702
3806,10.1145/3292500.3330721
3807,10.1145/3292500.3330778
3808,10.1145/3292500.3330971
3809,10.1145/3292500.3330992
3810,10.1074/mcp.ra120.002275
3811,10.1145/3297280.3297341
3812,10.1007/978-3-319-02999-3_1
3813,10.1145/3297280.3297482
3814,10.1002/cyto.a.23919
3815,10.1007/978-3-319-72150-7_1
3816,10.1007/978-3-319-72150-7_11
3817,10.1007/978-3-319-72150-7_14
3818,10.1007/978-3-319-72150-7_19
3819,10.1007/978-3-319-72150-7_21
3820,10.1007/978-3-319-72150-7_23
3821,10.1007/978-3-319-72150-7_24
3822,10.1007/978-3-319-72150-7_33
3823,10.1002/cyto.a.23952
3824,10.1007/978-3-319-72150-7_47
3825,10.1007/978-3-319-72150-7_60
3826,10.1007/978-3-319-72150-7_67
3827,10.1007/978-3-319-72150-7_68
3828,10.1007/978-3-319-72150-7_78
3829,10.1007/978-3-319-72150-7_82
3830,10.1007/978-3-319-72150-7_86
3831,10.1007/978-3-319-72150-7_93
3832,10.1007/978-3-319-72150-7_95
3833,10.5194/esd-5-1-2014
3834,10.1007/978-3-319-03260-3_16
3835,10.1007/978-3-319-03260-3_17
3836,10.1007/978-3-319-72344-0_19
3837,10.1007/978-3-319-03689-2_1
3838,10.1016/j.matpr.2020.12.1222
3839,10.1007/978-3-319-72434-8_20
3840,10.1007/978-3-319-03780-6_13
3841,10.1063/1.5144139
3842,10.1007/s11063-016-9511-4
3843,10.1007/978-3-319-72926-8_24
3844,10.20965/jaciii.2019.p0577
3845,10.1007/s00181-021-02062-y
3846,10.5194/gmd-8-3321-2015
3847,10.1038/s41598-020-62204-7
3848,10.3389/fphys.2020.612598
3849,10.1007/978-3-319-73198-8_18
3850,10.1007/978-3-319-73198-8_27
3851,10.1371/journal.pbio.1002328
3852,10.1186/s12859-020-3482-1
3853,10.1186/s12859-020-3486-x
3854,10.1111/pirs.12517
3855,10.20982/tqmp.15.2.p056
3856,10.3389/fphys.2020.587994
3857,10.1145/3384473
3858,10.1145/3385415
3859,10.1021/acs.analchem.1c02042
3860,10.1073/pnas.1918387117
3861,10.1007/978-3-319-73450-7_80
3862,10.1007/s12571-021-01190-8
3863,10.1007/978-3-319-73521-4_4
3864,10.1007/978-3-319-73618-1_43
3865,10.1371/journal.pbio.3000316
3866,10.1007/978-3-030-43070-2_5
3867,10.1186/s12976-019-0103-7
3868,10.1371/journal.pbio.3000393
3869,10.1080/09644016.2020.1817291
3870,10.1007/978-3-319-73795-9_6
3871,10.1007/978-3-319-73888-8_56
3872,10.1038/s41598-020-67970-y
3873,10.1371/journal.pcbi.1000748
3874,10.2196/14605
3875,10.1007/s12559-018-9585-6
3876,10.1088/1748-9326/7/3/034007
3877,10.1038/s41598-020-68255-0
3878,10.1371/journal.pcbi.1001139
3879,10.1007/s12561-017-9208-x
3880,10.1007/978-3-319-74412-4_7
3881,10.1007/978-3-319-74433-9_19
3882,10.1007/978-3-662-58464-4_4
3883,10.1017/s0031182021000640
3884,10.1088/1748-9326/aabf23
3885,10.1371/journal.pcbi.1003171
3886,10.1371/journal.pcbi.1003491
3887,10.1007/s00278-020-00463-5
3888,10.3390/su13105579
3889,10.1002/9781118786352.wbieg0605
3890,10.1371/journal.pcbi.1003712
3891,10.1093/gbe/evaa041
3892,10.1371/journal.pcbi.1003887
3893,10.1080/07360932.2019.1601121
3894,10.1063/5.0018980
3895,10.1371/journal.pcbi.1004120
3896,10.1007/s11067-017-9377-7
3897,10.1007/s11067-018-9425-y
3898,10.1007/s11067-019-09476-3
3899,10.5194/npg-21-763-2014
3900,10.1007/978-3-319-03973-2_33
3901,10.1002/9781119008989.biblio
3902,10.5194/npg-24-113-2017
3903,10.5194/npg-26-251-2019
3904,10.1017/aaq.2021.5
3905,10.2139/ssrn.3785416
3906,10.1016/j.prevetmed.2021.105260
3907,10.1371/journal.pone.0230250
3908,10.1016/j.compenvurbsys.2021.101621
3909,10.1016/j.compenvurbsys.2021.101625
3910,10.1038/s41598-020-63552-0
3911,10.1142/s0218843019300031
3912,10.1088/1751-8113/44/49/495102
3913,10.3390/info12020070
3914,10.3390/info12040170
3915,10.3390/info12030113
3916,10.3390/info12060221
3917,10.1007/978-3-319-04960-1_37
3918,10.1088/1751-8113/46/45/455102
3919,10.1038/s41598-020-64548-6
3920,10.1088/1751-8113/47/16/165101
3921,10.1179/1743131x13y.0000000069
3922,10.1177/0962280219859026
3923,10.1038/s41598-020-64929-x
3924,10.1371/journal.pcbi.1004466
3925,10.1371/journal.pcbi.1004472
3926,10.1371/journal.pcbi.1004533
3927,10.1371/journal.pcbi.1004608
3928,10.1371/journal.pcbi.1004765
3929,10.1371/journal.pcbi.1004778
3930,10.3390/en13184621
3931,10.1371/journal.pcbi.1005033
3932,10.1007/978-981-15-5925-9_3
3933,10.1371/journal.pcbi.1005055
3934,10.1007/978-3-319-75193-1_64
3935,10.3389/fphy.2020.00085
3936,10.7554/elife.48994
3937,10.7554/elife.49501
3938,10.1080/21670811.2021.1938165
3939,10.7554/elife.49720
3940,10.1126/sciadv.abc6747
3941,10.1371/journal.pcbi.1005647
3942,10.3390/en13215586
3943,10.1371/journal.pcbi.1005816
3944,10.1126/sciadv.abh1303
3945,10.1126/sciadv.abi4717
3946,10.1080/10618600.2020.1824870
3947,10.1371/journal.pcbi.1005989
3948,10.1371/journal.pcbi.1006026
3949,10.1002/mds.27417
3950,10.1162/jocn_a_01590
3951,10.3390/ijerph17093108
3952,10.1007/s10044-016-0550-2
3953,10.1371/journal.pcbi.1006421
3954,10.1371/journal.pcbi.1006497
3955,10.1371/journal.pcbi.1006807
3956,10.1371/journal.pcbi.1006934
3957,10.1371/journal.pcbi.1007100
3958,10.1371/journal.pcbi.1007124
3959,10.1371/journal.pcbi.1007162
3960,10.1080/07391102.2015.1077736
3961,10.1007/978-3-319-76111-4_34
3962,10.1016/j.ipm.2021.102593
3963,10.1007/978-3-030-54994-7_11
3964,10.1080/07391102.2018.1562985
3965,10.1162/netn_a_00127
3966,10.1162/netn_a_00133
3967,10.1162/netn_a_00136
3968,10.1007/s11081-019-09450-5
3969,10.1007/978-3-030-55814-7_17
3970,10.1007/978-3-319-75429-1_7
3971,10.1007/978-3-319-76941-7_3
3972,10.21078/jssi-2018-366-10
3973,10.1007/s12626-016-0062-y
3974,10.1002/meet.2014.14505101168
3975,10.1080/0740817x.2015.1078523
3976,10.1515/opli-2021-0012
3977,10.7222/marketing.2021.016
3978,10.1007/s13721-021-00323-5
3979,10.3233/web-190418
3980,10.1007/978-3-319-05401-8_1
3981,10.1007/978-3-319-05401-8_13
3982,10.1007/978-3-319-05401-8_15
3983,10.1007/978-3-319-05401-8_2
3984,10.1007/978-3-319-05401-8_25
3985,10.1007/978-3-319-05401-8_29
3986,10.3917/mana.222.0176
3987,10.1007/978-3-319-05579-4_43
3988,10.1142/s0219024920500533
3989,10.1007/978-3-319-05696-8_3
3990,10.1007/978-3-319-05813-9_20
3991,10.1007/978-3-319-05813-9_40
3992,10.1007/978-3-319-05885-6_2
3993,10.1007/978-3-319-05912-9_6
3994,10.1002/9781119378952.ch14
3995,10.1080/10646175.2021.1878478
3996,10.1007/s00371-021-02058-w
3997,10.21105/joss.00960
3998,10.1007/s40747-021-00335-8
3999,10.1101/743732
