user_id,citing
4658,10.1007/s10844-014-0315-6
4659,10.1145/3338906.3338973
4660,10.1145/3338906.3342483
4661,10.1007/s10844-017-0451-x
4662,10.1007/s10844-017-0480-5
4663,10.1007/s10844-018-0521-8
4664,10.1007/s10844-018-0522-7
4665,10.1007/s10844-019-00545-0
4666,10.1145/3356395.3365539
4667,10.1016/j.jtrangeo.2021.102977
4668,10.1016/j.jtrangeo.2021.103110
4669,10.1007/978-3-319-13186-3_49
4670,10.1007/s11655-021-3336-3
4671,10.1177/1090198117739673
4672,10.1145/3416013.3426459
4673,10.1145/3423067
4674,10.1186/s12864-021-07659-2
4675,10.1145/3428658.3431077
4676,10.1038/s41596-020-0400-y
4677,10.1145/3430984.3431028
4678,10.1371/journal.pone.0032210
4679,10.1007/s12054-020-00317-z
4680,10.1093/gigascience/giaa102
4681,10.1002/essoar.10503716.1
4682,10.1093/bioinformatics/btaa172
4683,10.1093/bioinformatics/btaa233
4684,10.1101/2021.04.14.439569
4685,10.1101/2021.04.16.440115
4686,10.1101/2021.04.16.440238
4687,10.1101/2021.04.18.440319
4688,10.1101/2021.04.20.21255677
4689,10.1101/2021.04.22.441027
4690,10.1101/2021.04.24.441206
4691,10.1101/2021.04.26.441344
4692,10.1147/jrd.2014.2336177
4693,10.1371/journal.pone.0033255
4694,10.1101/2021.04.28.441890
4695,10.1101/2021.05.02.441899
4696,10.1177/1094428114562629
4697,10.1101/2021.05.03.442497
4698,10.1016/j.asoc.2021.107175
4699,10.1016/j.asoc.2021.107507
4700,10.1371/journal.pone.0033721
4701,10.1007/s11219-018-9430-x
4702,10.1002/cpe.5537
4703,10.1002/cpe.5624
4704,10.1007/s11222-016-9713-7
4705,10.1007/978-3-7091-1340-0_10
4706,10.1007/978-3-7091-1340-0_9
4707,10.1007/s11222-018-9832-4
4708,10.1371/journal.pone.0034368
4709,10.1007/978-3-030-03520-4_4
4710,10.1177/1096348016640588
4711,10.23919/mipro.2018.8400175
4712,10.1145/3358528.3358569
4713,10.1080/09537287.2018.1494345
4714,10.1145/3359852.3359940
4715,10.1145/3360498
4716,10.1007/978-1-4939-7131-2_110151
4717,10.1007/978-1-4939-7131-2_110153
4718,10.1007/978-1-4939-7131-2_110185
4719,10.1007/978-1-4939-7131-2_138
4720,10.1007/978-1-4939-7131-2_255
4721,10.1007/978-1-4939-7131-2_26
4722,10.1007/978-1-4939-7131-2_299
4723,10.1007/978-1-4939-7131-2_350
4724,10.1007/978-1-4939-7131-2_374
4725,10.1145/3362125.3362132
4726,10.1145/3362743.3362959
4727,10.1155/2020/6612848
4728,10.1145/3365109.3368793
4729,10.3389/fmicb.2019.02721
4730,10.1007/s13369-015-1905-5
4731,10.1080/09538259.2018.1449619
4732,10.1007/978-3-030-05411-3_28
4733,10.1007/978-3-030-05414-4_5
4734,10.1371/journal.pone.0037507
4735,10.3389/fmicb.2020.00047
4736,10.1155/2020/8810016
4737,10.1007/s00163-020-00342-9
4738,10.1186/s12859-020-03800-2
4739,10.1007/s11227-019-02765-1
4740,10.1016/j.ynstr.2021.100345
4741,10.1155/2020/8835981
4742,10.1371/journal.pone.0039052
4743,10.1002/nla.2326
4744,10.3389/fimmu.2019.01305
4745,10.1029/2019wr025598
4746,10.18632/aging.203124
4747,10.12688/f1000research.52460.1
4748,10.1155/2020/8881881
4749,10.1017/nws.2020.11
4750,10.1155/2020/9649310
4751,10.1038/s41396-021-00926-w
4752,10.1155/2021/5354170
4753,10.1038/s41587-020-0465-8
4754,10.1007/978-3-319-13359-1_21
4755,10.1108/978-1-80043-762-320211005
4756,10.1002/minf.201600059
4757,10.1101/2020.05.28.20115709
4758,10.1155/2021/1282957
4759,10.1155/2021/1283012
4760,10.1007/s11357-020-00245-6
4761,10.1371/journal.pone.0233296
4762,10.1007/978-3-319-13560-1_90
4763,10.1007/s10439-018-2022-x
4764,10.1007/s11235-015-0106-6
4765,10.2196/17813
4766,10.1007/978-3-319-13734-6_20
4767,10.1007/978-3-319-13734-6_27
4768,10.1007/978-3-319-13734-6_3
4769,10.3390/s21051733
4770,10.1007/s11235-017-0403-3
4771,10.1007/978-3-319-14078-0_35
4772,10.1016/j.jhazmat.2021.125956
4773,10.1016/j.jhazmat.2021.126384
4774,10.1111/desc.12934
4775,10.3389/fpsyt.2020.579339
4776,10.1007/978-3-319-14445-0_38
4777,10.1371/journal.pone.0248037
4778,10.1021/acs.jproteome.1c00150
4779,10.1007/978-3-319-14609-6_5
4780,10.1002/9781119751809.ch12
4781,10.3233/aic-150687
4782,10.1080/10286608.2021.1925654
4783,10.1145/3336191.3371800
4784,10.1145/3336191.3371862
4785,10.1007/978-3-030-46150-8_9
4786,10.1016/j.jksuci.2021.07.006
4787,10.2196/15527
4788,10.2196/16348
4789,10.2196/17503
4790,10.1016/j.bpj.2021.02.047
4791,10.1145/1851275.1851227
4792,10.1063/5.0004344
4793,10.1016/j.xpro.2021.100699
4794,10.1007/s13595-013-0349-x
4795,10.1088/2632-072x/abc96a
4796,10.1088/2632-072x/abb4c6
4797,10.1214/13-ss103
4798,10.1007/978-3-030-41251-7_2
4799,10.1007/978-3-030-41251-7_3
4800,10.1214/14-aoas760
4801,10.1007/s10462-018-9657-8
4802,10.1007/s10462-018-9675-6
4803,10.1093/intimm/dxab027
4804,10.1039/d0nh00693a
4805,10.1007/s11301-019-00175-4
4806,10.1080/03050629.2021.1860034
4807,10.1007/s13721-015-0104-3
4808,10.1093/gbe/evy209
4809,10.1080/03081079.2020.1863394
4810,10.1158/0008-5472.can-19-1084
4811,10.1007/s13735-014-0055-y
4812,10.1080/10494820.2021.1916768
4813,10.1088/1741-2552/abd684
4814,10.3390/tropicalmed5020064
4815,10.1002/jtr.2343
4816,10.3390/informatics7040047
4817,10.1088/1741-2552/ab6040
4818,10.1080/13645579.2019.1704356
4819,10.1007/s00248-021-01719-6
4820,10.1007/s13171-021-00257-0
4821,10.1162/dint_a_00057
4822,10.1049/ipr2.12242
4823,10.15195/v6.a8
4824,10.1007/978-3-030-02511-3_2
4825,10.1007/978-3-030-02511-3_3
4826,10.1007/978-3-030-02511-3_39
4827,10.1007/978-3-030-02511-3_8
4828,10.1007/978-3-030-02511-3_9
4829,10.1093/bib/bbaa205
4830,10.1093/bib/bbaa216
4831,10.1007/978-3-319-95810-1_13
4832,10.1007/s10618-020-00709-5
4833,10.1007/s10618-020-00716-6
4834,10.1016/j.ress.2021.107589
4835,10.1007/978-3-319-96133-0_18
4836,10.1145/3287624.3288740
4837,10.1145/3289402.3289524
4838,10.1145/3289600.3290976
4839,10.1145/3289600.3291033
4840,10.3389/fmicb.2020.524828
4841,10.1007/s11042-019-08494-0
4842,10.1101/2020.07.02.184549
4843,10.1007/s11042-020-08700-4
4844,10.1101/2020.07.03.166413
4845,10.3389/fmicb.2020.567431
4846,10.1038/s41582-021-00529-1
4847,10.3389/fmicb.2020.588263
4848,10.1101/2020.07.08.188011
4849,10.1101/2020.07.08.193946
4850,10.1007/978-3-319-96890-2_7
4851,10.1007/978-3-319-96890-2_8
4852,10.1101/2020.07.10.194647
4853,10.3390/md19060286
4854,10.1007/978-3-319-96983-1_49
4855,10.1101/2020.07.11.193458
4856,10.1101/2020.07.12.198747
4857,10.1007/s41060-019-00204-1
4858,10.1111/gean.12278
4859,10.1007/s41066-019-00207-0
4860,10.1007/s41095-019-0157-9
4861,10.1016/j.wasman.2021.03.035
4862,10.1101/2020.07.15.205062
4863,10.1111/jne.12891
4864,10.1101/2020.07.20.211516
4865,10.1017/dsj.2019.20
4866,10.1101/2020.04.06.027904
4867,10.1101/2020.04.09.033308
4868,10.1007/978-3-030-40907-4_22
4869,10.1007/978-3-030-40943-2_19
4870,10.1007/978-3-030-40943-2_20
4871,10.1007/978-3-030-40943-2_30
4872,10.1177/0265532220927487
4873,10.1186/s13073-020-00786-7
4874,10.1101/2020.04.14.040519
4875,10.1007/978-3-319-23525-7_40
4876,10.1101/2020.04.14.041137
4877,10.1177/0020294020952469
4878,10.1101/2020.04.15.043737
4879,10.1007/978-3-030-45691-7_45
4880,10.1007/978-3-030-45784-6_5
4881,10.1007/978-3-030-45885-0_8
4882,10.17645/mac.v8i3.3155
4883,10.1101/2020.04.20.050146
4884,10.17645/mac.v8i4.3164
4885,10.1038/s41598-021-81547-3
4886,10.1080/17439884.2020.1707222
4887,10.1007/s10618-020-00681-0
4888,10.1007/s10618-020-00683-y
4889,10.1093/llc/fqx024
4890,10.1007/s10479-021-04045-9
4891,10.1145/3434747
4892,10.1145/3437963.3441789
4893,10.1145/3437963.3441835
4894,10.1093/ehjdh/ztab042
4895,10.2196/preprints.28114
4896,10.1073/pnas.1904470116
4897,10.2196/preprints.30529
4898,10.2196/preprints.30030
4899,10.2196/preprints.30642
4900,10.1073/pnas.1909827116
4901,10.1007/978-981-15-5113-0_57
4902,10.1038/s42254-020-00264-4
4903,10.1038/s42256-021-00333-y
4904,10.1093/nar/gky834
4905,10.1038/s43587-021-00079-7
4906,10.1038/s43588-021-00099-8
4907,10.1073/pnas.1913042117
4908,10.1080/03088839.2020.1788731
4909,10.1186/s12984-020-00755-6
4910,10.18276/pdp.2017.39-08
4911,10.1017/dsj.2020.6
4912,10.1111/biom.13201
4913,10.1093/molbev/msab044
4914,10.1007/978-981-15-8599-9_47
4915,10.1016/j.jnca.2021.103083
4916,10.1016/j.jnca.2021.103151
4917,10.1038/s41598-020-74259-7
4918,10.1111/1462-2920.15054
4919,10.3390/app10207214
4920,10.1038/s41598-020-75029-1
4921,10.1038/s41598-020-75396-9
4922,10.1590/1982-2553202151423
4923,10.1101/2020.06.04.105700
4924,10.1101/2020.06.04.132324
4925,10.1101/2020.06.04.134536
4926,10.1101/2020.06.06.137570
4927,10.2478/jdis-2018-0008
4928,10.1101/2020.06.09.142166
4929,10.1101/2020.06.09.142695
4930,10.1080/1941126x.2020.1790952
4931,10.1155/2021/3265843
4932,10.1155/2021/5517204
4933,10.1101/2020.06.12.143834
4934,10.1101/2020.06.12.148304
4935,10.1155/2021/5537651
4936,10.1080/08941920.2020.1802540
4937,10.14778/2809974.2809980
4938,10.1002/ajp.23127
4939,10.1089/big.2019.0143
4940,10.1111/1468-5973.12321
4941,10.1209/0295-5075/133/48001
4942,10.1242/dev.183855
4943,10.1007/978-3-030-74251-5_26
4944,10.1007/978-3-030-74251-5_28
4945,10.1101/2021.02.15.431255
4946,10.1101/2021.02.16.431357
4947,10.1101/2021.02.16.21251641
4948,10.1101/2021.02.16.431421
4949,10.1101/2021.02.17.21251558
4950,10.1101/2021.02.18.431337
4951,10.1101/2021.02.24.21252361
4952,10.1101/2021.02.24.432563
4953,10.1101/2021.02.25.21252496
4954,10.1101/2021.02.25.432887
4955,10.1101/2021.03.03.433667
4956,10.1101/2021.03.03.433815
4957,10.1101/2021.03.03.433828
4958,10.1145/3412841.3442016
4959,10.1145/3412841.3442140
4960,10.1145/3418036
4961,10.1145/3412841.3442081
4962,10.1007/s12539-020-00371-x
4963,10.1145/3466933.3466987
4964,10.1007/s00779-020-01411-5
4965,10.23919/jsc.2021.0001
4966,10.1111/cas.14350
4967,10.1186/s42238-020-00028-y
4968,10.1074/mcp.ra119.001912
4969,10.1016/j.ajhg.2021.04.009
4970,10.1142/s0218001421590060
4971,10.3390/ijerph18041505
4972,10.3390/ijerph18073370
4973,10.3390/ijerph18073815
4974,10.1080/17538157.2021.1923501
4975,10.1007/978-3-030-75768-7_9
4976,10.1007/978-3-030-76228-5_28
4977,10.1007/978-3-030-76228-5_37
4978,10.3233/efi-211513
4979,10.1111/ijcs.12605
4980,10.1016/j.eswa.2021.114682
4981,10.1016/j.eswa.2021.114709
4982,10.1016/j.eswa.2021.114913
4983,10.1016/j.eswa.2021.115377
4984,10.1016/j.eswa.2021.115544
4985,10.1016/j.cub.2021.06.047
4986,10.1007/978-3-030-74664-3_4
4987,10.1007/978-3-030-74664-3_6
4988,10.1007/978-3-030-74837-1_13
4989,10.1007/978-3-030-75078-7_6
4990,10.1038/s41587-021-00935-2
4991,10.1038/s41588-021-00801-6
4992,10.3390/ijerph17155440
4993,10.3390/mti5020005
4994,10.1073/pnas.1922248117
4995,10.4018/978-1-7998-9020-1.ch052
4996,10.4018/978-1-7998-9020-1.ch004
4997,10.1038/s41587-020-0709-7
4998,10.5209/reve.75566
4999,10.1098/rsos.201734
