user_id,citing
1001,10.1098/rsos.160162
1002,10.3390/su10051380
1003,10.1109/chicc.2015.7260991
1004,10.1109/chicc.2016.7553252
1005,10.3390/su10051573
1006,10.1109/chicc.2016.7554832
1007,10.1098/rsos.170433
1008,10.1007/978-981-13-6605-5_5
1009,10.1007/978-981-13-6621-5_13
1010,10.1007/s00253-019-10214-5
1011,10.1016/j.pubrev.2017.08.001
1012,10.3390/su10072353
1013,10.3390/su10082921
1014,10.3390/su10093173
1015,10.1098/rsos.180749
1016,10.1155/2019/8292485
1017,10.3390/su10093346
1018,10.1093/brain/awx163
1019,10.1093/brain/awz009
1020,10.3390/su10103785
1021,10.1098/rsos.182103
1022,10.1098/rsos.190214
1023,10.1093/brain/awz270
1024,10.1109/thms.2015.2503290
1025,10.4018/978-1-7998-0417-8.ch045
1026,10.1111/gean.12143
1027,10.1109/ths.2015.7225331
1028,10.1109/ths.2016.7568930
1029,10.1527/tjsai.f-k45
1030,10.1109/cicn.2013.99
1031,10.3390/su10124431
1032,10.1007/978-981-13-7729-7_6
1033,10.1109/cidm.2014.7008660
1034,10.1109/cidm.2014.7008675
1035,10.3390/su11010196
1036,10.1007/978-981-13-8134-8_15
1037,10.1002/eat.22878
1038,10.1109/isb.2014.6990745
1039,10.1109/cip.2012.6232938
1040,10.1111/geoj.12319
1041,10.1038/npp.2014.169
1042,10.1021/ja311077u
1043,10.1109/isbi.2017.7950572
1044,10.1021/ct3008217
1045,10.1109/isc2.2016.7580776
1046,10.1109/cisis.2016.44
1047,10.1007/s11063-019-10170-1
1048,10.1007/978-3-642-16089-9_1
1049,10.1002/ece3.1997
1050,10.1002/wcc.229
1051,10.1016/j.radphyschem.2016.08.010
1052,10.1038/npp.2017.65
1053,10.3389/fpsyt.2018.00365
1054,10.1007/978-3-642-16318-0_27
1055,10.1007/978-3-642-54568-9_24
1056,10.3390/su11102975
1057,10.3390/su11113187
1058,10.1111/glob.12097
1059,10.1111/glob.12130
1060,10.1111/glob.12259
1061,10.1007/978-981-13-9190-3_12
1062,10.1109/cist.2016.7805052
1063,10.3390/su11133521
1064,10.1109/cit.2016.63
1065,10.1109/cit/iucc/dasc/picom.2015.335
1066,10.3390/su11164393
1067,10.1109/clei.2015.7359986
1068,10.1109/clei.2016.7833402
1069,10.1007/978-981-15-0118-0_5
1070,10.1140/epjds/s13688-015-0044-2
1071,10.1140/epjds/s13688-015-0046-0
1072,10.1140/epjds/s13688-015-0047-z
1073,10.1140/epjds/s13688-015-0048-y
