user_id,citing
6001,10.1587/transinf.2017edp7143
6002,10.1590/0102-311x00076118
6003,10.1017/s0020818316000163
6004,10.1590/0104-530x1885-16
6005,10.7821/naer.2019.7.393
6006,10.1007/978-3-030-93409-5_6
6007,10.1007/978-3-030-93409-5_5
6008,10.1007/978-3-030-93409-5_55
6009,10.1007/978-3-030-93413-2_35
6010,10.1007/978-3-030-96960-8_11
6011,10.3390/nano12040704
6012,10.1007/978-3-030-93409-5_10
6013,10.1007/978-3-030-93413-2_13
6014,10.1007/978-3-030-93413-2_58
6015,10.1007/978-3-030-93413-2_9
6016,10.1016/j.parco.2022.102898
6017,10.1016/j.scitotenv.2021.152365
6018,10.1093/g3journal/jkab437
6019,10.1007/978-3-030-96960-8_5
6020,10.1093/texcom/tgab062
6021,10.1145/3487351.3490960
6022,10.1145/3487351.3488354
6023,10.1016/j.gpb.2020.11.006
6024,10.1002/bmb.20861
6025,10.1002/brb3.504
6026,10.1002/brb3.834
6027,10.1002/brb3.893
6028,10.1002/cam4.1965
6029,10.5209/infe.66089
6030,10.1007/978-981-15-7394-1_17
6031,10.1007/978-981-15-7834-2_57
6032,10.7717/peerj-cs.276
6033,10.9728/dcs.2020.21.6.1159
6034,10.1007/s00477-020-01916-8
6035,10.1007/s00521-020-05611-1
6036,10.1007/s10071-020-01448-2
6037,10.1007/s10489-020-01999-4
6038,10.1007/s10489-020-02059-7
6039,10.1007/s10489-020-02029-z
6040,10.1007/s10489-020-01962-3
6041,10.1007/s10708-020-10341-x
6042,10.1007/s10844-020-00625-6
6043,10.1007/s10844-020-00632-7
6044,10.1007/s11042-020-09872-9
6045,10.1007/s11192-020-03803-z
6046,10.1007/s11192-020-03811-z
6047,10.1007/s11252-020-01080-5
6048,10.1007/s11229-020-02915-6
6049,10.1007/s11227-020-03510-9
6050,10.1007/s11192-020-03807-9
6051,10.1016/j.cmpb.2017.02.016
6052,10.1016/j.cmpb.2018.02.014
6053,10.1007/s13278-020-00655-6
6054,10.1007/s12652-020-02681-w
6055,10.1016/j.cnsns.2014.07.002
6056,10.1007/s13198-020-01048-w
6057,10.1016/j.cmpb.2013.07.029
6058,10.1016/j.cmpb.2017.06.015
6059,10.1016/j.cnsns.2020.105689
6060,10.1007/s41109-020-00332-9
6061,10.1007/s41109-020-00334-7
6062,10.1007/s41109-020-00341-8
6063,10.1007/s41109-020-00329-4
6064,10.1007/s41109-020-00315-w
6065,10.1007/s42979-020-00382-x
6066,10.1007/s42979-020-00393-8
6067,10.1007/s43546-020-00002-z
6068,10.1007/s42979-020-00389-4
6069,10.1007/s42979-020-00391-w
6070,10.1016/j.cogsys.2019.02.004
6071,10.1016/j.coisb.2018.01.003
6072,10.1016/j.comcom.2016.11.006
6073,10.1016/j.comcom.2012.10.004
6074,10.1016/j.comcom.2014.04.004
6075,10.1016/j.combustflame.2019.01.006
6076,10.1016/j.comcom.2012.05.003
6077,10.1016/j.comcom.2015.04.007
6078,10.1016/j.comcom.2015.09.001
6079,10.1016/j.comcom.2018.04.003
6080,10.1016/j.comnet.2015.02.016
6081,10.1016/j.comnet.2019.107070
6082,10.1016/j.comcom.2016.04.025
6083,10.1016/j.comcom.2017.02.004
6084,10.1016/j.comnet.2011.10.024
6085,10.1016/j.comnet.2013.04.002
6086,10.1016/j.compbiomed.2019.01.006
6087,10.1016/j.comnet.2015.10.018
6088,10.1016/j.comnet.2016.02.012
6089,10.1016/j.compbiolchem.2020.107283
6090,10.1016/j.compchemeng.2017.12.010
