user_id,citing
501,10.1109/icumt.2016.7765382
502,10.1111/obr.12807
503,10.1108/scm-08-2017-0279
504,10.1073/pnas.1719976115
505,10.1007/s41066-017-0070-5
506,10.1007/s41066-019-00195-1
507,10.1109/icvrv.2016.88
508,10.1155/2017/5632374
509,10.1007/s41109-016-0001-4
510,10.1007/s41109-016-0003-2
511,10.1007/s41109-016-0007-y
512,10.1007/s41109-016-0010-3
513,10.1007/s41109-016-0012-1
514,10.1109/icwr.2017.7959297
515,10.1007/s41109-017-0023-6
516,10.1007/s41109-017-0025-4
517,10.1007/s41109-017-0052-1
518,10.1007/s41109-018-0069-0
519,10.1007/s41109-018-0090-3
520,10.1007/s41109-018-0092-1
521,10.1007/s41109-018-0096-x
522,10.1007/s41109-018-0097-9
523,10.1007/s41109-018-0099-7
524,10.1007/s41109-018-0109-9
525,10.1007/s41109-019-0113-8
526,10.1007/s41109-019-0114-7
527,10.1007/s41109-019-0119-2
528,10.1007/978-3-030-62223-7_53
529,10.1007/s41109-019-0123-6
530,10.1007/s41109-019-0125-4
531,10.1007/s41109-019-0126-3
532,10.1007/s41109-019-0128-1
533,10.1007/s41109-019-0132-5
534,10.1007/s41109-019-0134-3
535,10.1021/acs.jcim.6b00211
536,10.1007/s41109-019-0136-1
537,10.1007/s41109-019-0143-2
538,10.1007/s41109-019-0145-0
539,10.1007/s41109-019-0161-0
540,10.1007/s41109-019-0162-z
541,10.1007/s41109-019-0165-9
542,10.1007/s41109-019-0168-6
543,10.1007/s41109-019-0170-z
544,10.1007/s41109-019-0175-7
545,10.1007/s41109-019-0187-3
546,10.1073/pnas.1801247115
547,10.1109/idaacs.2013.6662690
548,10.1038/ncomms13408
549,10.3389/fphar.2019.00971
550,10.1016/j.physrep.2019.04.001
551,10.1093/nar/gku1280
552,10.1038/ncomms13555
553,10.1016/j.physleta.2019.05.005
554,10.1073/pnas.1802976116
555,10.1016/j.physleta.2020.127099
556,10.1038/ncomms13812
557,10.1007/s10207-019-00469-4
558,10.1111/oik.03825
559,10.3389/fphy.2018.00054
560,10.1007/978-3-030-63007-2_19
561,10.1073/pnas.1806068115
562,10.1007/978-3-030-63086-7_19
563,10.1007/978-3-030-63095-9_11
564,10.1038/ncomms14238
565,10.1002/j.1532-2149.2013.00364.x
566,10.1021/jacs.6b02382
567,10.1109/taslp.2016.2594287
568,10.1007/978-3-030-63820-7_80
569,10.1155/2017/6937194
570,10.1007/978-3-030-63836-8_7
571,10.1007/978-3-030-63872-6_1
572,10.1126/science.aad9029
573,10.1155/2017/7190758
574,10.1139/cjfas-2017-0550
575,10.1038/ncomms15227
576,10.3390/e23091216
577,10.1073/pnas.1815321116
578,10.1007/978-981-10-6138-7_7
579,10.1073/pnas.1816545116
580,10.1093/nar/gkw1278
581,10.1007/s11769-021-1237-1
582,10.1109/apsec.2012.113
583,10.1109/apsec.2014.57
584,10.1109/apsec.2017.56
585,10.1109/tbdata.2016.2617883
586,10.1109/tbdata.2016.2628725
587,10.1109/tbdata.2016.2631512
588,10.1007/978-3-030-65218-0_11
589,10.1007/978-3-030-65347-7_13
590,10.1007/978-3-030-65347-7_14
591,10.1007/978-3-030-65347-7_19
592,10.1007/978-3-030-65347-7_23
593,10.1007/978-3-030-65347-7_34
594,10.1007/978-3-030-65347-7_4
595,10.1007/978-3-030-65347-7_9
596,10.1007/978-3-030-65351-4_12
597,10.1007/978-3-030-65351-4_15
598,10.1007/978-3-030-65351-4_2
599,10.1007/978-3-030-65351-4_22
600,10.1007/978-3-030-65390-3_15
601,10.1007/978-3-030-65621-8_14
