user_id,citing
2501,10.1007/978-3-319-44944-9_40
2502,10.1145/2771588
2503,10.1096/fj.202001034rr
2504,10.1145/2783258.2783301
2505,10.1145/2783258.2783321
2506,10.1214/18-aos1797
2507,10.1145/2783702.2783705
2508,10.1371/journal.pone.0213646
2509,10.1007/978-981-15-7981-3_22
2510,10.1210/en.2018-00750
2511,10.1007/978-981-15-8086-4_32
2512,10.1145/2797115.2797131
2513,10.1002/mma.6567
2514,10.1371/journal.pone.0214210
2515,10.1145/2806416.2806555
2516,10.1145/2806416.2806572
2517,10.1145/2807591.2807668
2518,10.1145/2808580.2808641
2519,10.1371/journal.pone.0214466
2520,10.1145/2808797.2808806
2521,10.1145/2808797.2808822
2522,10.1145/2808797.2808826
2523,10.1145/2808797.2808835
2524,10.1145/2808797.2808838
2525,10.1145/2808797.2808843
2526,10.1145/2808797.2808853
2527,10.1145/2808797.2808854
2528,10.1145/2808797.2808866
2529,10.1145/2808797.2808891
2530,10.1007/978-981-15-9031-3_7
2531,10.1145/2808797.2808892
2532,10.1145/2808797.2808903
2533,10.1145/2808797.2808913
2534,10.1145/2808797.2809303
2535,10.1145/2808797.2809383
2536,10.1145/2808797.2809384
2537,10.1145/2808797.2809385
2538,10.1145/2808797.2809401
2539,10.1145/2808797.2810057
2540,10.1145/2809563.2809584
2541,10.1145/2809563.2809593
2542,10.1007/s10479-016-2236-y
2543,10.1145/2811411.2811528
2544,10.1145/2812428.2812453
2545,10.1371/journal.pone.0214854
2546,10.1007/s10479-017-2553-9
2547,10.1080/03081079.2020.1786379
2548,10.1145/3342197.3344527
2549,10.1145/2817946.2817954
2550,10.1145/2817946.2817961
2551,10.1101/2020.04.27.064816
2552,10.1515/ausi-2017-0012
2553,10.1145/2818048.2820074
2554,10.1177/1176934318764683
2555,10.1177/1176934319872980
2556,10.1371/journal.pone.0215520
2557,10.1145/2835776.2835784
2558,10.1145/2835776.2835808
2559,10.1145/2837185.2843858
2560,10.1007/s10479-019-03372-2
2561,10.1007/s10479-019-03383-z
2562,10.1007/s11769-020-1131-2
2563,10.1371/journal.pbio.3001143
2564,10.1177/1178221817711425
2565,10.1145/2851613.2851809
2566,10.1007/978-3-662-62776-1_3
2567,10.1371/journal.pone.0216130
2568,10.1145/2858036.2858071
2569,10.1145/2858036.2858107
2570,10.1145/2872518.2889415
2571,10.1145/2872518.2889406
2572,10.1145/2872518.2890552
2573,10.1145/2872518.2890588
2574,10.1007/978-3-030-37309-2_9
2575,10.1145/2882903.2915226
2576,10.1371/journal.pone.0239858
2577,10.1007/978-3-030-37429-7_70
2578,10.1080/09669582.2020.1851699
2579,10.1145/2888451.2888479
2580,10.1007/978-3-030-37484-6_4
2581,10.1145/2890507
2582,10.1145/2896387.2896424
2583,10.1007/978-3-030-37599-7_10
2584,10.17645/pag.v9i2.3754
2585,10.1145/2898362
2586,10.1186/1475-2875-12-269
2587,10.1145/2903150.2903181
2588,10.1145/2903220.2903256
2589,10.1007/978-3-030-37775-5_4
2590,10.1007/s11948-019-00089-0
2591,10.1186/1475-2875-13-52
2592,10.1371/journal.pone.0217710
2593,10.1145/2908812.2908878
2594,10.23919/apnoms50412.2020.9236993
2595,10.1145/2910019.2910050
2596,10.3389/fams.2019.00052
2597,10.1145/2911451.2914667
2598,10.1371/journal.pone.0218022
2599,10.1145/2914586.2914613
2600,10.3389/fbioe.2019.00306
2601,10.1371/journal.pone.0218201
2602,10.1145/2930971.2930993
2603,10.1145/2930971.2930995
2604,10.3389/fbioe.2020.00034
2605,10.1145/2940116.2940130
2606,10.1177/0160017617719124
2607,10.1177/0160017618770717
2608,10.1145/2953883
2609,10.1371/journal.pone.0219186
2610,10.1145/2961111.2962588
2611,10.1145/2970398.2970414
2612,10.1371/journal.pone.0231529
2613,10.1080/10495142.2020.1865233
2614,10.1145/2975167.2975177
2615,10.1145/2976749.2978301
2616,10.1371/journal.pone.0220061
2617,10.1155/2020/9017239
2618,10.1145/2982142.2982178
2619,10.1145/2983323.2983354
2620,10.1145/3067695.3075995
2621,10.1145/2983323.2983804
2622,10.1002/ese3.951
2623,10.1145/2983323.2983884
2624,10.1155/2020/9407162
2625,10.1145/2991079.2991122
2626,10.1145/2991079.2991124
2627,10.1145/2992785
2628,10.1007/978-3-030-17938-0_29
2629,10.2478/nor-2018-0006
2630,10.2478/nor-2019-0011
2631,10.2478/nor-2020-0020
2632,10.2478/nor-2019-0020
2633,10.1111/mec.15996
2634,10.1145/2994620.2994624
2635,10.1145/2996758.2996764
2636,10.1145/2998181.2998187
2637,10.1145/2998181.2998194
2638,10.2196/11287
2639,10.1007/978-3-030-18305-9_11
2640,10.1145/2998476.2998489
2641,10.1017/jfm.2021.35
2642,10.1145/3007748.3018285
2643,10.1016/j.tbs.2021.05.003
2644,10.1371/journal.pcbi.1007835
2645,10.1007/978-3-030-18590-9_10
2646,10.1145/3010089.3010101
2647,10.1021/acssuschemeng.1c00841
2648,10.1177/20563051211025511
2649,10.1177/20563051211027202
2650,10.1177/20563051211033808
2651,10.1145/3017611.3017626
2652,10.1145/3018661.3018733
2653,10.1111/jiec.13172
2654,10.1145/3019612.3019814
2655,10.4018/978-1-7998-2460-2.ch061
2656,10.1145/3022198.3026307
2657,10.1145/3022227.3022282
2658,10.1093/genetics/iyaa027
2659,10.1177/0165551510392147
2660,10.1177/0165551514551498
2661,10.1177/0165551517698305
2662,10.1177/0165551518785548
2663,10.1145/3038912.3052582
2664,10.1145/3038912.3052643
2665,10.1145/3038912.3052653
2666,10.1145/3041021.3053362
2667,10.1145/3041021.3054160
2668,10.1145/3041021.3054174
2669,10.1145/3047009
2670,10.1111/2041-210x.13569
2671,10.1007/978-3-030-19759-9_2
2672,10.1145/3068332
2673,10.1007/978-3-030-19823-7_42
2674,10.1145/3068943.3068946
2675,10.1007/s10488-019-00974-7
2676,10.3166/rfg.2019.00367
2677,10.1007/978-3-319-45408-5_26
2678,10.1007/s10115-021-01571-7
2679,10.1007/s10115-021-01557-5
2680,10.1007/s10489-014-0631-0
2681,10.4204/eptcs.130.8
2682,10.1145/3078714.3078735
2683,10.1007/s10489-016-0824-9
2684,10.1007/s10489-016-0838-3
2685,10.1007/s10489-017-0934-z
2686,10.1007/978-3-319-45510-5_19
2687,10.1145/3080574
2688,10.1007/s10489-017-1134-6
2689,10.1007/s10489-018-1297-9
2690,10.1145/3085504.3085516
2691,10.1007/s10489-018-1321-0
2692,10.1007/s10489-018-1386-9
2693,10.1145/3201064.3201076
2694,10.1145/3201064.3201107
2695,10.1145/3089871.3089879
2696,10.1145/3089871.3089895
2697,10.1007/s10489-019-01529-x
2698,10.1007/s10489-019-01541-1
2699,10.1145/3091106
2700,10.1145/3091478.3091493
2701,10.1145/3092742
2702,10.1155/2021/9956319
2703,10.1007/978-3-319-45763-5_13
2704,10.1007/978-3-319-45763-5_6
2705,10.1145/3097286.3097300
2706,10.1145/3097286.3097302
2707,10.1145/3097983.3098042
2708,10.3390/forecast3020024
2709,10.1007/978-3-319-45814-4_17
2710,10.1145/3097983.3098114
2711,10.1007/978-3-319-45817-5_50
2712,10.1145/3098208.3098216
2713,10.1007/978-3-319-45823-6_59
2714,10.1145/3102254.3102272
2715,10.1145/3106426.3106451
2716,10.1145/3107411.3107418
2717,10.1145/3110025.3110053
2718,10.1145/3110025.3110067
2719,10.1145/3110025.3110068
2720,10.1145/3110025.3110116
2721,10.1145/3110025.3110125
2722,10.1145/3110025.3110135
2723,10.1145/3110025.3110137
2724,10.1145/3110025.3110143
2725,10.1145/3110025.3110146
2726,10.1145/3110025.3116199
2727,10.1145/3110215
2728,10.1038/s41596-020-0336-2
2729,10.1145/3126858.3131567
2730,10.1098/rsif.2019.0509
2731,10.1098/rsif.2019.0553
2732,10.1098/rsif.2019.0778
2733,10.1007/978-3-319-46200-4_3
2734,10.1098/rsif.2019.0845
2735,10.1007/978-3-030-21140-0_7
2736,10.1007/978-3-030-21158-5_2
2737,10.1007/978-3-030-21158-5_3
2738,10.1145/3132847.3132902
2739,10.1145/3132847.3132960
2740,10.1145/3136273.3136297
2741,10.1142/s0129183119501043
2742,10.1142/s0129183120500564
2743,10.1142/s012918312050062x
2744,10.1142/s0129183120500886
2745,10.1145/3139241
2746,10.1007/978-3-319-46376-6_26
2747,10.1007/978-3-030-21373-2_30
2748,10.1007/978-3-030-21451-7_10
2749,10.1145/3144457.3144500
2750,10.1103/physreve.102.042304
2751,10.3390/info11090435
2752,10.3390/info11100461
2753,10.1145/3154424
2754,10.1145/3356995.3364540
2755,10.1007/s10100-021-00752-7
2756,10.1371/journal.pone.0250784
2757,10.1145/3357526.3357548
2758,10.1007/978-3-030-21741-9_16
2759,10.1007/978-3-030-21741-9_2
2760,10.1007/978-3-030-21741-9_20
2761,10.1177/0361198120985133
2762,10.1145/3160504.3160505
2763,10.1145/3162957.3162990
2764,10.1145/3170427.3174355
2765,10.1145/3172867
2766,10.1088/2057-1976/abad8f
2767,10.1145/3178853
2768,10.3390/cancers12040948
2769,10.1002/bdm.2171
