user_id,citing
9001,10.1002/asi.23935
9002,10.1002/asi.23960
9003,10.1002/asi.24028
9004,10.1002/asi.24067
9005,10.1002/asi.24130
9006,10.1002/asi.24170
9007,10.1002/asi.24171
9008,10.1016/j.neuroimage.2022.119110
9009,10.1007/978-3-319-99247-1_2
9010,10.1007/978-3-319-99247-1_39
9011,10.1007/978-3-319-99365-2_35
9012,10.1007/978-3-319-99368-3_6
9013,10.1109/icdm.2019.00081
9014,10.1101/2022.03.31.486594
9015,10.1287/mnsc.2022.4377
9016,10.1109/ictai.2019.00115
9017,10.1016/j.scitotenv.2022.154292
9018,10.1016/j.jclepro.2022.131554
9019,10.15406/jabb.2017.02.00020
9020,10.3389/fphar.2022.812227
9021,10.1287/mksc.2022.1385
9022,10.1007/978-3-7908-2781-1_1
9023,10.1109/icdm.2019.00066
9024,10.1002/hbm.25876
9025,10.1101/2022.04.07.22273578
9026,10.1109/icpads47876.2019.00121
9027,10.1177/10946705221079941
9028,10.1109/jproc.2017.2786710
9029,10.1111/j.1467-8659.2011.02037.x
9030,10.1002/pra2.2016.14505301088
9031,10.1109/iccabs.2013.6629214
9032,10.3390/data4040149
9033,10.1117/12.2511573
9034,10.1007/978-3-662-60531-8_3
9035,10.1016/j.neucom.2014.09.042
9036,10.1016/j.neucom.2016.02.031
9037,10.1109/nabic.2013.6617867
9038,10.1016/j.neucom.2017.02.026
9039,10.1016/j.neucom.2017.10.007
9040,10.1016/j.neucom.2019.04.013
9041,10.1016/j.neucom.2019.06.020
9042,10.1109/icccc.2018.8390441
9043,10.5194/se-12-2159-2021
9044,10.1108/bpmj-11-2016-0226
9045,10.1016/j.cell.2021.09.014
9046,10.1016/j.neucom.2009.11.023
9047,10.1007/s12549-018-0336-1
9048,10.1007/s13147-014-0299-2
9049,10.1016/j.neucom.2017.02.020
9050,10.1016/j.neucom.2018.01.065
9051,10.1016/j.neucom.2018.02.087
9052,10.1016/j.neucom.2017.04.011
9053,10.1002/glia.23777
9054,10.1080/15568318.2019.1699209
9055,10.1109/nas.2016.7549410
9056,10.1016/j.neucom.2019.01.009
9057,10.1016/j.neucom.2019.07.003
9058,10.1016/j.neucom.2020.10.033
9059,10.1016/j.neucom.2020.11.066
9060,10.1016/j.neucom.2020.06.002
9061,10.1007/978-3-540-87479-9_45
9062,10.1016/j.neulet.2013.10.023
9063,10.1080/09537325.2021.1979210
9064,10.1242/dev.178103
9065,10.1109/nebec.2014.6972828
9066,10.1016/j.neucom.2018.02.023
9067,10.1016/j.neucom.2018.11.059
9068,10.1101/2021.09.17.460762
9069,10.1101/2021.09.18.460908
9070,10.1016/j.ecoleng.2021.106416
9071,10.1016/j.neucom.2020.07.080
9072,10.1108/dta-01-2018-0006
9073,10.1109/netgames.2013.6820612
9074,10.1109/nfv-sdn.2016.7919503
9075,10.1016/j.neucom.2016.01.109
9076,10.1101/2019.12.20.885277
9077,10.1016/j.neucom.2016.04.055
9078,10.1109/iccke.2015.7365864
9079,10.1016/j.neucom.2019.08.020
9080,10.3390/joitmc5040074
9081,10.1016/j.neucom.2020.04.067
9082,10.1109/iccme.2012.6275597
9083,10.1109/iccnc.2014.6785295
9084,10.1109/iccnc.2018.8390301
9085,10.1007/978-1-4471-5102-9_100129-1
9086,10.1101/2020.01.08.899146
9087,10.1016/j.neurobiolaging.2018.05.016
9088,10.1101/2020.01.09.897868
9089,10.1016/j.neurobiolaging.2020.09.010
9090,10.1101/2020.01.13.903542
9091,10.1101/2020.01.13.905166
9092,10.1101/2020.01.14.906768
9093,10.1101/2020.01.14.906842
9094,10.1016/j.neunet.2020.08.003
9095,10.1101/2020.01.15.908350
9096,10.1111/biom.13064
9097,10.1016/j.neuroimage.2011.03.069
9098,10.1101/2020.01.20.912030
9099,10.1016/j.neuroimage.2013.12.008
9100,10.1016/j.neuroimage.2014.03.041
9101,10.1109/iccsnt.2015.7490820
9102,10.1016/j.neuroimage.2015.04.009
9103,10.1109/nsw.2011.6004645
9104,10.1109/nsw.2011.6004656
9105,10.1109/nsw.2013.6609197
9106,10.1109/nsw.2013.6609210
9107,10.1109/iccsnt.2016.8070177
9108,10.1109/nsw.2013.6609217
9109,10.1007/978-3-642-40495-5_4
9110,10.1109/ntict.2017.7976121
9111,10.1016/j.neuroimage.2016.01.028
9112,10.1109/nuicone.2013.6780088
9113,10.1109/iccsp.2017.8286442
9114,10.1016/j.neuroimage.2016.07.061
9115,10.1556/2006.2020.00036
9116,10.1016/j.neuroimage.2016.11.026
9117,10.1111/joes.12183
9118,10.1016/j.neuroimage.2018.11.003
9119,10.1016/j.neuroimage.2012.01.107
9120,10.1007/s13042-019-01042-0
9121,10.1016/j.neuroimage.2020.116611
9122,10.1016/j.neuroimage.2020.116854
9123,10.1016/j.neuroimage.2020.117415
9124,10.1016/j.neuroimage.2020.117429
9125,10.1016/j.neuroimage.2020.117431
9126,10.1016/j.neuroimage.2013.08.017
9127,10.1016/j.neuroimage.2020.117610
9128,10.1016/j.neuroimage.2020.117632
9129,10.1016/j.neuroimage.2009.10.003
9130,10.1016/j.neuroimage.2014.05.083
9131,10.1016/j.neuroimage.2020.117698
9132,10.1016/j.neuroimage.2014.12.046
9133,10.1016/j.neuroimage.2015.03.037
9134,10.1016/j.neuroimage.2015.04.033
9135,10.1016/j.neuroimage.2015.05.100
9136,10.1016/j.neuroimage.2015.12.048
9137,10.1016/j.neuroimage.2015.12.001
9138,10.1007/978-3-642-41154-0_12
9139,10.1016/j.neuroimage.2016.05.078
9140,10.1016/j.neuroimage.2016.09.001
9141,10.1016/j.neuroimage.2016.12.003
9142,10.1016/j.neuroimage.2017.01.020
9143,10.1016/j.neuroimage.2017.05.048
9144,10.1016/j.neuroimage.2017.08.044
9145,10.1016/j.neuroimage.2017.09.061
9146,10.1016/j.neuron.2012.03.038
9147,10.1016/j.neuroimage.2018.01.006
9148,10.1016/j.neuroimage.2018.05.005
9149,10.1016/j.neuroimage.2019.116289
9150,10.1016/j.neuroimage.2015.09.041
9151,10.1109/iccwamtip.2016.8079821
9152,10.1016/j.neuroimage.2019.03.080
9153,10.1016/j.neuroimage.2019.116129
9154,10.1016/j.neuroimage.2016.11.006
9155,10.1016/j.neuroimage.2020.117504
9156,10.1016/j.neuroimage.2017.02.066
9157,10.1016/j.neuroimage.2009.05.032
9158,10.1016/j.neuroimage.2017.05.067
9159,10.1016/j.neuroimage.2017.08.063
9160,10.1016/j.neuron.2019.11.006
9161,10.1108/el-12-2016-0266
9162,10.1016/j.neuroimage.2017.12.093
9163,10.1109/p2p.2011.6038751
9164,10.1016/j.neuroimage.2020.117538
9165,10.1016/j.neuroimage.2019.07.003
9166,10.1109/icdcs.2013.34
