user_id,citing
7501,10.1038/s41598-022-14479-1
7502,10.1155/2022/6595314
7503,10.1371/journal.pbio.3000538
7504,10.1016/j.ins.2022.11.049
7505,10.4000/terminal.5671
7506,10.1007/978-981-19-7049-8_1
7507,10.2196/42292
7508,10.1016/j.cities.2022.104063
7509,10.1016/j.tbs.2022.10.012
7510,10.1021/acs.jcim.2c01022
7511,10.1101/2020.05.06.080259
7512,10.1016/j.amc.2022.127721
7513,10.1086/708435
7514,10.4018/ijitsa.289998
7515,10.3390/s22239306
7516,10.1017/9781108987561
7517,10.1101/2020.05.08.084145
7518,10.1101/2021.10.25.465685
7519,10.1371/journal.pone.0277516
7520,10.1016/j.eswa.2022.118543
7521,10.1101/2021.11.01.466771
7522,10.1111/oik.09176
7523,10.1007/s40042-022-00590-z
7524,10.1101/2021.11.06.467575
7525,10.1145/3474717.3488240
7526,10.1111/1462-2920.16175
7527,10.1038/s42003-022-03797-9
7528,10.1049/gtd2.12591
7529,10.1038/s41590-022-01315-x
7530,10.1108/ijebr-09-2021-0758
7531,10.1140/epjb/s10051-022-00420-y
7532,10.1063/5.0106455
7533,10.1109/tifs.2022.3208471
7534,10.1093/bioinformatics/btac670
7535,10.1101/2022.10.01.510435
7536,10.3390/genes10100776
7537,10.1109/embc.2019.8856674
7538,10.1109/tcbb.2021.3061720
7539,10.1109/csase48920.2020.9142102
7540,10.1007/978-3-031-07689-3_10
7541,10.1016/j.physa.2021.126819
7542,10.1007/978-3-031-16014-1_3
7543,10.1016/j.biopsycho.2021.108260
7544,10.1371/journal.pone.0262050
7545,10.1109/coniiti48476.2019.8960771
7546,10.1109/tcyb.2018.2860284
7547,10.1109/fie49875.2021.9637209
7548,10.1038/s41598-022-13052-0
7549,10.1109/temscon47658.2020.9140085
7550,10.1109/temscon47658.2020.9140132
7551,10.2139/ssrn.3663899
7552,10.1109/access.2018.2867931
7553,10.1016/j.physa.2022.127798
7554,10.1093/bioadv/vbab006
7555,10.1101/2022.04.08.487166
7556,10.1016/j.ocecoaman.2022.106302
7557,10.1109/icws.2018.00037
7558,10.1038/s41591-022-01744-z
7559,10.1109/tpds.2020.2968321
7560,10.1109/iscsic54682.2021.00047
7561,10.1016/j.xplc.2022.100306
7562,10.1016/j.physa.2022.128105
7563,10.1007/978-3-030-38961-1_14
7564,10.1109/mnet.011.1900472
7565,10.1130/g50110.1
7566,10.1109/iccci49374.2020.9145976
7567,10.1109/icodse53690.2021.9648474
7568,10.1109/dsaa.2019.00050
7569,10.1109/icip.2018.8451237
7570,10.1080/17524032.2022.2050776
7571,10.3846/jcem.2019.8137
7572,10.1109/tcss.2020.3008860
7573,10.1101/2022.11.11.22282236
7574,10.2139/ssrn.3245291
7575,10.2139/ssrn.3253572
7576,10.1158/2159-8290.cd-21-0282
7577,10.2139/ssrn.3265662
7578,10.1109/tcss.2019.2944002
7579,10.1016/j.csbj.2022.05.056
7580,10.1101/2022.04.06.487335
7581,10.2139/ssrn.3278045
7582,10.1101/2022.04.11.487928
7583,10.4018/jgim.307116
7584,10.3389/fbinf.2022.906644
7585,10.1109/csci54926.2021.00279
7586,10.1007/s40042-021-00352-3
7587,10.1080/14780038.2022.2056284
7588,10.1038/s41598-019-57123-1
7589,10.1007/978-3-030-81135-8_11
7590,10.1091/mbc.e21-11-0535
7591,10.1038/s42003-022-03468-9
7592,10.1080/14747731.2022.2086735
7593,10.1016/j.aei.2022.101680
7594,10.2139/ssrn.3312468
7595,10.1140/epjb/s10051-022-00368-z
7596,10.7554/elife.74463
7597,10.1109/icdcs.2019.00040
7598,10.1016/j.celrep.2022.110883
7599,10.1016/j.eiar.2022.106884
7600,10.1109/tkde.2019.2951419
7601,10.2139/ssrn.3328475
7602,10.1101/2022.06.28.498036
7603,10.1101/2022.03.02.482621
7604,10.1016/j.neucom.2022.06.090
7605,10.1007/978-3-031-07920-7_24
7606,10.1038/s41523-022-00412-2
7607,10.1109/tits.2017.2784391
7608,10.1016/j.respol.2022.104666
7609,10.2139/ssrn.3339908
7610,10.1177/10943420211029299
7611,10.1109/adconip55568.2022.9894220
7612,10.1016/j.neunet.2022.06.021
7613,10.1101/2022.11.14.516248
7614,10.3390/molecules26247605
7615,10.1101/2022.06.30.495461
7616,10.3390/biotech11030033
7617,10.1007/978-3-031-08974-9_28
7618,10.1016/j.joi.2022.101336
7619,10.1145/3531146.3533107
7620,10.1101/2022.04.14.488320
7621,10.1080/13183222.2022.2067724
7622,10.1101/2022.08.09.22278128
7623,10.1007/978-3-031-06788-4_24
7624,10.1007/978-981-16-9967-2_23
7625,10.1177/17456916211053319
7626,10.2139/ssrn.3370424
7627,10.1093/comnet/cnac024
7628,10.3389/fdata.2022.894632
7629,10.1109/icc45855.2022.9838450
7630,10.1186/s12874-022-01607-8
7631,10.1145/3511047.3536409
7632,10.1186/s13071-022-05333-4
7633,10.1140/epjds/s13688-022-00338-6
7634,10.1007/s13313-021-00816-x
7635,10.2139/ssrn.3387794
7636,10.4000/socio-logos.5724
7637,10.21203/rs.3.rs-2142272/v1
7638,10.15184/aqy.2022.53
7639,10.1007/978-3-031-10522-7_2
7640,10.1016/j.xgen.2022.100142
7641,10.3389/ftox.2022.983415
7642,10.20309/jdis.201617
7643,10.1101/2021.09.29.21264313
7644,10.1145/3557918.3565862
7645,10.1007/s11431-022-2025-0
7646,10.1101/2021.12.11.472209
7647,10.1101/2022.10.17.512527
7648,10.1038/s41398-022-02084-9
7649,10.1007/s41109-022-00466-y
7650,10.1101/2022.04.21.489041
7651,10.1098/rsos.220904
7652,10.1016/j.jbi.2022.104055
7653,10.1038/s41598-022-08650-x
7654,10.1186/s13059-021-02552-3
7655,10.1016/j.joi.2022.101344
7656,10.1016/j.eswa.2022.119107
7657,10.1038/s42003-022-03203-4
7658,10.1038/s41597-022-01236-2
7659,10.1109/tcyb.2017.2693558
7660,10.1002/aur.2840
7661,10.1007/978-3-031-04286-7_24
7662,10.1038/s41598-022-16603-7
7663,10.1016/j.ijdrr.2022.103159
7664,10.1109/tcss.2019.2941988
7665,10.1101/2022.10.28.514178
7666,10.1101/2022.09.09.507292
7667,10.1007/s10472-022-09818-x
7668,10.1109/ijcnn.2019.8851893
7669,10.1109/access.2019.2944350
7670,10.1016/j.jprocont.2021.11.013
7671,10.1038/s41598-022-20142-6
7672,10.1038/s41467-022-34769-6
7673,10.1038/s41598-022-09118-8
7674,10.1109/access.2018.2859788
7675,10.1016/j.aap.2022.106833
7676,10.1109/asiancon51346.2021.9544803
7677,10.1186/s13041-022-00908-9
7678,10.1007/s11628-022-00512-w
7679,10.1007/978-1-0716-1839-4_11
7680,10.1057/s41599-021-00977-6
7681,10.1101/2022.09.10.507291
7682,10.1109/asiancon51346.2021.9544691
7683,10.1016/j.aei.2022.101794
7684,10.1109/access.2019.2946080
7685,10.3389/fmicb.2022.864619
7686,10.1109/mis.2018.033001411
7687,10.1145/3548606.3560615
7688,10.1109/embc.2019.8857491
7689,10.1109/tem.2018.2855435
7690,10.3389/fimmu.2022.884185
7691,10.1101/2022.04.29.22274481
7692,10.1016/j.jenvman.2022.116479
7693,10.1038/s41467-022-32171-w
7694,10.1145/3414274.3414512
7695,10.1162/qss_a_00150
7696,10.1109/tcss.2021.3062711
7697,10.3390/brainsci12050596
7698,10.1016/j.nicl.2022.103139
7699,10.1007/s10479-022-04700-9
7700,10.1086/704370
7701,10.1177/13540688221086226
7702,10.3390/math10091526
7703,10.1080/20421338.2021.1960540
7704,10.1038/s41592-022-01651-8
7705,10.3389/fgene.2022.847112
7706,10.1145/3498851.3498971
7707,10.1016/j.eswa.2022.117515
7708,10.1186/s40537-022-00585-4
7709,10.1051/cagri/2022021
7710,10.1007/978-3-031-05760-1_6
7711,10.1103/physreve.105.054308
7712,10.7554/elife.72128
7713,10.25205/1818-7900-2022-20-2-60-71
7714,10.1016/j.imlet.2022.04.008
7715,10.1084/jem.20211406
7716,10.1007/s13278-022-00958-w
7717,10.2139/ssrn.3560339
7718,10.1098/rsos.211038
7719,10.2139/ssrn.3578806
7720,10.1093/sf/soac046
7721,10.1093/joc/jqac030
7722,10.2139/ssrn.3615836
7723,10.3390/biomedicines10071478
7724,10.1007/978-3-031-19097-1_11
7725,10.2139/ssrn.3641722
7726,10.1371/journal.pone.0275286
7727,10.1111/itor.13228
7728,10.1038/s41467-022-30309-4
7729,10.7554/elife.78635
7730,10.1016/j.ajsl.2022.08.002
7731,10.1038/s42003-022-03359-z
7732,10.1021/acs.jctc.2c00454
7733,10.1080/2474736x.2021.1932532
7734,10.1101/2022.11.06.22282001
7735,10.3390/info13050251
7736,10.1145/3500868.3559468
7737,10.1101/2021.12.14.472579
7738,10.1007/s11227-022-04894-6
7739,10.1177/0095327x221134644
7740,10.1109/tnse.2018.2870671
7741,10.1016/j.neuroimage.2021.118784
7742,10.1109/tsmc.2018.2867497
7743,10.1016/j.cities.2022.103975
7744,10.1109/tsp.2018.2869119
7745,10.1109/access.2018.2869378
7746,10.1017/9781108865791
7747,10.3390/ijms23126470
7748,10.1038/s41598-022-19719-y
7749,10.1007/s11432-021-3370-4
7750,10.1038/s41551-022-00951-w
7751,10.1002/cpe.7447
7752,10.1007/978-3-031-07472-1_22
7753,10.1038/s41380-022-01597-5
7754,10.7554/elife.77430
7755,10.3390/en15218290
7756,10.3389/fnhum.2022.859358
7757,10.1101/2022.11.10.516044
7758,10.1101/2022.11.24.517800
7759,10.1007/s41109-022-00479-7
7760,10.1109/snams53716.2021.9732079
7761,10.1109/snams53716.2021.9732134
7762,10.1109/access.2022.3160230
7763,10.3389/fnins.2022.952355
7764,10.1109/access.2019.2908208
7765,10.1126/sciadv.abj3063
7766,10.1109/access.2022.3198952
7767,10.1109/access.2019.2906081
7768,10.1016/j.eswa.2022.117794
7769,10.1109/fskd.2018.8687214
7770,10.1155/2022/7120662
7771,10.1109/percomw.2018.8480134
